ticker,CIBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-24,-9.0909
2004-08-31,10.0
2004-12-10,263.6364
2004-12-30,12.5
2004-12-31,4.4444
2005-02-03,6.383
2005-03-01,-4.0
2005-03-07,0.0
2005-03-18,14.5833
2005-04-11,-12.7273
2005-07-29,60.4167
2005-09-06,-20.7792
2005-09-28,3.9344
2005-10-14,35.6467
2005-10-17,-1.1628
2005-11-02,17.647100000000002
2005-11-03,0.0
2005-11-07,0.0
2005-11-11,2.0
2005-11-14,2.9412000000000003
2005-11-17,4.7619
2005-11-25,9.0909
2005-11-30,-2.5
2005-12-02,-5.9829
2005-12-05,0.0
2005-12-08,0.0
2005-12-09,-0.9091
2005-12-14,-8.2569
2005-12-19,0.0
2005-12-30,0.0
2006-01-03,1.0
2006-01-04,3.9604
2006-01-09,-4.7619
2006-01-11,0.0
2006-01-13,0.0
2006-01-20,0.0
2006-01-24,0.0
2006-01-27,10.0
2006-02-08,-3.8182
2006-02-09,-4.5369
2006-02-16,8.9109
2006-02-24,-9.0909
2006-02-27,0.0
2006-03-13,0.0
2006-03-15,-5.0
2006-03-20,5.2632
2006-03-24,5.0
2006-03-28,-4.7619
2006-03-29,0.0
2006-04-04,0.0
2006-04-05,0.0
2006-04-10,-5.0
2006-04-11,0.6316
2006-04-13,-0.6276
2006-04-21,2.1053
2006-04-24,0.0
2006-05-02,-1.0309
2006-05-04,-0.625
2006-05-09,-0.4193
2006-05-16,1.0526
2006-05-18,0.0
2006-05-19,0.0
2006-05-24,2.0833
2006-06-01,4.0816
2006-06-13,-1.9607999999999999
2006-06-14,0.0
2006-06-16,10.0
2006-06-19,-6.9091000000000005
2006-06-20,0.5859
2006-06-21,-0.9709
2006-06-22,0.0
2006-06-27,0.0
2006-06-28,0.9804
2006-06-29,-1.9417
2006-06-30,-2.9703
2006-07-05,0.0
2006-07-13,0.0
2006-07-17,0.0
2006-07-18,1.0204
2006-07-20,0.0
2006-07-27,-1.0101
2006-07-31,0.0
2006-08-03,3.0612
2006-08-04,-2.9703
2006-08-07,0.0
2006-08-08,0.0
2006-08-10,0.0
2006-08-18,0.0
2006-08-21,0.0
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,0.0
2006-08-28,1.0204
2006-08-31,1.0101
2006-09-01,-2.0
2006-09-05,0.0
2006-09-06,0.0
2006-09-11,1.0204
2006-09-13,-1.0101
2006-09-15,2.0408
2006-09-18,-0.4
2006-09-20,0.4016
2006-09-25,-2.0
