ticker,CUB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0
2000-01-04,0.0
2000-01-05,4.7619
2000-01-06,0.0
2000-01-07,-2.2727
2000-01-10,2.3256
2000-01-11,0.0
2000-01-12,-2.2727
2000-01-13,1.1628
2000-01-14,1.7241
2000-01-18,-0.565
2000-01-19,0.8523
2000-01-20,-1.4085
2000-01-21,1.7143000000000002
2000-01-24,8.9888
2000-01-25,8.5052
2000-01-26,-2.6128
2000-01-27,-2.9268
2000-01-28,2.5126
2000-01-31,-1.9607999999999999
2000-02-01,0.0
2000-02-02,4.0
2000-02-03,0.4808
2000-02-04,-6.2201
2000-02-07,0.0
2000-02-08,-1.0204
2000-02-09,0.5155
2000-02-10,0.0
2000-02-11,0.5128
2000-02-14,1.0204
2000-02-15,0.0
2000-02-16,0.5051
2000-02-17,9.0452
2000-02-18,-3.2258
2000-02-22,1.4285999999999999
2000-02-23,-3.2864
2000-02-24,1.4563
2000-02-25,2.3923
2000-02-28,-1.4019
2000-02-29,-3.7915
2000-03-01,0.7389
2000-03-02,-2.2005
2000-03-03,0.0
2000-03-06,-4.0
2000-03-07,-5.9896
2000-03-08,-0.831
2000-03-09,5.0279
2000-03-10,-2.1277
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,0.2717
2000-03-16,1.0949
2000-03-17,-0.5405
2000-03-20,1.087
2000-03-21,-3.2258
2000-03-22,1.1111
2000-03-23,-1.0989
2000-03-24,-2.2222
2000-03-27,1.4205
2000-03-28,-0.2801
2000-03-29,0.2809
2000-03-30,-1.9607999999999999
2000-03-31,2.8571
2000-04-03,6.6667
2000-04-04,0.5208
2000-04-05,1.2953000000000001
2000-04-06,-0.2558
2000-04-07,-1.0256
2000-04-10,-1.5544
2000-04-11,-2.8947000000000003
2000-04-12,0.271
2000-04-13,0.0
2000-04-14,-5.9459
2000-04-17,-1.1494
2000-04-18,2.907
2000-04-19,-0.8475
2000-04-20,3.1339
2000-04-24,-0.5525
2000-04-25,-0.5556
2000-04-26,-0.2793
2000-04-27,0.8403
2000-04-28,-1.1111
2000-05-01,6.7416
2000-05-02,-2.1053
2000-05-03,1.0753
2000-05-04,-2.1277
2000-05-05,-2.7174
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-2.5140000000000002
2000-05-11,-2.5788
2000-05-12,1.1764999999999999
2000-05-15,-2.0349
2000-05-16,0.2967
2000-05-17,0.0
2000-05-18,-1.4793
2000-05-19,-0.9009
2000-05-22,-3.0303
