ticker,MYFW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-19,3.6842
2018-07-20,-3.0457
2018-07-23,-0.0524
2018-07-24,-1.1524
2018-07-25,-1.9078
2018-07-26,-0.4862
2018-07-27,-2.2801
2018-07-30,0.6111
2018-07-31,-1.9325999999999999
2018-08-01,-7.8829
2018-08-02,4.2787
2018-08-03,1.4068
2018-08-06,-1.7341
2018-08-07,5.7647
2018-08-08,0.9455
2018-08-09,-1.7631000000000001
2018-08-10,-3.309
2018-08-13,1.2761
2018-08-14,-2.0619
2018-08-15,3.4503
2018-08-16,-1.0741
2018-08-17,0.5714
2018-08-20,0.8523
2018-08-21,-3.2676
2018-08-22,1.8054999999999999
2018-08-23,2.9743
2018-08-24,-0.9717
2018-08-27,-0.7013
2018-08-28,-1.0169
2018-08-29,-2.3973
2018-08-30,1.7544
2018-08-31,5.7471
2018-09-04,-1.087
2018-09-05,0.5495
2018-09-06,-1.8033000000000001
2018-09-07,-0.0556
2018-09-10,-0.0557
2018-09-11,-0.3343
2018-09-12,-3.1302
2018-09-13,1.8465
2018-09-14,-1.9263
2018-09-17,3.4084
2018-09-18,0.0
2018-09-19,-1.9553
2018-09-20,0.2849
2018-09-21,-6.0795
2018-09-24,2.8433
2018-09-25,2.9412000000000003
2018-09-26,0.6286
2018-09-27,-0.5111
2018-09-28,-0.1712
2018-10-01,-5.3173
2018-10-02,-0.1208
2018-10-03,-0.393
2018-10-04,0.7587
2018-10-05,-0.241
2018-10-08,0.0
2018-10-09,-3.3816
2018-10-10,-0.9375
2018-10-11,0.0
2018-10-12,0.8833
2018-10-15,-0.3752
2018-10-16,-0.8161
2018-10-17,0.3165
2018-10-18,-0.9464
2018-10-19,-4.3949
2018-10-22,2.5983
2018-10-23,-1.8182
2018-10-24,-3.7698
2018-10-25,3.4364
2018-10-26,-2.3256
2018-10-29,0.3401
2018-10-30,-8.4746
2018-10-31,-0.7837
2018-11-01,-3.7643
2018-11-02,-0.6206
2018-11-05,-4.3716
2018-11-06,5.7143
2018-11-07,-2.7027
2018-11-08,-2.7778
2018-11-09,2.8571
2018-11-12,-0.1587
2018-11-13,1.0334
2018-11-14,1.4949
2018-11-15,-0.4442
2018-11-16,-4.8487
2018-11-19,2.5777
2018-11-20,1.3163
2018-11-21,0.0
2018-11-26,2.3622
2018-11-27,0.0
2018-11-28,-0.7692
2018-11-29,0.155
2018-11-30,1.1997
2018-12-03,-1.1855
2018-12-04,-2.3994
2018-12-06,-2.6963
