ticker,BYIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-05,10.0
2008-02-06,25.8741
2008-02-07,2.7778
2008-02-08,11.0811
2008-02-12,-17.2749
2008-02-13,17.647100000000002
2008-02-14,10.0
2008-02-15,4.5455
2008-02-19,-6.5217
2008-02-20,-6.9767
2008-02-21,-15.0
2008-02-27,-2.3529
2008-03-06,-5.4217
2008-03-07,14.6497
2008-03-10,11.1111
2008-03-11,0.0
2008-03-12,2.25
2008-03-13,-3.6675
2008-03-14,1.5228000000000002
2008-03-17,-10.0
2008-03-20,0.5556
2008-03-25,-3.3149
2008-03-26,0.0
2008-03-27,-1.1429
2008-03-28,0.578
2008-03-31,9.1954
2008-04-01,10.526299999999999
2008-04-02,6.6667
2008-04-03,-6.25
2008-04-04,-13.8095
2008-04-07,2.2099
2008-04-08,2.7027
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,2.6316
2008-04-14,-2.5641
2008-04-15,5.2632
2008-04-16,5.0
2008-04-17,-14.2857
2008-04-18,5.5556
2008-04-21,-5.2632
2008-04-22,0.0
2008-04-23,5.5556
2008-04-24,-1.5789
2008-04-25,4.2781
2008-04-28,-5.1282
2008-04-29,13.5135
2008-04-30,0.0
2008-05-01,4.2857
2008-05-02,2.2831
2008-05-05,-0.4464
2008-05-06,-0.4484
2008-05-07,-6.3063
2008-05-08,3.3654
2008-05-09,-3.7209
2008-05-12,-3.3816
2008-05-13,-9.5
2008-05-14,-8.8398
2008-05-15,1.8182
2008-05-16,6.5476
2008-05-19,0.0
2008-05-20,-5.5866
2008-05-21,8.8757
2008-05-22,4.6196
2008-05-23,5.974
2008-05-27,-2.2059
2008-05-28,-0.7519
2008-05-29,-2.5253
2008-05-30,-1.0363
2008-06-02,-3.1414
2008-06-03,7.5676
2008-06-04,0.0
2008-06-05,0.0
2008-06-06,1.005
2008-06-09,4.4776
2008-06-10,-4.7619
2008-06-11,0.0
2008-06-12,-0.5
2008-06-13,0.5025
2008-06-16,-0.25
2008-06-17,2.7569
2008-06-18,-2.439
2008-06-19,-0.5
2008-06-20,3.5176
2008-06-23,-2.9126
2008-06-24,2.5
2008-06-25,-1.9512
2008-06-26,0.0
2008-06-27,-0.4975
2008-06-30,-2.5
2008-07-01,0.0
2008-07-02,0.0
2008-07-03,-2.5641
2008-07-07,-7.8947
2008-07-08,-1.7143000000000002
2008-07-09,-4.0698
2008-07-10,-3.0303
2008-07-11,-7.5
2008-07-14,1.3514
2008-07-15,0.0
