ticker,BYIN US Equity
2008-07-16,-6.6667
2008-07-17,17.8571
2008-07-21,-4.8485
2008-07-22,-7.6433
2008-07-23,3.4483
2008-07-24,0.0
2008-07-25,-9.3333
2008-07-28,-8.0882
2008-07-29,0.0
2008-07-30,24.0
2008-07-31,3.2258
2008-08-01,9.375
2008-08-04,-8.5714
2008-08-06,0.0
2008-08-07,5.0
2008-08-08,-4.7619
2008-08-14,6.25
2008-08-15,2.9412000000000003
2008-08-18,-5.7143
2008-08-19,0.0
2008-08-22,-7.8788
2008-08-25,-4.6053
2008-08-27,-10.3448
2008-08-28,-3.0769
2008-08-29,3.1746
2008-09-02,7.6923
2008-09-03,-10.0
2008-09-04,23.0159
2008-09-05,0.0
2008-09-08,-3.2258
2008-09-09,-16.6667
2008-09-10,1.6
2008-09-11,18.1102
2008-09-16,-32.6667
2008-09-17,0.0
2008-09-18,-25.7426
2008-09-19,60.0
2008-09-22,5.8333
2008-09-24,-3.1496
2008-09-25,1.626
2008-09-26,4.8
2008-09-29,-20.6107
2008-09-30,53.2692
2008-10-01,6.6499
2008-10-02,17.647100000000002
2008-10-03,0.0
2008-10-06,-2.5
2008-10-07,-7.6923
2008-10-08,-2.7778
2008-10-09,-24.5714
2008-10-10,20.4545
2008-10-13,-0.6289
2008-10-14,-11.3924
2008-10-15,28.5714
2008-10-16,0.0
2008-10-17,-8.3333
2008-10-21,0.0
2008-10-22,6.0606
2008-10-23,1.7143000000000002
2008-10-24,-12.9213
2008-10-27,9.6774
2008-10-28,-5.8824
2008-10-29,-12.5
2008-10-30,20.7143
2008-11-03,-17.1598
2008-11-04,13.5714
2008-11-05,-11.9497
2008-11-06,0.0
2008-11-10,21.4286
2008-11-11,0.0
2008-11-12,-2.9412000000000003
2008-11-13,6.0606
2008-11-14,14.2857
2008-11-17,0.0
2008-11-18,-12.5
2008-11-19,-5.7143
2008-11-20,0.0
2008-11-21,-15.1515
2008-11-24,-10.7143
2008-11-25,-18.4
2008-11-26,1.9607999999999999
2008-11-28,-2.8846
2008-12-02,-10.8911
2008-12-09,10.0
2008-12-11,-14.1414
2008-12-12,0.0
2008-12-15,-5.8824
2008-12-16,-16.25
2008-12-18,-1.4925
2008-12-19,0.7576
2008-12-22,27.8195
2008-12-26,-15.2941
2008-12-29,45.8333
2008-12-30,0.0
2008-12-31,19.0476
2009-01-05,8.0
2009-01-06,-7.4074
2009-01-07,8.0
2009-01-09,14.8148
2009-01-12,-0.6452
2009-01-13,-2.5974
2009-01-14,0.0
2009-01-15,-10.0
2009-01-21,-2.963
2009-01-22,-0.7634
2009-01-23,7.6923
2009-01-30,-14.2857
2009-02-02,-8.3333
2009-02-03,-32.7273
2009-02-12,2.973
2009-02-13,-1.5748
2009-02-17,-6.6667
2009-02-19,0.0
2009-02-20,-42.8571
2009-02-23,-17.5
2009-02-24,-18.1818
2009-02-25,0.0
2009-02-26,-5.5556
2009-02-27,9.8039
2009-03-02,-5.3571
2009-03-10,28.3019
2009-03-18,0.0
2009-03-19,-64.7059
2009-03-30,133.3333
2009-04-02,21.4286
2009-04-09,-52.9412
2009-04-29,0.0
2009-05-06,0.0
2009-05-21,0.0
2009-05-29,50.0
2009-06-11,-37.5
2009-06-18,66.6667
2009-06-25,-40.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-07,0.0
2009-07-08,-20.0
2009-07-09,0.0
2009-07-14,141.6667
2009-07-20,0.0
2009-07-22,-44.8276
2009-07-24,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-19,0.0
2009-08-20,-6.25
2009-08-25,0.0
2009-08-26,0.0
2009-08-31,0.0
2009-09-04,-26.6667
2009-09-08,0.0
2009-09-10,-27.2727
2009-09-11,-12.5
2009-09-24,0.0
2009-10-05,0.0
2009-10-08,171.4286
2009-10-22,-63.1579
2009-10-27,-14.2857
2009-10-28,-50.0
2009-10-30,0.0
2009-11-02,0.0
2009-11-12,0.0
2009-11-13,50.0
2009-11-17,-42.2222
2009-11-24,-19.2308
2009-11-30,114.2857
2009-12-08,0.0
2009-12-10,-53.3333
2009-12-11,4.7619
2009-12-22,0.0
2009-12-23,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-07,0.0
2010-01-19,127.2727
2010-02-22,0.0
2010-03-16,-40.0
2010-04-05,0.0
2010-04-20,0.0
2010-04-27,1600.0
2010-04-28,-86.2745
2010-04-30,0.0
2010-05-10,0.0
2010-06-09,0.0
2010-06-14,0.0
2010-07-06,0.0
2010-08-02,0.0
2010-09-16,-42.8571
2010-09-20,-12.5
2010-10-06,0.0
2010-10-22,0.0
2010-10-26,0.0
2010-10-28,0.0
2010-11-08,0.0
2010-11-19,0.0
2010-11-22,-28.5714
2010-11-23,-8.0
2010-11-24,-13.0435
2010-12-10,0.0
2010-12-15,-35.0
2010-12-21,0.0
2010-12-30,-15.3846
2010-12-31,0.0
2011-03-18,9.0909
2011-04-21,1.0417
2011-06-17,0.0
2011-08-15,-1.0309
2011-08-26,-16.6667
2011-09-20,0.0
2011-09-22,0.0
2011-11-09,0.0
2011-11-10,50.0
2011-12-28,-33.3333
2012-01-19,0.0
2012-01-23,0.0
2012-05-02,50.0
2012-05-15,-33.3333
2012-05-29,0.0
2012-06-01,0.0
2012-07-13,0.0
2012-07-16,-90.0
2012-07-17,18.75
2012-08-30,-68.4211
2012-10-05,33.3333
2012-10-08,4900.0
2012-10-31,-98.0
2012-11-13,25.0
2012-11-19,0.0
2012-12-05,0.0
2012-12-14,0.0
2012-12-18,-20.0
2012-12-21,37.5
2012-12-27,0.0
2012-12-28,0.0
2013-02-14,1500.0
2013-03-07,0.0
2013-04-01,0.0
2013-04-11,0.0
2013-04-17,0.0
2013-05-16,-27.2727
2013-06-18,837.5
2013-06-19,-53.3333
2013-06-26,71.4286
2013-07-12,-41.6667
2013-07-17,0.0
2013-07-24,0.0
2013-07-29,0.0
2013-07-31,0.0
2013-08-13,-14.2857
2013-08-14,0.0
2013-08-15,0.0
2013-09-05,-16.6667
2013-09-13,0.0
2013-09-16,0.0
2013-09-19,60.0
2013-10-09,-37.5
2013-10-18,0.0
2013-10-31,0.0
2013-11-15,0.0
2013-11-18,0.0
2013-11-20,0.0
2013-12-03,-20.0
2013-12-17,-75.0
2014-01-10,80.0
2014-01-23,94.4444
2014-01-27,17.1429
2014-01-29,0.0
2014-02-06,0.0
2014-02-10,-34.1463
2014-06-11,11.1111
2014-07-29,33.3333
2014-08-05,0.0
2014-11-26,1.0
2014-12-30,23.7624
2015-04-30,0.4
2015-06-16,0.0
2015-07-08,19.5219
2015-07-09,6.6667
2015-08-27,-14.0625
2015-09-17,0.0
2015-09-21,0.0
2015-09-23,0.0
2015-11-10,-20.0
2016-04-04,36.3636
2016-04-06,0.0
2016-04-07,0.0
2016-05-13,0.0
2016-05-26,0.0
2016-06-17,0.0
2016-09-22,10.0
2016-12-06,6.6667
2017-01-27,-0.2841
2017-04-11,-43.0199
2017-07-28,50.0
2017-08-02,0.0
2017-08-03,0.0
2017-10-13,0.0
2017-12-29,13.6667
2018-04-27,-12.0235
2018-05-23,0.0
2018-07-30,10.3333
2018-09-11,36.2538
2018-10-16,-11.3082
2018-10-31,0.0
2018-11-06,0.0
2018-11-15,0.0
2019-01-09,7.5
2019-01-18,-6.7442
2019-02-05,7.2318999999999996
2019-03-04,16.2791
2019-04-04,-9.8
2019-05-13,0.0
2019-05-14,0.0
2019-05-16,0.0
2019-07-09,-9.0909
2019-12-26,0.0
