ticker,NXSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-06,-1.1628
2006-06-08,0.0
2006-06-12,1.1764999999999999
2006-06-13,0.0
2006-06-14,0.0
2006-06-15,0.0
2006-06-20,4.4186
2006-06-21,0.2227
2006-06-22,-11.1111
2006-07-06,-0.25
2006-07-11,0.0
2006-07-14,12.782
2006-07-18,-15.5556
2006-07-19,5.2632
2006-07-25,-37.5
2006-07-26,2.0
2006-07-27,-1.9607999999999999
2006-07-31,4.0
2006-08-01,5.7692
2006-08-10,0.0
2006-08-15,1.8182
2006-08-16,0.0
2006-08-18,-19.6429
2006-08-21,11.1111
2006-08-24,10.0
2006-08-29,-10.9091
2006-08-31,0.0
2006-09-08,6.1224
2006-09-11,0.0
2006-09-12,-7.6923
2006-09-13,0.0
2006-09-14,6.25
2006-09-15,1.9607999999999999
2006-09-18,-1.9231
2006-09-19,-31.3725
2006-09-20,-5.7143
2006-09-21,12.1212
2006-09-22,-8.1081
2006-09-25,8.8235
2006-09-26,2.7027
2006-09-27,10.0
2006-09-28,2.8708
2006-09-29,-25.5814
2006-10-02,6.25
2006-10-03,30.5882
2006-10-04,-4.0541
2006-10-05,-3.7559
2006-10-06,-2.439
2006-10-09,-1.0
2006-10-10,-4.0404
2006-10-11,-18.4211
2006-10-12,0.0
2006-10-13,-6.4516
2006-10-16,24.1379
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,13.8889
2006-10-20,-7.3171
2006-10-23,1.0526
2006-10-24,0.0
2006-10-25,-11.4583
2006-10-26,8.8235
2006-10-27,-1.6216
2006-10-30,-1.0989
2006-10-31,-16.6667
2006-11-01,-13.3333
2006-11-02,0.0
2006-11-03,15.3846
2006-11-06,0.0
2006-11-08,-3.3333
2006-11-10,0.6897
2006-11-13,-10.9589
2006-11-15,30.7692
2006-11-16,-23.5294
2006-11-17,0.0
2006-11-20,-0.7692
2006-11-21,20.155
2006-11-22,9.6774
2006-11-24,-0.5882
2006-11-28,-31.9527
2006-11-29,4.3478
2006-11-30,-8.3333
2006-12-01,30.9091
2006-12-05,-20.1389
2006-12-06,24.3478
2006-12-07,-5.5944
2006-12-08,-14.8148
2006-12-11,0.0
2006-12-12,17.3913
2006-12-13,0.0
2006-12-14,-0.7407
2006-12-19,-2.9851
2006-12-22,23.0769
2006-12-26,0.0
2007-01-04,-9.375
2007-01-09,-3.4483
2007-01-11,-27.8571
2007-01-12,1.9802
2007-01-16,6.7961
2007-01-19,22.7273
2007-01-23,25.9259
