ticker,PRVB US Equity
2018-12-12,4.5098
2018-12-13,-11.0694
2018-12-14,0.4219
2018-12-17,2.521
2018-12-18,-5.7377
2018-12-19,-8.6957
2018-12-20,-7.619
2018-12-21,-9.2784
2018-12-24,10.2273
2018-12-26,-9.2784
2018-12-27,5.1136
2018-12-28,-6.4865
2018-12-31,2.3121
2019-01-02,11.2994
2019-01-03,2.533
2019-01-04,1.4902
2019-01-07,10.7317
2019-01-08,-7.489
2019-01-09,4.7619
2019-01-10,0.0
2019-01-11,7.7273
2019-01-14,-4.6414
2019-01-15,-3.9823
2019-01-16,7.8341
2019-01-17,-5.1282
2019-01-18,11.2613
2019-01-22,-3.2389
2019-01-23,-2.9289
2019-01-24,-0.8621
2019-01-25,8.6957
2019-01-28,2.0
2019-01-29,-6.6667
2019-01-30,-3.8866
2019-01-31,11.4754
2019-02-01,-3.5294
2019-02-04,3.6585
2019-02-05,-1.9607999999999999
2019-02-06,-4.0
2019-02-07,-2.4958
2019-02-08,1.2777
2019-02-11,-3.3755
2019-02-12,-1.7467000000000001
2019-02-13,5.3333
2019-02-14,-6.3291
2019-02-15,-0.9009
2019-02-19,8.6364
2019-02-20,-5.4393
2019-02-21,7.5221
2019-02-22,-0.4403
2019-02-25,6.2291
2019-02-26,-5.8366
2019-02-27,3.3058
2019-02-28,2.0
2019-03-01,-3.9215999999999998
2019-03-04,2.0408
2019-03-05,0.0
2019-03-06,-4.8
2019-03-07,0.0
2019-03-08,2.521
2019-03-11,-4.0984
2019-03-12,-2.9915000000000003
2019-03-13,3.0837
2019-03-14,-2.5641
2019-03-15,4.8246
2019-03-18,0.4184
2019-03-19,-0.8333
2019-03-20,1.6806999999999999
2019-03-21,-1.6529
2019-03-22,0.1807
2019-03-25,-3.5356
2019-03-26,0.0
2019-03-27,2.6087
2019-03-28,-4.2373
2019-03-29,1.7699
2019-04-01,1.3043
2019-04-02,2.1459
2019-04-03,-3.3613
2019-04-04,3.0435
2019-04-05,1.2658
2019-04-08,2.0833
2019-04-09,15.9469
2019-04-10,-2.4888
2019-04-11,-0.361
2019-04-12,-0.3623
2019-04-15,2.9091
2019-04-16,2.4735
2019-04-17,8.6207
2019-04-18,-0.1587
2019-04-22,-0.7949
2019-04-23,7.3718
2019-04-24,0.2985
2019-04-25,1.9344999999999999
2019-04-26,9.4891
2019-04-29,8.0
2019-04-30,-4.9383
2019-05-01,0.0
2019-05-02,-1.2987
2019-05-03,4.7368
2019-05-06,-0.5025
2019-05-07,1.5152
2019-05-08,1.4925
2019-05-09,-27.451
2019-05-10,8.7838
2019-05-13,-2.1739
2019-05-14,3.1746
2019-05-15,8.3077
2019-05-16,0.8523
2019-05-17,9.8592
2019-05-20,-2.5641
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,-1.0526
2019-05-24,1.0638
2019-05-28,4.7368
2019-05-29,0.5025
2019-05-30,12.5
2019-05-31,-2.4444
2019-06-03,-3.1891
2019-06-04,0.9412
2019-06-05,-1.8648
2019-06-06,-4.7506
2019-06-07,8.4788
2019-06-10,217.0115
2019-06-11,-12.6178
2019-06-12,-1.6598000000000002
2019-06-13,-5.4008
2019-06-14,4.5495
2019-06-17,-3.0717
2019-06-18,-4.9296
2019-06-19,1.9444
2019-06-20,-0.4541
2019-06-21,11.9526
2019-06-24,2.2005
2019-06-25,-3.0303
2019-06-26,-6.4967
2019-06-27,-0.7916
2019-06-28,7.2695
2019-07-01,3.8017
2019-07-02,-2.3885
2019-07-03,-4.5677
2019-07-05,-4.4444
2019-07-08,2.1467
2019-07-09,-0.1751
2019-07-10,-0.9649
2019-07-11,-0.1771
2019-07-12,6.4774
2019-07-15,6.75
2019-07-16,1.4832
2019-07-17,-7.2308
2019-07-18,-4.5605
2019-07-19,3.3884
2019-07-22,-4.6218
2019-07-23,-0.9692
2019-07-24,0.0
2019-07-25,-1.1566
2019-07-26,-1.6202
2019-07-29,-4.9405
2019-07-30,-3.8499
2019-07-31,5.7057
2019-08-01,-4.8295
2019-08-02,5.9701
2019-08-05,-6.7606
2019-08-06,-10.2719
2019-08-07,3.367
2019-08-08,-2.9316
2019-08-09,7.6063
2019-08-12,0.5198
2019-08-13,1.3444
2019-08-14,-8.0612
2019-08-15,3.3296
2019-08-16,-0.8593
2019-08-19,5.0921
2019-08-20,-4.6392
2019-08-21,12.973
2019-08-22,-2.2967
2019-08-23,-1.4691
2019-08-26,-1.0934
2019-08-27,-1.005
2019-08-28,-3.0457
2019-08-29,-2.5131
2019-08-30,-0.7519
2019-09-03,0.0
2019-09-04,0.6494
2019-09-05,7.0968
2019-09-06,3.9157
2019-09-09,-2.2222
2019-09-10,-6.8182
2019-09-11,4.4539
2019-09-12,2.6395999999999997
2019-09-13,0.1978
2019-09-16,-6.614
2019-09-17,-1.0571
2019-09-18,3.2051
2019-09-19,-14.1822
2019-09-20,1.3269
2019-09-23,1.9048
2019-09-24,-3.6215
2019-09-25,1.5758
2019-09-26,-0.5967
2019-09-27,-2.521
2019-09-30,-15.9483
2019-10-01,0.2198
2019-10-02,-0.2193
2019-10-03,6.8132
2019-10-04,-2.8807
2019-10-07,-0.7062
2019-10-08,-4.6942
2019-10-09,-10.597
2019-10-10,-1.3356
2019-10-11,2.3689
2019-10-14,-3.1405
2019-10-15,3.0717
2019-10-16,-3.3113
2019-10-17,3.0822
2019-10-18,8.3056
2019-10-21,-6.9018
2019-10-22,-0.8237
2019-10-23,2.6578
2019-10-24,4.8544
2019-10-25,4.1667
2019-10-28,1.3333
2019-10-29,-1.462
2019-10-30,0.5935
2019-10-31,-4.2773
2019-11-01,5.0847
2019-11-04,1.6129
2019-11-05,-0.8658
2019-11-06,20.6696
2019-11-07,-3.4981999999999998
2019-11-08,4.125
2019-11-11,-0.9604
2019-11-12,3.0303
2019-11-13,-2.4706
2019-11-14,-9.5296
2019-11-15,7.6
2019-11-18,-2.3544
2019-11-19,4.3147
2019-11-20,9.9757
2019-11-21,-3.208
2019-11-22,11.2
2019-11-25,0.7194
2019-11-26,5.102
2019-11-27,-2.9126
2019-11-29,-0.4
2019-12-02,3.1124
2019-12-03,-0.6816
2019-12-04,4.7059
2019-12-05,5.5243
2019-12-06,-1.7746
2019-12-09,0.6323
2019-12-10,4.5781
2019-12-11,-2.9185
2019-12-12,-0.9726
2019-12-13,4.7321
2019-12-16,-1.2788
2019-12-17,3.3679
2019-12-18,-5.5138
2019-12-19,0.5305
2019-12-20,0.3518
2019-12-23,5.9597
2019-12-24,16.3772
2019-12-26,4.1933
2019-12-27,-1.9100000000000001
2019-12-30,-1.5994000000000002
2019-12-31,5.3004
2020-01-02,-2.6174
2020-01-03,8.2012
2020-01-06,-5.0955
2020-01-07,0.4698
2020-01-08,-1.9372
2020-01-09,0.8174
2020-01-10,5.6081
2020-01-13,1.0877
2020-01-14,0.443
2020-01-15,-3.0876
2020-01-16,5.2016
2020-01-17,4.0791
2020-01-21,5.4038
2020-01-22,-2.3099
2020-01-23,-4.729
2020-01-24,-3.3898
2020-01-27,0.4386
2020-01-28,3.3687
2020-01-29,-1.026
2020-01-30,-3.4756
2020-01-31,-5.4327
2020-02-03,1.336
2020-02-04,-1.1865999999999999
2020-02-05,1.3342
2020-02-06,-1.6458
2020-02-07,-1.4056
2020-02-10,4.7522
2020-02-11,0.8425
2020-02-12,-1.0283
2020-02-13,-2.2727
2020-02-14,0.6645
2020-02-18,0.132
2020-02-19,1.5162
2020-02-20,0.1299
2020-02-21,-2.7237
2020-02-24,-12.8
2020-02-25,-4.6636
2020-02-26,3.4483
2020-02-27,-4.186
2020-02-28,-3.0744
2020-03-02,2.1703
2020-03-03,-10.1307
2020-03-04,9.9091
2020-03-05,-0.2481
2020-03-06,-3.1509
2020-03-09,-14.5548
2020-03-10,2.1042
2020-03-11,-11.58
2020-03-12,-20.5327
2020-03-13,10.8939
2020-03-16,-15.869
2020-03-17,1.3473
2020-03-18,-19.9409
2020-03-19,15.3137
2020-03-20,6.08
2020-03-23,3.7707
2020-03-24,6.25
2020-03-25,-2.1888
2020-03-26,17.4825
2020-03-27,-0.5952
2020-03-30,3.5928
2020-03-31,6.3584
2020-04-01,-14.0217
2020-04-02,1.2642
2020-04-03,-2.4969
2020-04-06,8.3227
2020-04-07,-0.8274
2020-04-08,3.0989
2020-04-09,1.9653
2020-04-13,11.3379
2020-04-14,8.4521
2020-04-15,-7.5117
2020-04-16,2.9442
2020-04-17,16.8639
2020-04-20,-3.5443
2020-04-21,-2.8871
2020-04-22,-2.7927999999999997
2020-04-23,3.1511
2020-04-24,8.5355
2020-04-27,-2.9801
2020-04-28,-1.2799
2020-04-29,-2.0743
2020-04-30,0.9709
2020-05-01,-6.2937
2020-05-04,0.0
2020-05-05,8.6754
2020-05-06,1.03
2020-05-07,2.124
2020-05-08,14.5591
2020-05-11,3.9215999999999998
2020-05-12,-5.4507
2020-05-13,-6.3562
2020-05-14,1.4207
2020-05-15,3.2685
2020-05-18,4.5215
2020-05-19,-5.119
2020-05-20,0.9119
2020-05-21,0.9789
2020-05-22,-0.8203
2020-05-26,1.2782
2020-05-27,-3.3407999999999998
2020-05-28,2.9954
2020-05-29,1.4914
2020-06-01,1.3226
2020-06-02,8.7745
2020-06-03,-3.4667
2020-06-04,2.1064
2020-06-05,-17.5516
2020-06-08,8.6136
2020-06-09,-0.9063
2020-06-10,9.9848
2020-06-11,-7.623
2020-06-12,7.6519
2020-06-15,8.5714
2020-06-16,5.4557
2020-06-17,-6.7559000000000005
2020-06-18,4.1775
2020-06-19,6.5163
2020-06-22,-5.9118
2020-06-23,-0.0938
2020-06-24,-5.1314
2020-06-25,2.7704
2020-06-26,-6.8678
2020-06-29,-1.4473
2020-06-30,-1.3287
2020-07-01,-1.9135
2020-07-02,3.2514
2020-07-06,-5.1085
2020-07-07,4.1298
2020-07-08,3.966
2020-07-09,-5.3815
2020-07-10,-5.1836
2020-07-13,-7.3652
2020-07-14,-0.082
2020-07-15,3.5275
2020-07-16,-1.5055
2020-07-17,-1.8504
2020-07-20,-0.9016
2020-07-21,-0.579
2020-07-22,-3.3278
2020-07-23,-4.6472
2020-07-24,-1.6245
2020-07-27,1.8349
2020-07-28,-3.8739
2020-07-29,-3.0928
2020-07-30,2.4178
2020-07-31,-1.8885999999999998
