ticker,PRVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-24,20.25
2018-07-25,-8.316
2018-07-26,0.907
2018-07-27,-2.2472
2018-07-30,-8.046
2018-07-31,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,-12.5
2018-08-07,1.4285999999999999
2018-08-08,-4.2254
2018-08-09,1.4706000000000001
2018-08-10,1.4493
2018-08-13,5.7143
2018-08-14,5.4054
2018-08-15,0.2564
2018-08-16,-0.2558
2018-08-17,-1.7949000000000002
2018-08-20,1.5666
2018-08-21,-1.5424
2018-08-22,-0.7833
2018-08-23,0.5263
2018-08-24,0.7853
2018-08-27,-1.2987
2018-08-28,1.8420999999999998
2018-08-29,-0.7752
2018-08-30,0.2604
2018-08-31,0.0
2018-09-04,0.2597
2018-09-05,0.5181
2018-09-06,-1.5464
2018-09-07,2.8796
2018-09-10,-3.0534
2018-09-11,4.9869
2018-09-12,-0.75
2018-09-13,3.7782999999999998
2018-09-14,-5.3398
2018-09-17,6.1538
2018-09-18,6.2802
2018-09-19,-3.6364
2018-09-20,-1.6509
2018-09-21,3.3573
2018-09-24,-3.0162
2018-09-25,-5.7416
2018-09-26,1.5228000000000002
2018-09-27,0.25
2018-09-28,0.0
2018-10-01,-0.2494
2018-10-02,0.0
2018-10-03,-2.0
2018-10-04,-1.0204
2018-10-05,-2.3196
2018-10-08,-10.2902
2018-10-09,-2.9412000000000003
2018-10-10,0.0
2018-10-11,-4.5455
2018-10-12,9.2063
2018-10-15,4.3605
2018-10-16,5.0139
2018-10-17,-6.7931
2018-10-18,-3.8106
2018-10-19,-0.8077
2018-10-22,-8.1337
2018-10-23,-5.1948
2018-10-24,8.2192
2018-10-25,-8.2278
2018-10-26,2.7586
2018-10-29,5.3690999999999995
2018-10-30,-1.5924
2018-10-31,-1.2945
2018-11-01,3.2787
2018-11-02,2.5397
2018-11-05,13.0031
2018-11-06,-4.6575
2018-11-07,-2.2989
2018-11-08,-6.4706
2018-11-09,-0.6289
2018-11-12,-10.7595
2018-11-13,7.0922
2018-11-14,-3.9735
2018-11-15,1.3793
2018-11-16,-6.1224
2018-11-19,4.3478
2018-11-20,-4.8611
2018-11-21,-1.8248
2018-11-23,-5.948
2018-11-26,0.3953
2018-11-27,-2.878
2018-11-28,0.531
2018-11-29,0.0
2018-11-30,-6.8548
2018-12-03,16.8831
2018-12-04,-4.8148
2018-12-06,-6.2257
2018-12-07,-8.2988
2018-12-10,17.1946
2018-12-11,-1.5444
