ticker,DKMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-28,0.0
2011-12-13,140.0
2012-03-22,0.0
2012-05-03,25.0
2012-05-04,0.0
2012-06-08,0.0
2012-07-20,-26.6667
2012-08-03,0.0
2012-09-05,-7.2727
2012-09-28,-21.5686
2012-11-09,-25.0
2012-11-12,0.0
2013-03-26,-16.6667
2013-05-28,0.0
2013-06-14,-20.0
2014-03-28,0.0
2014-08-07,25.0
2014-09-30,8.0
2014-11-18,-7.4074
2016-01-21,8.0
2016-03-17,-7.4074
2017-02-16,120.0
2017-02-22,-18.1818
2017-02-24,100.0
2017-03-17,-27.7778
2017-03-21,-7.6923
2017-04-10,0.0
2017-06-13,16.6667
2017-07-11,42.8571
2017-07-24,-45.0
2017-08-03,-27.2727
2017-08-25,-12.5
2017-08-29,157.1429
2017-10-27,-72.2222
2017-11-28,-86.0
2019-03-22,71.4286
2019-08-28,566.6667
2019-08-29,-25.0
2019-08-30,50.0
2019-09-03,62.2222
2019-09-04,-46.9726
2019-09-05,-28.9589
2019-09-06,-44.7273
2019-09-09,-1.3158
2019-09-10,-11.5333
2019-09-11,35.6443
2019-09-13,44.3889
2019-09-25,-46.1331
2019-09-26,20.8214
2019-09-27,18.2383
2019-09-30,-29.5
2019-10-03,-1.4184
2019-10-04,-1.4388
2019-10-08,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-17,0.0
2019-10-31,0.0
2019-11-01,0.073
2019-11-04,-0.0729
2019-11-12,0.0
2019-11-15,0.0
2019-12-19,0.0
2019-12-27,24.0876
2019-12-30,0.0
2019-12-31,-3.8824
2020-01-08,-12.1175
2020-01-10,143.7326
2020-01-13,-40.0
2020-01-14,-13.8095
2020-01-15,3.5911999999999997
2020-01-16,17.3333
2020-01-17,-9.1364
2020-01-21,5.0525
2020-01-22,19.0476
2020-01-23,216.0
2020-01-24,-5.0633
2020-01-27,0.0
2020-01-28,18.6667
2020-01-29,-13.4831
2020-01-31,-2.5974
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,1.3333
2020-02-11,5.2632
2020-02-12,-1.25
2020-02-13,-11.3924
2020-02-14,-7.1429
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,6.1538
2020-02-21,3.6231999999999998
2020-02-24,4.8951
2020-02-25,-6.6667
2020-02-27,-2.8571
2020-03-03,10.2941
2020-03-05,2.6667
2020-03-06,-1.9481000000000002
2020-03-09,-0.6623
2020-03-10,-6.6667
2020-03-11,-7.5
2020-03-12,23.5521
2020-03-17,1.25
2020-03-19,-23.3827
2020-03-20,-0.0967
2020-04-07,1.6129
2020-04-09,-1.5873
2020-04-13,2.4194
2020-04-15,2.3622
2020-04-16,0.3269
2020-04-20,-3.3928
2020-04-22,3.5714
2020-04-23,1.1494
2020-04-24,7.5758
2020-04-27,5.6338
2020-04-29,-2.6667
2020-04-30,-4.1096
2020-05-01,0.0
2020-05-04,11.4286
2020-05-05,-17.9487
2020-05-06,10.9375
2020-05-07,4.2254
2020-05-08,8.1081
2020-05-11,0.0
2020-05-12,-19.25
2020-05-13,25.387
2020-05-14,11.7284
2020-05-15,10.4972
2020-05-18,10.0
2020-05-19,9.681799999999999
2020-05-20,11.0651
2020-05-21,-5.2239
2020-05-22,11.811
2020-05-26,7.0423
2020-05-27,3.2895
2020-05-28,-3.8217
2020-05-29,8.6093
2020-06-01,9.1463
2020-06-02,7.2626
2020-06-03,6.7708
2020-06-04,8.2927
2020-06-05,8.5586
2020-06-08,12.8589
2020-06-09,1.842
2020-06-10,-15.5235
2020-06-11,-57.0513
2020-06-12,18.408
2020-06-15,6.7227
2020-06-16,35.0394
2020-06-17,-13.1195
2020-06-18,7.3826
2020-06-19,-3.75
2020-06-22,-7.7922
2020-06-23,-2.1127
2020-06-24,0.0
2020-06-25,-17.2662
2020-06-26,-9.5652
2020-06-29,9.6154
2020-06-30,-11.4035
2020-07-01,-14.8515
2020-07-02,-18.7209
2020-07-06,15.8798
2020-07-07,-11.1111
2020-07-08,-8.3472
2020-07-09,-6.0615
2020-07-10,-16.1155
2020-07-13,-32.9808
2020-07-14,11.9082
2020-07-15,35.8974
2020-07-16,3.7736
2020-07-17,-7.2727
2020-07-20,-22.352899999999998
2020-07-21,8.5859
2020-07-22,13.3721
2020-07-23,8.7179
2020-07-24,28.283
2020-07-27,22.0768
2020-07-28,-13.1325
2020-07-29,-15.3953
2020-07-30,-4.918
2020-07-31,-1.6379000000000001
