ticker,SING US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-06,100.0
2009-05-12,410.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-15,7.8431
2009-05-18,18.1818
2009-05-19,-21.5385
2009-05-20,25.2941
2009-05-22,-0.1565
2009-05-26,-29.4671
2009-05-28,41.5556
2009-06-01,-18.5243
2009-06-12,-38.343
2009-06-15,56.25
2009-06-16,-0.2
2009-06-22,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-06,-63.9279
2009-07-07,172.2222
2009-07-08,-59.1837
2009-07-09,15.0
2009-07-10,-9.1304
2009-07-13,-4.3062000000000005
2009-07-14,-50.0
2009-07-15,-30.0
2009-07-16,-14.2857
2009-07-17,-11.6667
2009-07-20,32.0755
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,28.5714
2009-07-24,61.1111
2009-07-29,-37.931
2009-08-05,0.0
2009-08-07,-11.1111
2009-08-10,12.5
2009-08-11,0.0
2009-08-12,-22.2222
2009-08-14,0.0
2009-08-17,14.2857
2009-08-20,-2.5
2009-08-21,-10.2564
2009-08-25,0.0
2009-09-09,14.2857
2009-09-10,212.5
2009-09-11,0.0
2009-09-15,96.0
2009-09-16,-63.2653
2009-09-17,-38.8889
2009-09-18,0.0
2009-09-21,0.0
2009-09-22,54.5455
2009-09-23,0.0
2009-09-24,-29.4118
2009-09-25,16.6667
2009-09-28,21.4286
2009-09-30,29.4118
2009-10-01,-4.5455
2009-10-02,0.0
2009-10-06,-33.3333
2009-10-09,-21.4286
2009-10-13,81.8182
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-21,-10.0
2009-10-23,-5.5556
2009-10-27,-64.7059
2009-10-28,16.6667
2009-10-30,42.8571
2009-11-02,0.0
2009-11-04,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-17,-30.0
2009-11-18,-14.2857
2009-11-19,46.6667
2009-11-20,-21.5909
2009-11-23,-47.8261
2009-11-25,11.1111
2009-11-30,25.0
2009-12-01,20.0
2009-12-03,33.3333
2009-12-04,-50.0
2009-12-07,25.0
2009-12-08,20.0
2009-12-11,66.6667
2009-12-14,0.0
2009-12-15,-40.0
2009-12-16,0.0
2009-12-17,-16.6667
2009-12-18,20.0
2009-12-21,0.0
2009-12-22,50.0
2009-12-28,-44.4444
2009-12-29,0.0
2009-12-30,0.0
2010-01-05,100.0
2010-01-07,-30.0
2010-01-08,41.4286
2010-01-12,-29.2929
2010-01-13,0.0
