ticker,BVH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,10.4167
2000-01-05,-11.3208
2000-01-07,12.766
2000-01-11,-7.5472
2000-01-12,-2.0408
2000-01-14,2.0833
2000-01-26,8.1633
2000-01-27,1.8868
2000-02-02,-7.4074
2000-02-04,0.0
2000-02-07,0.0
2000-02-09,0.0
2000-02-14,2.0
2000-02-24,19.6078
2000-02-29,-1.6393
2000-03-08,-6.6667
2000-03-15,0.0
2000-03-17,0.0
2000-03-20,0.0
2000-03-22,-7.1429
2000-03-23,0.0
2000-03-27,-3.8462
2000-03-29,4.0
2000-04-04,-3.8462
2000-04-10,-4.0
2000-04-14,0.0
2000-04-18,-4.1667
2000-04-19,4.3478
2000-04-25,2.0833
2000-05-11,-2.0408
2000-05-15,10.4167
2000-05-16,-5.6604
2000-05-18,20.0
2000-05-19,-23.3333
2000-05-31,0.0
2000-06-06,2.1739
2000-06-15,2.1277
2000-06-21,4.1667
2000-07-10,-4.0
2000-07-18,-4.1667
2000-07-28,0.0
2000-07-31,0.0
2000-08-01,4.3478
2000-08-09,0.0
2000-08-11,-8.3333
2000-08-16,11.3636
2000-08-18,10.2041
2000-08-21,-9.2593
2000-08-28,0.0
2000-09-06,2.0408
2000-09-07,-8.0
2000-09-26,0.0
2000-09-29,-8.6957
2000-10-02,0.0
2000-10-03,-4.7619
2000-10-04,5.0
2000-10-05,-7.1429
2000-10-06,-1.0462
2000-10-10,19.1957
2000-10-13,-9.7826
2000-10-17,0.0
2000-10-18,0.0
2000-10-19,-2.4096
2000-10-20,3.7037
2000-10-23,0.0
2000-10-27,-3.5714
2000-10-30,0.0
2000-10-31,18.5185
2000-11-08,0.0
2000-11-13,0.0
2000-11-17,4.1667
2000-11-21,-8.0
2000-11-27,-11.9565
2000-11-28,-6.1728
2000-11-29,-2.6316
2000-11-30,8.1081
2000-12-01,0.0
2000-12-04,-5.0
2000-12-05,-2.6316
2000-12-06,-13.5135
2000-12-07,1.5625
2000-12-15,29.2308
2000-12-18,-14.2857
2000-12-19,-2.7778
2000-12-20,0.0
2000-12-21,2.8571
2000-12-26,0.0
2000-12-27,-5.5556
2000-12-28,5.8824
2000-12-29,0.0
2001-01-02,0.0
2001-01-03,0.0
2001-01-04,-2.7778
2001-01-08,-2.8571
2001-01-09,-2.9412000000000003
2001-01-10,4.5455
2001-01-12,0.0
2001-01-16,39.1304
2001-01-17,13.5417
2001-01-19,-4.5872
2001-01-24,21.1538
2001-01-25,-4.7619
