ticker,BLSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-17,20.1333
2010-03-18,5.4384
2010-03-19,1.0526
2010-03-22,6.25
2010-03-23,4.902
2010-03-24,16.822400000000002
2010-03-25,-1.6
2010-03-26,-5.6911000000000005
2010-03-29,-5.1724
2010-03-30,7.2727
2010-03-31,-5.0847
2010-04-01,-10.7143
2010-04-05,5.0
2010-04-06,-5.7143
2010-04-07,1.0101
2010-04-08,-5.0
2010-04-09,-2.1053
2010-04-12,-8.6022
2010-04-13,5.8824
2010-04-14,4.4444
2010-04-15,-14.4681
2010-04-16,-0.3731
2010-04-19,5.9925
2010-04-20,-1.0601
2010-04-21,-9.5238
2010-04-22,2.6316
2010-04-23,-21.7949
2010-04-26,36.0656
2010-04-27,-3.6145
2010-04-28,0.0
2010-04-29,37.5
2010-04-30,-5.4545
2010-05-03,5.7692
2010-05-04,2.7273
2010-05-05,1.7699
2010-05-06,-3.4783
2010-05-07,1.8018
2010-05-10,-10.177
2010-05-11,-1.4778
2010-05-12,4.0
2010-05-13,-3.8462
2010-05-14,2.0
2010-05-17,-11.7647
2010-05-18,-21.1111
2010-05-19,12.6761
2010-05-20,-10.0
2010-05-21,0.0
2010-05-24,-2.7778
2010-05-25,-11.4286
2010-05-26,19.3548
2010-05-27,8.1081
2010-05-28,-8.75
2010-06-01,9.589
2010-06-02,-1.25
2010-06-03,-1.2658
2010-06-04,-2.5641
2010-06-07,-21.0526
2010-06-08,13.3333
2010-06-09,-16.1765
2010-06-10,-12.2807
2010-06-11,-4.0
2010-06-14,-41.6667
2010-06-15,60.7143
2010-06-16,0.0
2010-06-17,-2.2222
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,2.2727
2010-06-24,-2.2222
2010-06-25,2.2727
2010-06-28,-22.2222
2010-06-29,8.5714
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,-10.526299999999999
2010-07-06,17.647100000000002
2010-07-07,-12.5
2010-07-08,-14.2857
2010-07-09,-1.6667
2010-07-12,-6.7797
2010-07-13,7.2727
2010-07-14,1.6949
2010-07-15,-10.0
2010-07-16,-7.4074
2010-07-19,20.0
2010-07-20,28.3333
2010-07-22,-15.5844
2010-07-23,-7.6923
2010-07-26,-3.3333
2010-07-27,0.0
2010-07-28,37.931
2010-07-29,25.0
2010-07-30,-18.0
2010-08-02,14.6341
2010-08-03,-6.383
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,2.2727
2010-08-09,-2.2222
