ticker,BEES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-01,16.822400000000002
2011-12-22,220.0
2011-12-30,37.5
2012-01-20,9.0909
2012-01-27,8.3333
2012-01-30,-7.6923
2012-01-31,8.3333
2012-02-06,-13.8462
2012-02-07,3.5714
2012-02-08,1.7241
2012-02-09,-1.6949
2012-02-10,5.1724
2012-02-13,-9.8361
2012-02-14,-4.7273
2012-02-15,-0.3817
2012-02-16,1.5326
2012-02-17,-1.8868
2012-02-21,0.0
2012-02-22,-9.2308
2012-02-23,-2.5423999999999998
2012-02-24,0.0
2012-02-27,0.0
2012-02-28,-4.3478
2012-02-29,24.5455
2012-03-01,-1.8248
2012-03-02,-5.2045
2012-03-05,0.0
2012-03-06,-3.9215999999999998
2012-03-07,0.0
2012-03-08,6.1224
2012-03-09,-9.6154
2012-03-12,0.0
2012-03-14,2.1277
2012-03-15,-50.0
2012-03-16,88.3333
2012-03-20,-11.5044
2012-03-21,0.0
2012-03-23,0.0
2012-03-26,5.0
2012-03-27,11.9048
2012-03-28,-2.1277
2012-03-29,0.0
2012-03-30,2.1739
2012-04-02,0.0
2012-04-03,-2.1277
2012-04-04,0.0
2012-04-05,-4.3478
2012-04-09,6.3636
2012-04-10,2.5641
2012-04-11,0.0
2012-04-12,-2.0833
2012-04-13,-4.2553
2012-04-16,4.4444
2012-04-17,-0.8511
2012-04-18,-5.1502
2012-04-19,3.6199
2012-04-20,0.4367
2012-04-23,0.0
2012-04-24,-3.0435
2012-04-25,-3.5874
2012-04-26,4.6512
2012-04-27,0.0
2012-04-30,1.3333
2012-05-01,-5.7018
2012-05-02,4.6512
2012-05-03,-2.2222
2012-05-04,-2.2727
2012-05-07,1.8605
2012-05-08,-3.1963
2012-05-09,-0.4717
2012-05-10,0.9479
2012-05-11,3.7559
2012-05-14,-4.0724
2012-05-15,1.8868
2012-05-16,2.3148
2012-05-17,-0.905
2012-05-18,-2.2831
2012-05-21,-5.6075
2012-05-22,4.4554
2012-05-23,0.0
2012-05-24,3.7915
2012-05-25,0.4566
2012-05-29,-4.0909
2012-05-30,-0.4739
2012-05-31,2.3810000000000002
2012-06-01,-2.3256
2012-06-04,-1.4285999999999999
2012-06-05,5.7971
2012-06-06,-3.653
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,2.8436
2012-06-13,-4.6083
2012-06-14,-0.9662
2012-06-15,9.7561
2012-06-19,-12.4444
2012-06-20,1.5228000000000002
2012-06-22,7.5
2012-06-29,6.5116
