ticker,XRAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.5291
2000-01-04,0.0
2000-01-05,1.7287
2000-01-06,0.1307
2000-01-07,-0.2611
2000-01-10,2.356
2000-01-11,0.0
2000-01-12,-2.1739
2000-01-13,4.3137
2000-01-14,-1.2530999999999999
2000-01-18,-2.0305
2000-01-19,-0.5181
2000-01-20,-2.8646000000000003
2000-01-21,2.4798999999999998
2000-01-24,2.0275
2000-01-25,-1.0256
2000-01-26,1.0363
2000-01-27,0.2564
2000-01-28,1.5345
2000-01-31,-0.2519
2000-02-01,1.0101
2000-02-02,3.25
2000-02-03,0.4843
2000-02-04,1.4458
2000-02-07,0.7126
2000-02-08,-0.2358
2000-02-09,-1.182
2000-02-10,-1.9139
2000-02-11,-0.9756
2000-02-14,-1.2315
2000-02-15,-0.7481
2000-02-16,2.0101
2000-02-17,-1.601
2000-02-18,0.1252
2000-02-22,1.0
2000-02-23,1.7327
2000-02-24,-1.9465
2000-02-25,1.2407
2000-02-28,-1.3479999999999999
2000-02-29,1.8634
2000-03-01,0.7317
2000-03-02,-0.7264
2000-03-03,0.9756
2000-03-06,-2.4154999999999998
2000-03-07,0.0
2000-03-08,-1.4851
2000-03-09,2.7638
2000-03-10,-0.978
2000-03-13,-1.358
2000-03-14,0.5006
2000-03-15,4.1096
2000-03-16,3.3493
2000-03-17,-1.1574
2000-03-20,3.2787
2000-03-21,1.3605
2000-03-22,-1.3423
2000-03-23,-1.1338
2000-03-24,-1.8349
2000-03-27,1.8692
2000-03-28,4.1284
2000-03-29,-2.8634
2000-03-30,-1.5909
2000-03-31,4.8499
2000-04-03,-3.5242
2000-04-04,0.2283
2000-04-05,0.2278
2000-04-06,0.3977
2000-04-07,0.7357
2000-04-10,-1.573
2000-04-11,0.2283
2000-04-12,3.4169
2000-04-13,-0.4405
2000-04-14,-4.4248
2000-04-17,1.8519
2000-04-18,2.7273
2000-04-19,-4.2035
2000-04-20,6.1201
2000-04-24,-2.5027
2000-04-25,4.2411
2000-04-26,-0.6424
2000-04-27,1.9397
2000-04-28,-1.6913
2000-05-01,-0.2151
2000-05-02,-0.6466
2000-05-03,-1.9523000000000001
2000-05-04,4.4801
2000-05-05,1.4293
2000-05-08,1.8789
2000-05-09,-0.2049
2000-05-10,-1.232
2000-05-11,1.4553
2000-05-12,-2.0492
2000-05-15,9.205
2000-05-16,-2.682
2000-05-17,0.1969
2000-05-18,-2.1611
2000-05-19,0.4016
2000-05-22,-4.0
