ticker,RDGA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-13,6.6667
2000-01-28,40.625
2000-01-31,-44.4444
2000-02-09,0.0
2000-02-18,0.0
2000-02-24,115.0
2000-02-28,0.0
2000-02-29,-21.860500000000002
2000-03-03,4.7619
2000-03-06,-4.5455
2000-03-08,0.0
2000-03-09,19.0476
2000-03-22,-15.0
2000-04-05,-29.4118
2000-05-24,8.3333
2000-06-13,38.4615
2000-06-21,0.0
2000-06-29,0.0
2000-07-21,33.3333
2000-07-24,0.0
2000-08-04,0.0
2000-08-15,-16.6667
2000-08-16,0.0
2000-08-23,0.08
2000-08-25,-0.0799
2000-09-05,-10.0
2000-09-07,0.0
2000-09-13,0.0
2000-09-18,11.1111
2000-09-19,0.0
2000-09-22,-5.0
2000-09-28,26.3158
2000-10-03,-16.6667
2000-10-17,0.0
2000-10-23,0.0
2000-12-06,-10.0
2000-12-12,0.0
2000-12-13,-11.1111
2000-12-28,0.0
2001-01-04,0.0
2001-01-10,0.0
2001-01-11,25.0
2001-02-12,10.0
2001-02-15,-9.0909
2001-03-09,0.0
2001-03-20,20.0
2001-03-21,0.0
2001-03-27,-16.6667
2001-03-30,0.8
2001-04-05,19.0476
2001-04-10,0.0
2001-04-19,33.3333
2001-04-20,-25.0
2001-04-23,0.0
2001-05-11,0.0
2001-05-22,0.0
2001-05-30,0.0
2001-06-06,16.6667
2001-06-07,0.0
2001-06-12,28.5714
2001-06-26,-13.3333
2001-07-05,-2.5641
2001-07-30,5.2632
2001-07-31,0.0
2001-08-02,5.0
2001-08-06,-4.7619
2001-08-17,0.0
2001-08-20,0.0
2001-08-24,0.0
2001-08-28,5.0
2001-09-26,-15.7143
2001-10-19,0.0
2001-10-24,0.0
2001-10-25,0.0
2001-10-31,2.8249
2001-12-07,18.1319
2001-12-12,-6.9767
2001-12-20,0.0
2002-02-13,2.5
2002-03-01,70.7317
2002-03-11,-28.5714
2002-03-22,-20.0
2002-04-19,27.5
2002-05-20,-1.9607999999999999
2002-06-12,0.0
2002-06-14,0.0
2002-06-17,0.0
2002-06-26,2.0
2002-07-26,-19.6078
2002-07-30,-26.8293
2002-08-01,0.0
2002-10-14,-16.6667
2002-11-08,20.0
2002-11-19,0.0
2002-11-21,11.3333
2002-11-22,-10.1796
2002-12-19,33.3333
2003-08-22,-58.5
2003-08-25,13.253
2003-09-11,-20.2128
2003-10-02,0.0
2003-10-22,0.0
2003-11-13,0.0
2003-11-25,0.0
2003-12-04,0.0
2003-12-12,-30.6667
2004-01-30,63.4615
2004-02-02,0.0
2004-02-06,0.0
2004-04-20,35.2941
2004-05-20,30.4348
2004-05-25,0.0
2004-05-28,33.3333
2004-06-21,-22.5
2004-06-25,29.0323
2004-07-09,-12.5
2004-07-23,-14.2857
2004-12-31,-30.0
2005-01-05,0.0
2005-01-14,0.0
2005-03-08,0.0
2005-04-18,0.0
2005-05-03,0.0
2005-05-23,0.0
2005-07-28,0.0
2005-09-30,0.0
2005-10-18,0.0
2005-10-25,0.0
2005-11-25,0.0
2005-12-01,61.9048
2005-12-02,23.5294
2005-12-06,42.8571
2005-12-19,-41.6667
2005-12-21,0.0
2006-01-05,0.0
2006-03-31,71.4286
2006-06-14,16.6667
2006-06-22,0.0
2006-10-13,14.2857
2006-11-06,-25.0
2006-11-27,0.0
2007-05-25,-50.0
2007-07-26,0.0
2007-07-30,0.0
2007-08-17,16.6667
2007-09-05,-14.2857
2007-09-06,0.0
2007-10-05,0.0
2007-11-27,46.6667
2007-11-28,-20.4545
2007-11-29,0.0
2007-12-04,0.0
2008-01-11,0.0
2008-01-28,0.0
2008-01-31,14.2857
2008-02-15,-12.5
2008-02-19,0.0
2008-02-21,-14.2857
2008-05-21,0.0
2008-08-05,0.0
2008-09-19,0.0
2008-11-19,0.0
2009-02-17,0.0
2009-03-18,0.0
2009-05-26,33.3333
2009-11-04,-47.5
2009-12-30,9.5238
2010-01-20,0.0
2010-03-30,0.0
2010-04-21,0.0
2010-06-11,8.6957
2010-11-04,-8.0
2010-11-26,30.4348
2010-12-01,-20.0
2011-04-04,12.5
2011-05-02,-7.4074
2011-06-27,15.3846
2011-06-30,0.0
2011-11-30,-40.0
2012-07-05,124.4444
2013-10-14,-65.3465
2013-12-03,-8.5714
2014-02-12,53.125
2014-02-18,-69.3878
2014-05-15,133.3333
2014-06-05,185.7143
2014-08-05,5.0
2014-10-08,-82.8571
2014-12-19,316.6667
2016-06-01,100.0
2016-06-29,10.0
2017-05-01,-38.7879
2018-01-11,-5.9406
2018-04-19,-42.1053
2018-04-25,-27.2727
2018-05-24,400.0
2018-05-29,-25.0
2018-08-22,-33.3333
2018-10-04,175.0
2018-10-05,-27.2727
2019-03-22,-25.0
2019-03-29,0.0
2019-04-17,33.3333
2019-06-10,0.0
2019-06-20,0.0
2019-09-19,0.0
2019-10-11,37.5
2019-10-15,0.0
2020-02-24,-9.0909
