ticker,YMAB US Equity
2019-02-13,-0.046
2019-02-14,-1.3357999999999999
2019-02-15,3.9215999999999998
2019-02-19,3.3693
2019-02-20,-0.6519
2019-02-21,-0.7874
2019-02-22,-1.5432000000000001
2019-02-25,1.8809
2019-02-26,-5.7143
2019-02-27,2.0513
2019-02-28,-1.0964
2019-03-01,-2.5404
2019-03-04,0.7109
2019-03-05,5.0824
2019-03-06,-2.4631
2019-03-07,-4.9128
2019-03-08,-1.4969000000000001
2019-03-11,6.4216
2019-03-12,-0.2764
2019-03-13,-1.6166
2019-03-14,0.3756
2019-03-15,7.1562
2019-03-18,3.8848000000000003
2019-03-19,-1.1764999999999999
2019-03-20,3.5714
2019-03-21,0.2053
2019-03-22,-4.3015
2019-03-25,-0.0856
2019-03-26,1.7995
2019-03-27,-2.1886
2019-03-28,-3.1842
2019-03-29,16.4889
2019-04-01,6.1427
2019-04-02,1.7612999999999999
2019-04-03,-0.6711
2019-04-04,-6.01
2019-04-05,1.3243
2019-04-08,1.3443
2019-04-09,-2.2476
2019-04-10,1.7339
2019-04-11,-1.3709
2019-04-12,-6.3862
2019-04-15,1.565
2019-04-16,-2.6077
2019-04-17,-0.2028
2019-04-18,5.7724
2019-04-22,-7.3021
2019-04-23,0.0
2019-04-24,-2.6949
2019-04-25,0.2556
2019-04-26,-0.2125
2019-04-29,-1.7888
2019-04-30,-0.1735
2019-05-01,-1.4769999999999999
2019-05-02,-0.1764
2019-05-03,0.7951
2019-05-06,-0.4382
2019-05-07,-1.7606000000000002
2019-05-08,0.6272
2019-05-09,0.0445
2019-05-10,0.1335
2019-05-13,-10.0
2019-05-14,3.7037
2019-05-15,5.7143
2019-05-16,-3.6936999999999998
2019-05-17,-0.3274
2019-05-20,1.8771
2019-05-21,-1.2897
2019-05-22,-0.1867
2019-05-23,-0.2338
2019-05-24,-1.9681
2019-05-28,-2.6769
2019-05-29,4.9607
2019-05-30,-0.6551
2019-05-31,-4.0509
2019-06-03,-0.8346
2019-06-04,-3.4158
2019-06-05,4.6643
2019-06-06,3.1342
2019-06-07,2.5641
2019-06-10,5.2315
2019-06-11,-0.7479
2019-06-12,-4.9202
2019-06-13,2.0513
2019-06-14,1.9186999999999999
2019-06-17,-6.8579
2019-06-18,8.2291
2019-06-19,-1.6452
2019-06-20,-2.9385
2019-06-21,4.7974
2019-06-24,-3.7778
2019-06-25,3.9261
2019-06-26,0.1333
2019-06-27,-1.154
2019-06-28,2.6942
2019-07-01,-0.0437
2019-07-02,-5.643
2019-07-03,1.7153
2019-07-05,3.6463
2019-07-08,-0.7916
2019-07-09,1.9947
2019-07-10,-0.3042
2019-07-11,-1.0026
2019-07-12,0.7045
2019-07-15,0.3498
2019-07-16,0.2614
2019-07-17,-1.2603
2019-07-18,1.1004
2019-07-19,-0.8272
2019-07-22,-1.0097
2019-07-23,0.133
2019-07-24,1.8157999999999999
2019-07-25,-0.0435
2019-07-26,1.3054999999999999
2019-07-29,0.2577
2019-07-30,-1.4996
2019-07-31,-2.6968
2019-08-01,2.2351
2019-08-02,1.5304
2019-08-05,-6.1154
2019-08-06,1.1009
2019-08-07,1.6787999999999998
2019-08-08,4.1053
2019-08-09,2.5718
2019-08-12,-0.9611
2019-08-13,8.9451
2019-08-14,1.3168
2019-08-15,1.1086
2019-08-16,5.482
2019-08-19,-0.0358
2019-08-20,-2.4381
2019-08-21,2.4256
2019-08-22,-3.1216
2019-08-23,-4.5556
2019-08-26,1.591
2019-08-27,2.0626
2019-08-28,0.524
2019-08-29,0.7074
2019-08-30,-1.7745
2019-09-03,-3.8388999999999998
2019-09-04,2.8963
2019-09-05,1.2933
2019-09-06,2.6662
2019-09-09,2.0483
2019-09-10,2.3656
2019-09-11,1.6106
2019-09-12,3.8939
2019-09-13,-1.592
2019-09-16,4.9545
2019-09-17,0.7386
2019-09-18,-0.0638
2019-09-19,-0.2552
2019-09-20,-1.0233
2019-09-23,0.0
2019-09-24,-0.6462
2019-09-25,-9.4309
2019-09-26,-3.1239
2019-09-27,-4.5588999999999995
2019-09-30,1.2039
2019-10-01,-5.6408000000000005
2019-10-02,-3.172
2019-10-03,5.0399
2019-10-04,2.9988
2019-10-07,-1.7856999999999998
2019-10-08,-0.6324
2019-10-09,-0.5569
2019-10-10,0.28
2019-10-11,3.9091
2019-10-14,-5.144
2019-10-15,0.9713
2019-10-16,1.3226
2019-10-17,7.1203
2019-10-18,-1.034
2019-10-21,5.1493
2019-10-22,0.3903
2019-10-23,0.1767
2019-10-24,5.434
2019-10-25,2.4096
2019-10-28,4.4118
2019-10-29,0.0939
2019-10-30,-10.1313
2019-10-31,8.3855
2019-11-01,-5.618
2019-11-04,1.8367
2019-11-05,0.2338
2019-11-06,-0.0333
2019-11-07,-1.6667
2019-11-08,-2.7797
2019-11-11,1.1506
2019-11-12,-1.5857
2019-11-13,0.4553
2019-11-14,-2.0223
2019-11-15,1.2456
2019-11-18,0.2109
2019-11-19,0.1052
2019-11-20,3.1885
2019-11-21,-1.9355
2019-11-22,-0.554
2019-11-25,2.9248
2019-11-26,10.0135
2019-11-27,0.5843
2019-11-29,3.1795
2019-12-02,-4.1185
2019-12-03,0.8035
2019-12-04,3.5561
2019-12-05,-2.3979
2019-12-06,-1.0009
2019-12-09,0.6434
2019-12-10,2.7093
2019-12-11,-2.2229
2019-12-12,-1.3336999999999999
2019-12-13,-2.6114
2019-12-16,-1.1041
2019-12-17,-0.7974
2019-12-18,-1.0289
2019-12-19,0.6498
2019-12-20,2.4693
2019-12-23,2.1263
2019-12-24,3.3004
2019-12-26,-0.6569
2019-12-27,-5.8311
2019-12-30,-0.8299
2019-12-31,0.5793
2020-01-02,-2.4
2020-01-03,0.3934
2020-01-06,0.2613
2020-01-07,-1.1726
2020-01-08,3.5926
2020-01-09,0.9227
2020-01-10,0.0315
2020-01-13,-2.3322
2020-01-14,-3.3237
2020-01-15,-0.2336
2020-01-16,9.1335
2020-01-17,1.073
2020-01-21,-0.182
2020-01-22,5.196
2020-01-23,0.9821
2020-01-24,0.5721
2020-01-27,-0.5688
2020-01-28,2.4027
2020-01-29,-1.8155999999999999
2020-01-30,-3.926
2020-01-31,-2.3097
2020-02-03,2.334
2020-02-04,0.4147
2020-02-05,0.413
2020-02-06,-1.7626
2020-02-07,-1.7344
2020-02-10,1.3694
2020-02-11,-0.1501
2020-02-12,2.8262
2020-02-13,-2.1637
2020-02-14,-1.4644
2020-02-18,-0.5156
2020-02-19,5.0915
2020-02-20,-1.2185
2020-02-21,-2.4963
2020-02-24,-6.0542
2020-02-25,-4.0077
2020-02-26,0.5344
2020-02-27,-5.6811
2020-02-28,3.628
2020-03-02,2.2094
2020-03-03,-1.9287999999999998
2020-03-04,1.1529
2020-03-05,-6.1012
2020-03-06,-1.9279
2020-03-09,-9.6469
2020-03-10,1.7325
2020-03-11,-8.9901
2020-03-12,-14.4473
2020-03-13,6.765
2020-03-16,-16.7222
2020-03-17,3.3181
2020-03-18,-20.3212
2020-03-19,10.1459
2020-03-20,22.2082
2020-03-23,-0.2581
2020-03-24,9.265
2020-03-25,-1.279
2020-03-26,7.0058
2020-03-27,-5.8296
2020-03-30,10.1429
2020-03-31,12.8405
2020-04-01,-5.1724
2020-04-02,0.9293
2020-04-03,-5.2842
2020-04-06,9.8901
2020-04-07,4.4231
2020-04-08,2.5046
2020-04-09,4.8149
2020-04-13,2.8454
2020-04-14,3.4
2020-04-15,-3.1593
2020-04-16,2.4967
2020-04-17,4.9691
2020-04-20,6.4666
2020-04-21,-5.8413
2020-04-22,5.7716
2020-04-23,0.5836
2020-04-24,0.6672
2020-04-27,1.6138
2020-04-28,-4.4243
2020-04-29,3.9466
2020-04-30,-4.1393
2020-05-01,-3.5438
2020-05-04,4.3532
2020-05-05,0.7101
2020-05-06,2.3502
2020-05-07,1.6360999999999999
2020-05-08,12.5106
2020-05-11,-1.3303
2020-05-12,-3.0781
2020-05-13,-0.6299
2020-05-14,-4.7015
2020-05-15,6.9845
2020-05-18,1.6320999999999999
2020-05-19,-1.8608
2020-05-20,-0.8052
2020-05-21,-0.7594
2020-05-22,-0.4485
2020-05-26,4.7177
2020-05-27,-0.9365
2020-05-28,-3.7813
2020-05-29,1.3808
2020-06-01,12.4673
2020-06-02,-1.3274
2020-06-03,-0.3304
2020-06-04,-1.3734
2020-06-05,3.3373
2020-06-08,3.4851
2020-06-09,2.4248
2020-06-10,-5.6335
2020-06-11,-5.0639
2020-06-12,3.0829
2020-06-15,6.6698
2020-06-16,2.5145
2020-06-17,-0.4992
2020-06-18,1.8761
2020-06-19,3.0621
2020-06-22,2.5348
2020-06-23,-1.3779
2020-06-24,-0.4109
2020-06-25,2.1869
2020-06-26,-8.1365
2020-06-29,0.3736
2020-06-30,-5.4084
2020-07-01,-2.5926
2020-07-02,-0.3327
2020-07-06,1.7167
2020-07-07,-2.4848
2020-07-08,0.3365
2020-07-09,-3.1864
2020-07-10,-1.2126000000000001
2020-07-13,-2.7305
2020-07-14,2.5496
2020-07-15,-1.6322999999999999
2020-07-16,-3.9061
2020-07-17,4.5165
2020-07-20,3.94
2020-07-21,-1.4184
2020-07-22,-3.2002
2020-07-23,-2.1271
2020-07-24,-3.535
2020-07-27,6.4604
2020-07-28,-4.7935
2020-07-29,-3.2137000000000002
2020-07-30,-0.8578
2020-07-31,-1.9537
