ticker,DBGR US Equity
2013-04-02,-0.8921
2013-04-09,-2.0574
2013-04-16,-2.9759
2013-04-18,-1.3982999999999999
2013-04-19,0.5032
2013-04-22,0.5007
2013-04-23,-0.1812
2013-04-24,1.5432000000000001
2013-04-25,0.5803
2013-04-29,-4.4869
2013-04-30,4.6047
2013-05-07,0.8448
2013-05-10,1.0582
2013-05-14,0.4794
2013-05-16,-0.6739
2013-05-22,2.3839
2013-05-31,-1.068
2013-06-04,-0.3059
2013-06-05,-0.2121
2013-06-06,-2.0824
2013-06-07,1.7723
2013-06-10,0.8707
2013-06-12,-2.1143
2013-06-14,-0.0006
2013-06-17,1.552
2013-06-18,-0.0521
2013-06-19,0.1825
2013-06-20,-3.1307
2013-06-21,-0.4924
2013-06-25,-1.6194
2013-06-26,2.1033
2013-06-27,2.2821
2013-07-02,-2.6376
2013-07-08,0.5605
2013-07-09,1.3005
2013-07-15,2.2008
2013-07-16,0.6623
2013-07-17,0.59
2013-07-18,2.0381
2013-07-19,-2.0408
2013-07-22,0.0438
2013-07-23,0.1614
2013-07-24,0.8139
2013-07-25,-0.2646
2013-07-26,-0.9679
2013-07-29,0.6219
2013-07-30,-0.9272
2013-07-31,-1.2923
2013-08-01,0.7675
2013-08-02,0.8065
2013-08-05,0.0
2013-08-06,0.4
2013-08-07,-0.8411
2013-08-08,1.8304
2013-08-09,0.0438
2013-08-12,-0.745
2013-08-13,1.7219
2013-08-14,-0.1736
2013-08-15,-1.1739
2013-08-16,0.396
2013-08-19,-0.9641
2013-08-20,-0.0442
2013-08-21,-0.2656
2013-08-22,1.3316
2013-08-23,-0.219
2013-08-26,0.0
2013-08-27,-2.5461
2013-08-28,-2.7027
2013-08-29,1.6334
2013-08-30,-0.3772
2013-09-03,0.8688
2013-09-04,0.4533
2013-09-05,0.3159
2013-09-06,0.2699
2013-09-09,0.6724
2013-09-10,1.5157
2013-09-11,0.6747
2013-09-12,-0.1469
2013-09-13,0.2833
2013-09-16,1.5028000000000001
2013-09-17,0.2145
2013-09-18,0.8134
2013-09-19,0.2123
2013-09-20,-0.2966
2013-09-23,-1.0625
2013-09-24,0.4296
2013-09-25,0.4705
2013-09-26,0.1277
2013-09-27,-0.1701
2013-09-30,-0.937
2013-10-01,1.0748
2013-10-02,-0.5104
2013-10-03,-0.5558
2013-10-04,0.4931
2013-10-07,-0.5762
2013-10-08,-0.8176
2013-10-09,0.3037
2013-10-10,1.6869
2013-10-11,0.0851
2013-10-14,0.7459
2013-10-15,0.1455
2013-10-16,0.7582
2013-10-17,-0.209
2013-10-18,0.0838
2013-10-21,0.3767
2013-10-22,0.9591
2013-10-23,-0.4544
2013-10-24,0.4564
2013-10-25,0.2478
2013-10-28,0.1154
2013-10-29,0.0494
2013-10-30,0.1645
2013-10-31,0.1232
2013-11-01,0.041
2013-11-04,0.246
2013-11-05,-0.2045
2013-11-06,-0.041
2013-11-07,-0.3485
2013-11-08,1.0492
2013-11-11,0.1629
2013-11-12,-0.5285
2013-11-13,0.2043
2013-11-14,0.6117
2013-11-15,0.1573
2013-11-18,0.4905
2013-11-19,-0.1208
2013-11-20,-0.121
2013-11-21,0.5652
2013-11-22,0.1606
2013-11-25,0.6012
2013-11-26,0.2789
2013-11-27,0.5557
2013-11-29,0.3556
2013-12-02,-0.0782
2013-12-03,-2.0489
2013-12-04,-0.6838
2013-12-05,-0.891
2013-12-06,1.2255
2013-12-09,0.0389
2013-12-10,-0.6195
2013-12-11,-0.7142
2013-12-12,-0.4504
2013-12-13,0.2054
2013-12-16,1.3648
2013-12-17,-0.0925
2013-12-18,1.0931
2013-12-19,1.1213
2013-12-20,0.396
2013-12-23,1.1834
2013-12-24,0.6628
2013-12-26,0.5035
2013-12-27,-0.0771
2013-12-30,0.1716
2013-12-31,0.6367
2014-01-02,-2.6774
2014-01-03,0.4717
2014-01-06,0.1174
2014-01-07,0.4299
2014-01-08,-0.0778
2014-01-09,-0.4283
2014-01-10,0.4693
2014-01-13,-0.8564
2014-01-14,1.5705
2014-01-15,1.7781
2014-01-16,-0.076
2014-01-17,-0.152
2014-01-21,0.3426
2014-01-22,-0.4173
2014-01-23,-1.0286
2014-01-24,-3.0208
2014-01-27,-0.5351
2014-01-28,1.3552
2014-01-29,-1.2972000000000001
2014-01-30,0.5564
2014-01-31,-1.1503
2014-02-03,-1.8860000000000001
2014-02-04,0.3067
2014-02-05,0.5831
2014-02-06,1.1837
2014-02-07,0.9215
2014-02-10,-0.4049
2014-02-11,2.2003
2014-02-12,0.429
2014-02-13,0.699
2014-02-14,0.5013
2014-02-18,-0.1523
2014-02-19,-0.5047
2014-02-20,-0.5755
2014-02-21,1.0878
2014-02-24,0.4489
2014-02-25,-0.4132
2014-02-26,-0.418
2014-02-27,-0.5802
2014-02-28,0.3895
2014-03-03,-2.7054
2014-03-04,2.3833
2014-03-05,-0.3531
2014-03-06,0.1078
2014-03-07,-1.5047000000000001
2014-03-10,-1.0975
2014-03-11,0.1517
2014-03-12,-1.2216
2014-03-13,-2.5375
2014-03-14,1.2114
2014-03-17,1.1969
2014-03-18,0.9083
2014-03-19,-0.6998
2014-03-20,0.5251
2014-03-21,0.0886
2014-03-24,-0.5302
2014-03-25,1.0489
2014-03-26,0.9168
2014-03-27,0.3959
2014-03-28,0.7877
2014-03-31,0.4684
2014-04-01,0.3117
2014-04-02,0.4653
2014-04-03,0.0386
2014-04-04,-0.1929
2014-04-07,-1.3698000000000001
2014-04-08,-0.2964
2014-04-09,0.0786
2014-04-10,-1.2537
2014-04-11,-1.0374
2014-04-14,0.2819
2014-04-15,-1.2563
2014-04-16,2.0023
2014-04-17,1.2495
2014-04-21,-0.311
2014-04-22,1.7351999999999999
2014-04-23,-0.9494
2014-04-24,-0.0196
2014-04-25,-1.2326
2014-04-28,0.5151
2014-04-29,1.013
2014-04-30,0.5682
2014-05-01,0.2163
2014-05-02,-0.8068
2014-05-05,-0.1956
2014-05-06,-1.0163
2014-05-07,0.9482
2014-05-08,0.4259
2014-05-09,0.3951
2014-05-12,1.0882
2014-05-13,0.2707
2014-05-14,-0.4634
2014-05-15,-0.4002
2014-05-16,-0.0237
2014-05-19,-0.1927
2014-05-20,-0.1553
2014-05-21,1.125
2014-05-22,-0.5368
2014-05-23,1.1179999999999999
2014-05-27,1.1819
2014-05-28,0.301
2014-05-29,-0.0958
2014-05-30,-0.1631
2014-06-02,0.1092
2014-06-03,-0.1133
2014-06-04,-0.0014
2014-06-05,0.3037
2014-06-06,0.1978
2014-06-09,0.1024
2014-06-10,0.6734
2014-06-11,-0.7586
2014-06-12,-0.3972
2014-06-13,0.0752
2014-06-16,0.0376
2014-06-17,0.4134
2014-06-18,0.6362
2014-06-19,-0.0372
2014-06-20,-0.2604
2014-06-23,-0.746
2014-06-24,-0.4397
2014-06-25,0.1562
2014-06-26,-0.8079
2014-06-27,-0.07
2014-06-30,0.2287
2014-07-01,0.5245
2014-07-02,0.1699
2014-07-03,0.8407
2014-07-07,-0.8715
2014-07-08,-1.4086
2014-07-09,0.2501
2014-07-10,-1.4542
2014-07-11,-0.235
2014-07-14,1.337
2014-07-15,-0.4425
2014-07-16,1.2648
2014-07-17,-1.2952
2014-07-18,0.139
2014-07-21,-0.9335
2014-07-22,0.7172
2014-07-23,0.2718
2014-07-24,0.4595
2014-07-25,-1.5116
2014-07-28,-0.4255
2014-07-29,-0.0469
2014-07-30,0.0395
2014-07-31,-2.4901
2014-08-01,-1.8241
2014-08-04,0.4542
2014-08-05,-1.233
2014-08-06,0.1665
2014-08-07,-1.1633
2014-08-08,1.2610000000000001
2014-08-11,0.7057
2014-08-12,-1.0717
2014-08-13,1.5
2014-08-14,0.5747
2014-08-15,-1.5727
2014-08-18,1.9296
2014-08-19,0.0
2014-08-20,0.148
2014-08-21,0.5022
2014-08-22,-0.1213
2014-08-25,1.1331
2014-08-26,0.9604
2014-08-27,-0.3166
2014-08-28,-0.9202
2014-08-29,-0.0429
2014-09-02,0.2489
2014-09-03,1.5619
2014-09-04,0.9853
2014-09-05,0.3519
2014-09-08,-0.251
2014-09-09,-0.3725
2014-09-10,0.2741
2014-09-11,-0.5286
2014-09-12,-0.4225
2014-09-15,0.0512
2014-09-16,-0.1182
2014-09-17,0.1578
2014-09-18,1.1421999999999999
2014-09-19,-0.02
2014-09-22,-0.019
2014-09-23,-1.6756
2014-09-24,0.7409
2014-09-25,-1.8425
2014-09-26,0.291
2014-09-29,-0.9084
2014-09-30,0.441
2014-10-01,-0.9754
2014-10-02,-1.5809
2014-10-03,0.9918
2014-10-06,-1.5933000000000002
2014-10-07,-0.9117
2014-10-08,0.0836
2014-10-09,-2.0894
2014-10-10,-1.1628
2014-10-13,-0.94
2014-10-14,0.9067
2014-10-15,-2.1673
2014-10-16,-0.6019
2014-10-17,3.0653
2014-10-20,-0.7328
2014-10-21,2.0408
2014-10-22,-0.4
2014-10-23,2.196
2014-10-24,-0.7441
2014-10-27,-1.0193
2014-10-28,1.9064
2014-10-29,0.0501
2014-10-30,0.3756
2014-10-31,2.1206
2014-11-03,-0.6107
2014-11-04,-0.2868
2014-11-05,0.7806
2014-11-06,1.0334
2014-11-07,-1.5065
2014-11-10,0.9008
2014-11-11,0.1266
2014-11-12,-1.2213
2014-11-13,0.2463
2014-11-14,0.0
2014-11-17,0.548
2014-11-18,1.8498
2014-11-19,0.2039
2014-11-20,-0.0399
2014-11-21,2.3988
2014-11-24,0.5366
2014-11-25,0.824
2014-11-26,0.6192
2014-11-28,0.3397
2014-12-01,0.229
2014-12-02,-0.206
2014-12-03,0.393
2014-12-04,-1.1723
2014-12-05,1.9578
2014-12-08,-1.1295
2014-12-09,-1.0282
2014-12-10,-1.0858
2014-12-11,0.9452
2014-12-12,-2.7352
2014-12-15,-2.5791
2014-12-16,1.3013
2014-12-17,1.9268999999999998
2014-12-18,2.0481
2014-12-19,-0.1986
2014-12-22,0.795
2014-12-23,-0.0786
2014-12-24,0.9615
2014-12-26,0.3147
2014-12-29,-0.809
2014-12-30,-1.831
2014-12-31,-0.4663
2015-01-02,0.983
2015-01-05,-2.9557
2015-01-06,-0.1738
2015-01-07,1.4367
2015-01-08,2.3176
2015-01-09,-1.1745
2015-01-12,0.6791
2015-01-13,0.5362
2015-01-14,0.5989
2015-01-15,1.2088
2015-01-16,2.883
2015-01-20,-0.4003
2015-01-21,0.4823
2015-01-22,1.96
2015-01-23,0.9023
2015-01-26,1.6719
2015-01-27,-1.6444
2015-01-28,-0.451
2015-01-29,1.7414
2015-01-30,-1.3124
2015-02-02,1.8359999999999999
2015-02-03,0.9549
2015-02-04,-1.0114
2015-02-05,0.8306
2015-02-06,-1.1751
2015-02-09,-1.3804
2015-02-10,1.5164
2015-02-11,-0.2682
2015-02-12,1.9593
2015-02-13,0.0754
2015-02-17,-0.5652
2015-02-18,0.568
2015-02-19,0.1511
2015-02-20,1.2406
2015-02-23,0.0371
2015-02-24,0.7684
2015-02-25,-0.1363
2015-02-26,1.0125
2015-02-27,0.4583
2015-03-02,0.4726
2015-03-03,-1.0492
2015-03-04,0.6216
2015-03-05,0.8115
2015-03-06,0.0241
2015-03-09,0.7207
2015-03-10,-0.6082
2015-03-11,2.5558
2015-03-12,0.1053
2015-03-13,0.9463
2015-03-16,1.5635
2015-03-17,-1.1628
2015-03-18,-1.1073
2015-03-19,0.3849
2015-03-20,0.8365
2015-03-23,-1.4863
2015-03-24,1.0873
2015-03-25,-0.9593
2015-03-26,0.1279
2015-03-27,0.14
2015-03-30,1.6428
2015-03-31,-1.3067
2015-04-01,0.6969
2015-04-02,-0.173
2015-04-06,0.208
2015-04-07,0.5189
2015-04-08,-0.0688
2015-04-09,1.0331
2015-04-10,1.5678
2015-04-13,-0.7718
2015-04-14,-0.3382
2015-04-15,-0.2375
2015-04-16,-1.8367
2015-04-17,-2.7027
2015-04-20,1.745
2015-04-21,0.805
2015-04-22,-0.5556
2015-04-23,-1.0824
2015-04-24,0.2471
2015-04-27,1.4437
2015-04-28,-1.3537
2015-04-29,-2.9909
2015-04-30,-1.0881
2015-05-01,1.5034999999999998
2015-05-04,0.5058
2015-05-05,-2.4443
2015-05-06,-0.1842
2015-05-07,0.5537
2015-05-08,2.7827
2015-05-11,-0.7072
2015-05-12,-1.0791
2015-05-13,-1.4182000000000001
2015-05-14,1.9555
2015-05-15,-0.724
2015-05-18,1.3206
2015-05-19,1.7179
2015-05-20,0.2122
2015-05-21,0.2011
2015-05-22,-0.4472
2015-05-26,-1.5217
2015-05-27,1.0423
2015-05-28,-0.5332
2015-05-29,-2.1922
2015-06-01,0.1957
2015-06-02,-1.0218
2015-06-03,0.5527
2015-06-04,-1.321
2015-06-05,-0.6881
2015-06-08,-1.6235
2015-06-09,-0.4561
2015-06-10,2.7491
2015-06-11,0.5203
2015-06-12,-1.0351
2015-06-15,-1.7183000000000002
2015-06-16,0.4941
2015-06-17,-1.4795
2015-06-18,1.9855
2015-06-19,-0.8131
2015-06-22,3.5294
2015-06-23,1.283
2015-06-24,-1.2403
2015-06-25,0.3462
2015-06-26,0.7282
2015-06-29,-4.9467
2015-06-30,0.4804
2015-07-01,1.5139
2015-07-02,-0.5495
2015-07-06,-2.2099
2015-07-07,0.3632
2015-07-08,-1.6888
2015-07-09,2.2495
2015-07-10,3.84
2015-07-13,0.7319
2015-07-14,0.4589
2015-07-15,-0.0381
2015-07-16,1.6756
2015-07-17,-0.2622
2015-07-20,0.4882
2015-07-21,-1.3079
2015-07-22,-0.4544
2015-07-23,-0.8368
2015-07-24,-1.2658
2015-07-27,-2.1368
2015-07-28,1.4687999999999999
2015-07-29,0.4695
2015-07-30,0.0389
2015-07-31,0.506
2015-08-03,0.9295
2015-08-04,0.5372
2015-08-05,1.0687
2015-08-06,-0.1888
2015-08-07,-0.6432
2015-08-10,0.8378
2015-08-11,-2.568
2015-08-12,-2.288
2015-08-13,-0.3161
2015-08-14,0.4775
2015-08-17,-0.5149
2015-08-18,-0.6369
2015-08-19,-1.8429
2015-08-20,-3.6852
2015-08-21,-3.1264
2015-08-24,-3.9781
2015-08-25,2.0957
2015-08-26,3.9723
2015-08-27,1.8018
2015-08-28,-0.5059
2015-08-31,-0.5932
2015-09-01,-2.9838
2015-09-02,1.9771999999999998
2015-09-03,1.0771
2015-09-04,-2.0817
2015-09-08,3.0402
2015-09-09,-1.4787
2015-09-10,0.7719
2015-09-11,-0.6809
2015-09-14,-0.2999
2015-09-15,0.9712
2015-09-16,0.0596
2015-09-17,-0.5721
2015-09-18,-2.4192
2015-09-21,0.1315
2015-09-22,-3.2093
2015-09-23,-0.3935
2015-09-24,-0.5995
2015-09-25,0.8315
2015-09-28,-1.7218
2015-09-29,0.1383
2015-09-30,1.9797
2015-10-01,-1.0835
2015-10-02,1.1958
2015-10-05,2.0206
2015-10-06,0.0442
2015-10-07,1.4141
2015-10-08,0.7843
2015-10-09,0.1483
2015-10-12,-0.0186
2015-10-13,-1.2095
2015-10-14,-0.7425
2015-10-15,1.9815
2015-10-16,-0.1727
2015-10-19,0.4325
2015-10-20,-0.2153
2015-10-21,0.3884
2015-10-22,3.3835
2015-10-23,2.6323
2015-10-26,-0.4052
2015-10-27,-0.8544
2015-10-28,1.8383
2015-10-29,-0.7575
2015-10-30,-0.0812
2015-11-02,1.5034999999999998
2015-11-03,-0.4003
2015-11-04,-0.8039
2015-11-05,0.2026
2015-11-06,0.8497
2015-11-09,-1.2916
2015-11-10,0.1325
2015-11-11,0.0786
2015-11-12,-1.2728
2015-11-13,-0.4763
2015-11-16,1.4199
2015-11-17,0.7965
2015-11-18,1.1299
2015-11-19,0.2394
2015-11-20,0.3185
2015-11-23,-0.3175
2015-11-24,-0.8275
2015-11-25,1.557
2015-11-27,1.2648
2015-11-30,0.4684
2015-12-01,-0.6605
2015-12-02,-1.5638
2015-12-03,-3.751
2015-12-04,1.8327
2015-12-07,0.527
2015-12-08,-2.1371
2015-12-09,-1.7305000000000001
2015-12-10,0.8386
2015-12-11,-2.9439
2015-12-14,-0.0943
2015-12-15,1.5377999999999998
2015-12-16,2.112
2015-12-17,0.9326
2015-12-18,-1.8303
2015-12-21,-0.1435
2015-12-22,0.3351
2015-12-23,1.6675
2015-12-24,0.0436
2015-12-28,-0.6158
2015-12-29,1.5283
2015-12-30,-1.4646
2015-12-31,-0.8671
2016-01-04,-2.2491
2016-01-05,-0.0426
2016-01-06,-1.5772
2016-01-07,-3.3781
2016-01-08,-0.8068
2016-01-11,1.4008
2016-01-12,1.8271
2016-01-13,-2.7133000000000003
2016-01-14,1.5295
2016-01-15,-4.6965
2016-01-19,1.3947
2016-01-20,-1.7882
2016-01-21,1.2605
2016-01-22,2.9046
2016-01-25,-1.3441
2016-01-26,1.8165
2016-01-27,-1.2489
2016-01-28,-0.9132
2016-01-29,1.9701
2016-02-01,-0.6258
2016-02-02,-2.6090999999999998
2016-02-03,0.1071
2016-02-04,-1.3528
2016-02-05,-1.5434999999999999
2016-02-08,-2.7077999999999998
2016-02-09,-1.2695
2016-02-10,0.3462
2016-02-11,-0.9857
2016-02-12,1.6924000000000001
2016-02-16,2.7411
2016-02-17,2.2868
2016-02-18,0.3549
2016-02-19,-0.8177
2016-02-22,2.059
2016-02-23,-1.6505999999999998
2016-02-24,-1.3054000000000001
2016-02-25,0.8975
2016-02-26,1.0642
2016-02-29,-0.7287
2016-03-01,3.6864
2016-03-02,-0.045
2016-03-03,0.1432
2016-03-04,0.1267
2016-03-07,-0.343
2016-03-08,-0.8724
2016-03-09,0.1472
2016-03-10,-1.8717000000000001
2016-03-11,4.0703
2016-03-14,1.0667
2016-03-15,-0.6596
2016-03-16,0.6197
2016-03-17,-1.0119
2016-03-18,0.5333
2016-03-21,0.1768
2016-03-22,0.353
2016-03-23,0.044
2016-03-24,-1.1868
2016-03-28,0.0445
2016-03-29,0.667
2016-03-30,1.1042
2016-03-31,-1.0922
2016-04-01,-1.0159
2016-04-04,-0.4462
2016-04-05,-2.4653
2016-04-06,1.4245999999999999
2016-04-07,-1.8577
2016-04-08,1.385
2016-04-11,0.4554
2016-04-12,1.2239
2016-04-13,2.3735
2016-04-14,0.5687
2016-04-15,-0.4741
2016-04-18,0.9134
2016-04-19,2.1654
2016-04-20,0.5087
2016-04-21,-0.2109
2016-04-22,-0.1268
2016-04-25,-0.5925
2016-04-26,-0.2554
2016-04-27,0.3414
2016-04-28,-1.1059
2016-04-29,-1.4194
2016-05-02,0.7417
2016-05-03,-1.8406
2016-05-04,-1.1692
2016-05-05,0.2679
2016-05-06,0.6233
2016-05-09,0.6549
2016-05-10,0.9759
2016-05-11,-1.3496000000000001
2016-05-12,-0.4854
2016-05-13,0.0443
2016-05-16,0.5762
2016-05-17,-0.9696
2016-05-18,0.8901
2016-05-19,-0.8822
2016-05-20,0.7121
2016-05-23,-0.6628
2016-05-24,2.5356
2016-05-25,0.8677
2016-05-26,0.5591
2016-05-27,0.2994
2016-05-31,-0.1706
2016-06-01,-0.598
2016-06-02,0.3438
2016-06-03,-1.2848
2016-06-06,0.2603
2016-06-07,1.1683
2016-06-08,-0.2139
2016-06-09,-1.2429999999999999
2016-06-10,-2.7778
2016-06-13,-1.9643000000000002
2016-06-14,-0.4098
2016-06-15,-0.0914
2016-06-16,0.8238
2016-06-17,0.5447
2016-06-20,2.3025
2016-06-21,1.3567
2016-06-22,-0.2053
2016-06-23,2.7465
2016-06-24,-7.7564
2016-06-27,-1.5202
2016-06-28,1.4954
2016-06-29,0.9981
2016-06-30,1.4588
2016-07-01,0.2319
2016-07-05,-2.5914
2016-07-06,-0.6651
2016-07-07,-0.4241
2016-07-08,2.4431
2016-07-11,1.5471
2016-07-12,1.6159
2016-07-13,-0.0454
2016-07-14,1.1818
2016-07-15,0.0
2016-07-18,-0.0449
2016-07-19,-0.6742
2016-07-20,1.3122
2016-07-21,0.0447
2016-07-22,0.3125
2016-07-25,0.356
2016-07-26,0.6208
2016-07-27,0.3967
2016-07-28,0.3951
2016-07-29,0.0437
2016-08-01,-0.2868
2016-08-02,-1.4656
2016-08-03,0.4893
2016-08-04,0.2656
2016-08-05,1.3245
2016-08-08,0.5664
2016-08-09,2.253
2016-08-10,-0.2119
2016-08-11,0.9766
2016-08-12,-0.2944
2016-08-15,0.2952
2016-08-16,-0.5887
2016-08-17,-0.5499
2016-08-18,-0.2249
2016-08-19,-0.2862
2016-08-22,-0.342
2016-08-23,0.7293
2016-08-24,0.1704
2016-08-25,-1.0204
2016-08-26,0.1289
2016-08-29,0.429
2016-08-30,0.6408
2016-08-31,-0.4244
2016-09-01,-0.1705
2016-09-02,1.2810000000000001
2016-09-06,-0.1265
2016-09-07,0.4221
2016-09-08,-0.6726
2016-09-09,-1.862
2016-09-12,0.6037
2016-09-13,-1.1573
2016-09-14,-0.3475
2016-09-15,0.8138
2016-09-16,-1.3678
2016-09-19,0.4376
2016-09-20,0.61
2016-09-21,0.9095
2016-09-22,1.6309
2016-09-23,-0.549
2016-09-26,-2.0807
2016-09-27,0.1735
2016-09-28,1.1688
2016-09-29,-2.1267
2016-09-30,2.2603
2016-10-03,-0.3848
2016-10-04,0.6009
2016-10-05,0.4693
2016-10-06,0.0
2016-10-07,-1.104
2016-10-10,1.3611
2016-10-11,-0.6643
2016-10-12,-0.2567
2016-10-13,-0.8978
2016-10-14,1.3805
2016-10-17,-0.766
2016-10-18,1.1149
2016-10-19,0.1696
2016-10-20,0.3818
2016-10-21,-0.0008
2016-10-24,0.5061
2016-10-25,-0.1679
2016-10-26,-0.6305
2016-10-27,0.1269
2016-10-28,-0.4647
2016-10-31,0.2149
2016-11-01,-1.4003
2016-11-02,-1.2457
2016-11-03,-0.696
2016-11-04,-0.9636
2016-11-07,2.2114
2016-11-08,0.1347
2016-11-09,1.7237
2016-11-10,-0.2549
2016-11-11,0.2555
2016-11-14,0.0
2016-11-15,0.5098
2016-11-16,-0.7185
2016-11-17,0.5109
2016-11-18,-0.5506
2016-11-21,0.3833
2016-11-22,0.297
2016-11-23,-0.4653
2016-11-25,0.2975
2016-11-28,-1.1864
2016-11-29,0.5146
2016-11-30,0.1706
2016-12-01,-1.4055
2016-12-02,0.3024
2016-12-05,1.6364999999999998
2016-12-06,1.1441
2016-12-07,1.9689999999999999
2016-12-08,0.9039
2016-12-09,0.6515
2016-12-12,-0.4854
2016-12-13,0.8537
2016-12-14,-0.3628
2016-12-15,1.0518
2016-12-16,0.2002
2016-12-19,0.1598
2016-12-20,0.4388
2016-12-21,0.1986
2016-12-22,-0.1685
2016-12-23,0.0099
2016-12-27,0.2183
2016-12-28,-0.2575
2016-12-29,-0.0397
2016-12-30,0.1192
2017-01-03,1.2698
2017-01-04,-0.0784
2017-01-05,0.0
2017-01-06,0.1961
2017-01-09,-0.3131
2017-01-10,0.1963
2017-01-11,0.6661
2017-01-12,-0.7007
2017-01-13,0.4312
2017-01-17,-0.5079
2017-01-18,0.5497
2017-01-19,-0.3902
2017-01-20,0.3525
2017-01-23,-0.3123
2017-01-24,0.5873
2017-01-25,1.4792
2017-01-26,0.1611
2017-01-27,-0.1225
2017-01-30,-1.0468
2017-01-31,-0.9184
2017-02-01,0.6648
2017-02-02,-0.3108
2017-02-03,0.1559
2017-02-06,-1.284
2017-02-07,0.5912
2017-02-08,0.0
2017-02-09,0.7445
2017-02-10,0.2723
2017-02-13,0.8534
2017-02-14,0.0577
2017-02-15,0.0192
2017-02-16,-0.0384
2017-02-17,0.0769
2017-02-21,1.5367
2017-02-22,0.227
2017-02-23,-0.6418
2017-02-24,-0.7599
2017-02-27,0.1149
2017-02-28,-0.3059
2017-03-01,2.0292
2017-03-02,-0.297
2017-03-03,0.0377
2017-03-06,-0.2639
2017-03-07,-0.3401
2017-03-08,-0.2275
2017-03-09,0.114
2017-03-10,-0.0368
2017-03-13,0.5685
2017-03-14,-0.2469
2017-03-15,0.3611
2017-03-16,0.3859
2017-03-17,-0.0087
2017-03-20,-0.1503
2017-03-21,-1.2796
2017-03-22,0.3812
2017-03-23,0.4178
2017-03-24,0.6051
2017-03-27,-0.2256
2017-03-28,1.0927
2017-03-29,0.1864
2017-03-30,0.3678
2017-03-31,0.5509
2017-04-03,-0.1866
2017-04-04,-0.0623
2017-04-05,-0.6282
2017-04-06,0.1102
2017-04-07,0.215
2017-04-10,-0.1946
2017-04-11,-0.0557
2017-04-12,-0.281
2017-04-13,-0.5008
2017-04-17,0.3371
2017-04-18,-1.0452
2017-04-19,-0.1139
2017-04-20,0.4916
2017-04-21,0.2631
2017-04-24,3.036
2017-04-25,0.1091
2017-04-26,-0.218
2017-04-27,0.0364
2017-04-28,0.0
2017-05-01,0.5461
2017-05-02,-0.0362
2017-05-03,0.1449
2017-05-04,0.8318
2017-05-05,1.363
2017-05-08,-0.8493
2017-05-09,0.2498
2017-05-10,0.0356
2017-05-11,-0.3203
2017-05-12,0.357
2017-05-15,0.2846
2017-05-16,0.0
2017-05-17,-1.8801
2017-05-18,0.47
2017-05-19,0.1439
2017-05-22,0.1078
2017-05-23,0.323
2017-05-24,-0.1073
2017-05-25,-0.1361
2017-05-26,-0.2941
2017-05-30,0.0719
2017-05-31,0.2516
2017-06-01,0.4661
2017-06-02,1.1064
2017-06-05,-0.1765
2017-06-06,-0.9901
