ticker,WNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.4167
2000-01-04,0.8811
2000-01-05,0.8734
2000-01-06,1.7316
2000-01-07,-0.4255
2000-01-10,-0.4274
2000-01-11,-3.1588
2000-01-12,1.3333
2000-01-13,-0.8772
2000-01-14,-7.9646
2000-01-18,9.1346
2000-01-19,3.9648
2000-01-20,1.6949
2000-01-21,-0.4167
2000-01-24,-0.8368
2000-01-25,-0.8439
2000-01-26,0.4255
2000-01-27,-2.1186
2000-01-28,-3.0303
2000-01-31,-4.9107
2000-02-01,1.4085
2000-02-02,1.8519
2000-02-03,4.5455
2000-02-04,-0.8696
2000-02-07,-1.3158
2000-02-08,-2.2222
2000-02-09,-1.3636
2000-02-10,5.0691
2000-02-11,-2.6316
2000-02-14,0.0
2000-02-15,-3.1532
2000-02-16,-1.3953
2000-02-17,0.4717
2000-02-18,-0.939
2000-02-22,1.8957000000000002
2000-02-23,3.7209
2000-02-24,-2.2422
2000-02-25,-0.4587
2000-02-28,0.9217
2000-02-29,1.3699
2000-03-01,3.1532
2000-03-02,2.1834
2000-03-03,1.7094
2000-03-06,-2.1008
2000-03-07,-0.4292
2000-03-08,-1.2931
2000-03-09,3.0568
2000-03-10,-4.661
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,1.3333
2000-03-16,1.3158
2000-03-17,3.8961
2000-03-20,8.3333
2000-03-21,0.7692
2000-03-22,3.4351
2000-03-23,4.059
2000-03-24,-0.3546
2000-03-27,-6.4057
2000-03-28,-3.8023
2000-03-29,-4.3478
2000-03-30,-3.3058
2000-03-31,-2.5641
2000-04-03,3.9474
2000-04-04,-3.7975
2000-04-05,3.5088
2000-04-06,-1.6949
2000-04-07,0.431
2000-04-10,-4.721
2000-04-11,0.2883
2000-04-12,4.0541
2000-04-13,0.4329
2000-04-14,-2.1552
2000-04-17,0.8811
2000-04-18,1.31
2000-04-19,0.0
2000-04-20,1.7241
2000-04-24,-0.4237
2000-04-25,0.4255
2000-04-26,0.4237
2000-04-27,-0.8439
2000-04-28,-0.8511
2000-05-01,4.721
2000-05-02,-1.6393
2000-05-03,-2.9167
2000-05-04,0.0
2000-05-05,3.4335
2000-05-08,-3.7344
2000-05-09,3.8792999999999997
2000-05-10,-4.1494
2000-05-11,-1.2987
2000-05-12,-0.4386
2000-05-15,3.5242
2000-05-16,0.0
2000-05-17,-0.4255
2000-05-18,-4.7009
2000-05-19,-3.1390000000000002
2000-05-22,3.7037
2000-05-23,-0.8929
