ticker,INBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-11,-10.3448
2005-01-19,11.538499999999999
2005-01-20,-2.4138
2005-02-02,-8.1272
2005-02-04,7.6923
2005-02-09,7.1429
2005-03-14,-2.6667
2005-03-15,0.0
2005-03-18,0.0
2005-03-30,1.0274
2005-04-07,2.3729
2005-04-18,-3.9735
2005-04-26,5.1724
2005-04-28,1.6393
2005-05-03,-2.5806
2005-05-09,-0.6623
2005-05-10,0.3333
2005-05-20,16.2791
2005-05-23,-14.0
2005-05-27,2.99
2005-05-31,-1.6129
2005-06-01,8.1967
2005-06-06,21.2121
2005-06-13,-7.5
2005-06-14,0.0
2005-06-15,2.1622
2005-06-16,-2.1164
2005-06-17,0.5405
2005-06-20,4.3011
2005-06-21,0.0
2005-06-23,-2.0619
2005-06-28,-1.3158
2005-06-29,0.8
2005-06-30,2.6455
2005-07-07,-2.0619
2005-07-08,0.0
2005-07-11,0.0
2005-07-12,0.0
2005-07-13,0.0
2005-07-14,0.0
2005-07-20,-2.6316
2005-07-21,0.0
2005-07-22,0.0
2005-07-25,0.0
2005-07-26,0.0
2005-07-27,0.2703
2005-07-28,-0.2695
2005-07-29,0.0
2005-08-01,0.0
2005-08-02,-4.0541
2005-08-04,1.2394
2005-08-05,-2.6155
2005-08-09,1.3714
2005-08-10,-1.3529
2005-08-16,0.0
2005-08-22,-2.8571
2005-08-26,-1.4706000000000001
2005-08-29,-1.194
2005-09-02,-1.8127
2005-09-09,-0.9231
2005-09-12,0.0
2005-09-16,0.9317
2005-09-19,0.6154
2005-09-21,1.8349
2005-09-22,-0.8408
2005-09-23,-1.272
2005-09-26,1.227
2005-09-28,0.0
2005-09-30,-0.303
2005-10-03,-0.6079
2005-10-04,1.2232
2005-10-05,0.0
2005-10-11,1.2085
2005-10-12,-1.791
2005-10-13,0.9119
2005-10-14,-0.6024
2005-10-17,-0.9091
2005-10-18,0.6116
2005-10-20,-0.304
2005-10-24,0.0
2005-10-27,0.0
2005-10-31,3.6585
2005-11-15,-2.0588
2005-11-16,-0.9009
2005-11-17,-3.6364
2005-11-28,-4.0881
2005-11-30,1.6393
2005-12-01,-1.2903
2005-12-05,1.3072
2005-12-06,0.0
2005-12-08,-2.2580999999999998
2005-12-09,2.3102
2005-12-12,-1.9355
2005-12-13,0.0
2005-12-15,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-20,1.6447
2005-12-21,-1.2945
2005-12-22,0.3279
2005-12-23,0.0
2005-12-29,0.0
