ticker,DGNG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-22,0.0
2003-03-17,-8.0
2003-03-31,121.7391
2003-04-11,37.2549
2003-05-05,-61.4286
2003-05-08,11.1111
2003-05-28,233.3333
2003-05-29,-10.0
2003-05-30,-16.6667
2003-06-05,-32.0
2003-06-06,0.0
2003-06-18,47.0588
2004-11-15,34.6667
2004-11-24,-45.5446
2004-11-26,0.0
2005-09-14,-27.2727
2005-09-30,497.5
2005-10-03,12.5523
2005-10-04,-8.9219
2005-10-06,-58.7755
2005-10-07,139.604
2005-10-11,-17.3554
2005-10-14,10.0
2005-10-17,-22.7273
2005-10-18,38.2353
2005-10-19,-13.1915
2005-11-01,10.2941
2005-11-03,28.8889
2005-11-04,10.3448
2005-11-08,-3.125
2005-11-09,-3.2258
2005-11-10,1.6667
2005-11-11,-1.6393
2005-11-14,-6.6667
2005-11-16,14.2857
2005-11-17,0.0
2005-11-21,-9.375
2005-11-23,-3.4483
2005-11-25,-10.7143
2005-11-29,2.8
2005-12-01,1.1673
2005-12-02,3.8462
2005-12-05,11.1111
2005-12-06,-8.3333
2005-12-07,12.7273
2005-12-08,-11.2903
2005-12-09,0.3636
2005-12-12,-1.8115999999999999
2005-12-13,1.476
2005-12-15,0.3636
2005-12-16,8.6957
2005-12-19,-8.0
2005-12-28,5.0725
2005-12-29,5.1724
2006-01-09,0.0
2006-01-10,6.5574
2006-01-11,7.6923
2006-01-12,0.0
2006-01-13,7.1429
2006-01-17,9.3333
2006-01-18,9.7561
2006-01-19,11.1111
2006-01-20,2.0
2006-01-23,-2.3529
2006-01-24,22.49
2006-01-25,16.3934
2006-01-26,9.8592
2006-01-27,2.5641
2006-01-30,0.625
2006-01-31,2.1118
2006-02-01,0.9732
2006-02-02,-1.2048
2006-02-03,-2.439
2006-02-06,0.0
2006-02-07,0.0
2006-02-08,0.0
2006-02-09,0.0
2006-02-10,0.0
2006-02-15,-0.375
2006-02-16,0.3764
2006-02-17,0.0
2006-02-21,0.0
2006-02-22,27.5
2006-02-23,-20.5882
2006-02-27,7.4074
2006-02-28,-2.4138
2006-03-01,0.0
2006-03-02,4.2403
2006-03-03,1.6949
2006-03-06,0.0
2006-03-07,3.3333
2006-03-08,8.0
2006-03-09,1.5532
2006-03-10,5.8824
2006-03-13,-19.4444
2006-03-15,-0.3448
2006-03-16,3.8062
2006-03-17,20.0
2006-03-20,-5.5556
2006-03-21,-1.4706000000000001
2006-03-22,-7.4627
2006-03-23,0.0
