ticker,EQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,-0.5714
2018-10-19,0.5747
2018-10-22,2.2143
2018-10-23,-3.2145
2018-10-24,1.0108
2018-10-25,7.005
2018-10-26,-0.8016
2018-10-29,-2.5589
2018-10-30,-1.0366
2018-10-31,-2.2346
2018-11-01,7.0
2018-11-02,0.3672
2018-11-05,8.6797
2018-11-06,3.9168
2018-11-07,0.7067
2018-11-08,-0.6433
2018-11-09,-2.884
2018-11-12,-5.4545
2018-11-13,-0.3205
2018-11-14,2.1865
2018-11-15,-0.2517
2018-11-16,6.6246
2018-11-19,-11.9527
2018-11-20,-2.5538
2018-11-21,0.6897
2018-11-23,33.1507
2018-11-26,-14.249
2018-11-27,-1.1998
2018-11-28,-5.4038
2018-11-29,-4.3646
2018-11-30,10.0671
2018-12-03,-1.2195
2018-12-04,-1.8519
2018-12-06,-9.3711
2018-12-07,6.0375
2018-12-10,-7.8534
2018-12-11,2.2016999999999998
2018-12-12,-7.5747
2018-12-13,-6.9925
2018-12-14,-2.9911
2018-12-17,-10.4167
2018-12-18,2.6977
2018-12-19,-10.4167
2018-12-20,-36.0971
2018-12-21,22.6266
2018-12-24,16.129
2018-12-26,-6.0
2018-12-27,-9.9291
2018-12-28,2.4934
2018-12-31,4.4814
2019-01-02,-8.9461
2019-01-03,-4.9798
2019-01-04,14.2351
2019-01-07,25.4805
2019-01-08,7.7075
2019-01-09,-3.8532
2019-01-10,0.0
2019-01-11,0.8588
2019-01-14,-3.5951
2019-01-15,3.7291
2019-01-16,0.0
2019-01-17,6.7171
2019-01-18,6.5603
2019-01-22,-4.0765
2019-01-23,-7.9792
2019-01-24,2.8275
2019-01-25,-9.5325
2019-01-28,-10.6383
2019-01-29,-1.8141
2019-01-30,-4.7344
2019-01-31,6.5455
2019-02-01,-1.2514
2019-02-04,-0.6912
2019-02-05,2.0882
2019-02-06,-3.4091
2019-02-07,-2.9412000000000003
2019-02-08,-6.7879000000000005
2019-02-11,-7.6723
2019-02-12,1.2676
2019-02-13,-0.4172
2019-02-14,-8.7989
2019-02-15,-0.3063
2019-02-19,5.9908
2019-02-20,-12.463799999999999
2019-02-21,-3.3113
2019-02-22,2.7397
2019-02-25,10.1667
2019-02-26,11.649000000000001
2019-02-27,3.252
2019-02-28,3.2808
2019-03-01,-4.0661
2019-03-04,-0.2649
2019-03-05,-0.664
2019-03-06,-1.4706000000000001
2019-03-07,1.2212
