ticker,EQ US Equity
2019-03-08,-0.134
2019-03-11,2.2819
2019-03-12,1.4436
2019-03-13,0.6468
2019-03-14,-8.0977
2019-03-15,3.0769
2019-03-18,-5.0204
2019-03-19,5.0
2019-03-20,-0.5442
2019-03-21,-5.4719999999999995
2019-03-22,-1.4472
2019-03-25,2.79
2019-03-26,7.2857
2019-03-27,0.3995
2019-03-28,5.7029
2019-03-29,0.3764
2019-04-01,2.5
2019-04-02,-9.6341
2019-04-03,-3.1039
2019-04-04,-0.4178
2019-04-05,4.3357
2019-04-08,0.6702
2019-04-09,-8.522
2019-04-10,5.2402
2019-04-11,-8.0221
2019-04-12,-0.6015
2019-04-15,-8.3207
2019-04-16,-6.7657
2019-04-17,-3.0088
2019-04-18,-2.3723
2019-04-22,2.9907
2019-04-23,-1.6334
2019-04-24,-2.583
2019-04-25,1.8939
2019-04-26,11.3383
2019-04-29,2.5042
2019-04-30,1.6287
2019-05-01,2.4038
2019-05-02,-0.939
2019-05-03,6.6350999999999996
2019-05-06,2.5185
2019-05-07,11.4162
2019-05-08,-21.1414
2019-05-09,-0.6579
2019-05-10,-0.9934
2019-05-13,1.6722000000000001
2019-05-14,0.3289
2019-05-15,-0.8197
2019-05-16,1.157
2019-05-17,0.1634
2019-05-20,7.1778
2019-05-21,17.656
2019-05-22,-14.7477
2019-05-23,-7.2838
2019-05-24,-0.6547
2019-05-28,2.1417
2019-05-29,-0.4839
2019-05-30,6.9692
2019-05-31,-2.2727
2019-06-03,-0.9302
2019-06-04,-0.7825
2019-06-05,-1.4196
2019-06-06,-4.0
2019-06-07,0.1667
2019-06-10,2.8286
2019-06-11,-2.7508
2019-06-12,-0.1664
2019-06-13,0.5
2019-06-14,-0.4975
2019-06-17,0.1667
2019-06-18,0.8319
2019-06-19,-0.8251
2019-06-20,1.4975
2019-06-21,-1.6393
2019-06-24,-6.1667
2019-06-25,5.151
2019-06-26,-3.7161999999999997
2019-06-27,0.8772
2019-06-28,-1.5652
2019-07-01,-3.8869
2019-07-02,2.9412000000000003
2019-07-03,-1.6071
2019-07-05,-0.1815
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.1818
2019-07-11,-0.1815
2019-07-12,0.0
2019-07-15,-0.5455
2019-07-16,0.5484
2019-07-17,0.0
2019-07-18,-0.9091
2019-07-19,1.1009
2019-07-22,-1.2704
2019-07-23,-4.5956
2019-07-24,-3.8536
2019-07-25,-6.8136
2019-07-26,-1.9355
2019-07-29,-5.7018
2019-07-30,-1.1628
2019-07-31,-3.5294
2019-08-01,-3.6585
2019-08-02,5.3165
2019-08-05,-3.8462
2019-08-06,-17.25
2019-08-07,4.2296
2019-08-08,8.4058
2019-08-09,1.0695000000000001
2019-08-12,-5.8201
2019-08-13,5.618
2019-08-14,-3.9894
2019-08-15,8.3102
2019-08-16,3.5806
2019-08-19,1.2346
2019-08-20,-1.2195
2019-08-21,-1.2346
2019-08-22,1.25
2019-08-23,0.0
2019-08-26,-3.9506
2019-08-27,-6.9409
2019-08-28,2.4862
2019-08-29,8.3558
2019-08-30,-3.9801
2019-09-03,-7.513
2019-09-04,1.9607999999999999
2019-09-05,10.7582
2019-09-06,-2.024
2019-09-09,-6.3291
2019-09-10,-0.8108
2019-09-11,2.4523
2019-09-12,0.266
2019-09-13,1.061
2019-09-16,7.0866
2019-09-17,-5.3922
2019-09-18,-4.6632
2019-09-19,-0.2717
2019-09-20,4.3597
2019-09-23,0.7833
2019-09-24,-0.5181
2019-09-25,-2.6042
2019-09-26,4.5455
2019-09-27,-4.6036
2019-09-30,1.8767
2019-10-01,-3.9474
2019-10-02,1.3699
2019-10-03,-1.0811
2019-10-04,12.2951
2019-10-07,-2.1898
2019-10-08,0.2512
2019-10-09,5.7046
2019-10-10,-4.4601
2019-10-11,-10.3194
2019-10-14,0.2767
2019-10-15,-0.8224
2019-10-16,-2.4793
2019-10-17,-1.1299
2019-10-18,-6.0829
2019-10-21,6.4768
2019-10-22,-0.8571
2019-10-23,1.1527
2019-10-24,-14.5299
2019-10-25,8.3333
2019-10-28,-1.8462
2019-10-29,4.7022
2019-10-30,-4.9401
2019-10-31,12.4409
2019-11-01,-3.3613
2019-11-04,7.1014
2019-11-05,-11.502
2019-11-06,0.9847
2019-11-07,-3.0253
2019-11-08,3.9878
2019-11-11,-2.1021
2019-11-12,6.7485
2019-11-13,-7.4828
2019-11-14,13.3681
2019-11-15,-4.3699
2019-11-18,4.5695
2019-11-19,-2.463
2019-11-20,-1.6882000000000001
2019-11-21,1.4285999999999999
2019-11-22,-5.3521
2019-11-25,-4.1667
2019-11-26,-0.9317
2019-11-27,2.1944
2019-11-29,-0.3067
2019-12-02,1.8462
2019-12-03,20.5438
2019-12-04,-0.7519
2019-12-05,3.8763
2019-12-06,-6.6488
2019-12-09,5.4688
2019-12-10,17.284
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,5.2632
2019-12-16,-3.4
2019-12-17,0.8282
2019-12-18,-7.3922
2019-12-19,0.6652
2019-12-20,3.304
2019-12-23,-6.6098
2019-12-24,-2.2831
2019-12-26,-8.411200000000001
2019-12-27,2.8061
2019-12-30,3.9702
2019-12-31,-19.3317
2020-01-02,21.0059
2020-01-03,7.5795
2020-01-06,-0.4545
2020-01-07,0.6849
2020-01-08,2.4943
2020-01-09,-1.1062
2020-01-10,-1.7896999999999998
2020-01-13,4.5513
2020-01-14,1.5295
2020-01-15,-3.2189
2020-01-16,2.2173
2020-01-17,0.2169
2020-01-21,-4.5455
2020-01-22,-6.1224
2020-01-23,3.3816
2020-01-24,19.1589
2020-01-27,-0.9804
2020-01-28,-0.9901
2020-01-29,-0.2
2020-01-30,-4.4088
2020-01-31,-4.1929
2020-02-03,-1.7505
2020-02-04,-4.2316
2020-02-05,10.9302
2020-02-06,-1.4675
2020-02-07,2.3404
2020-02-10,0.2079
2020-02-11,2.6971
2020-02-12,0.202
2020-02-13,0.4032
2020-02-14,-0.2008
2020-02-18,1.7103000000000002
2020-02-19,-0.4946
2020-02-20,0.994
2020-02-21,0.9843
2020-02-24,7.2125
2020-02-25,-2.5455
2020-02-26,-0.9328
2020-02-27,-4.1431000000000004
2020-02-28,-5.501
2020-03-02,6.0291
2020-03-03,-6.0784
2020-03-04,2.0877
2020-03-05,-2.045
2020-03-06,7.3069
2020-03-09,-17.3152
2020-03-10,-15.2941
2020-03-11,-2.7778
2020-03-12,-0.5714
2020-03-13,-14.3333
2020-03-16,-18.8246
2020-03-17,34.2975
2020-03-18,-8.9231
2020-03-19,33.1081
2020-03-20,-18.0203
2020-03-23,-13.3127
2020-03-24,-17.8571
2020-03-25,15.2174
2020-03-26,3.3962
2020-03-27,-4.3796
2020-03-30,-0.7634
2020-03-31,4.2308
2020-04-01,-8.4871
2020-04-02,-1.2097
2020-04-03,-4.4898
2020-04-06,2.3504
2020-04-07,-1.0438
2020-04-08,2.5316
2020-04-09,4.1152
2020-04-13,0.3953
2020-04-14,16.5354
2020-04-15,-15.5405
2020-04-16,9.2
2020-04-17,0.1502
2020-04-20,-3.2332
2020-04-21,-5.507
2020-04-22,-2.0
2020-04-23,13.0612
2020-04-24,2.8881
2020-04-27,2.2246
2020-04-28,-7.2218
2020-04-29,5.6234
2020-04-30,-4.3783
2020-05-01,-7.6923
2020-05-04,3.1746
2020-05-05,3.0769
2020-05-06,-0.1604
2020-05-07,11.1859
2020-05-08,11.2605
2020-05-11,-2.719
2020-05-12,4.0373
2020-05-13,-9.3701
2020-05-14,-6.1296
2020-05-15,4.5614
2020-05-18,-10.7383
2020-05-19,5.2632
2020-05-20,6.7857
2020-05-21,2.5084
2020-05-22,0.4894
2020-05-26,6.8506
2020-05-27,7.1103
2020-05-28,0.1418
2020-05-29,-2.2663
2020-06-01,1.5941999999999998
2020-06-02,-2.9957000000000003
2020-06-03,-4.7059
2020-06-04,-6.1728
2020-06-05,-2.6349
2020-06-08,1.3548
2020-06-09,0.0
2020-06-10,-5.3333
2020-06-11,-2.5387
2020-06-12,-2.8144
2020-06-15,7.4349
2020-06-16,-0.692
2020-06-17,-5.2265
2020-06-18,1.4706000000000001
2020-06-19,-1.087
2020-06-22,-4.0293
2020-06-23,0.3817
2020-06-24,2.2814
2020-06-25,0.3717
2020-06-26,6.6667
2020-06-29,-1.7361
2020-06-30,4.2403
2020-07-01,-5.0847
2020-07-02,-0.7143
2020-07-06,1.6187
2020-07-07,0.177
2020-07-08,-1.0601
2020-07-09,18.4179
2020-07-10,-3.7911
2020-07-13,730.721
2020-07-14,-47.2453
2020-07-15,23.9628
2020-07-16,-14.7721
2020-07-17,-6.1611
2020-07-20,-1.5873
2020-07-21,-6.8915
2020-07-22,5.3543
2020-07-23,-0.8969
2020-07-24,0.3771
2020-07-27,-4.9587
2020-07-28,-7.0356
2020-07-29,-2.7211
2020-07-30,-6.5559
2020-07-31,-9.7287
