ticker,GNTW US Equity
2017-01-20,10.526299999999999
2017-01-23,4.4345
2017-01-24,-11.6557
2017-01-25,3.2258
2017-01-26,0.0
2017-01-27,0.0
2017-01-30,-5.0
2017-01-31,-9.2105
2017-02-01,-6.6667
2017-02-02,-6.8323
2017-02-03,32.6667
2017-02-06,-24.6231
2017-02-07,-6.0
2017-02-08,13.8741
2017-02-09,-1.3624
2017-02-10,1.026
2017-02-13,-12.5
2017-02-14,-1.4285999999999999
2017-02-15,-13.0435
2017-02-16,7.7604
2017-02-17,0.5317
2017-02-21,-7.6923
2017-02-22,-11.6667
2017-02-23,-15.0943
2017-02-24,-32.9167
2017-02-27,49.0683
2017-02-28,0.0
2017-03-01,-23.8889
2017-03-02,13.4124
2017-03-03,-9.8954
2017-03-06,-11.4286
2017-03-07,4.2339
2017-03-08,-4.0619
2017-03-09,28.8306
2017-03-10,-0.313
2017-03-13,-36.7347
2017-03-14,9.5533
2017-03-15,27.2933
2017-03-16,28.1139
2017-03-17,11.1111
2017-03-20,0.0
2017-03-21,30.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,-7.6923
2017-03-27,0.0
2017-03-28,0.9375
2017-03-29,3.1992
2017-03-30,10.1
2017-03-31,1.7257
2017-04-04,-7.1429
2017-04-05,-23.0769
2017-04-06,40.0
2017-04-10,-28.4821
2017-04-11,29.8377
2017-04-12,0.0
2017-04-13,-15.3846
2017-04-17,-8.9773
2017-04-18,-0.1248
2017-04-19,1.0
2017-04-20,-0.9901
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,-18.0
2017-04-27,-2.439
2017-04-28,2.5
2017-05-01,15.8537
2017-05-02,-21.0526
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,16.6667
2017-05-09,3.2857
2017-05-10,10.6501
2017-05-11,-5.0
2017-05-12,-15.7895
2017-05-15,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,-12.5
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,14.2857
2017-05-25,-12.5
2017-05-26,14.2857
2017-05-30,0.0
2017-05-31,-18.6719
2017-06-01,15.658
2017-06-02,-23.588
2017-06-05,10.4348
2017-06-06,-9.4488
2017-06-07,20.8696
2017-06-12,0.0
2017-06-13,-17.2662
2017-06-14,4.8
2017-06-16,-4.5802
2017-06-19,9.0
2017-06-20,-8.2569
2017-06-21,0.0
2017-06-23,0.0
2017-06-26,-13.0435
2017-06-27,55.0
2017-06-30,3.2258
2017-07-05,-31.25
2017-07-06,-9.0909
2017-07-07,60.0
2017-07-10,-25.0
2017-07-11,7.6667
2017-07-12,-22.4458
2017-07-13,0.0
2017-07-14,45.9541
2017-07-17,9.4047
2017-07-18,0.0
2017-07-21,-5.125
2017-07-24,-18.3136
2017-07-25,22.4194
2017-07-26,-34.1238
2017-07-27,0.0
2017-07-28,20.0
2017-07-31,-16.6667
2017-08-01,0.0
2017-08-02,0.0
2017-08-04,29.8
2017-08-07,-22.9584
2017-08-09,0.0
2017-08-10,0.0
2017-08-14,0.0
2017-08-17,20.0
2017-08-18,0.0
2017-08-21,-16.6667
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-29,0.2
2017-08-30,-0.1996
2017-09-01,0.0
2017-09-05,0.0
2017-09-07,0.0
2017-09-08,40.0
2017-09-11,-28.2857
2017-09-12,0.0
2017-09-15,-0.1992
2017-09-18,0.0
2017-09-19,0.0
2017-09-25,0.1996
2017-09-27,-0.1992
2017-09-29,0.1996
2017-10-02,0.1992
2017-10-04,-2.5845000000000002
2017-10-05,-28.3673
2017-10-06,28.2051
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,-11.1111
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-19,19.0
2017-10-20,-0.2101
2017-10-23,-16.2105
2017-10-24,-5.5276
2017-10-25,0.0
2017-10-26,85.6383
2017-10-27,-45.2722
2017-10-30,-0.2618
2017-11-01,0.0
2017-11-03,1.0499
2017-11-06,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,12.7844
2017-11-14,-11.105
2017-11-16,-0.2591
2017-11-21,0.0
2017-11-22,0.0
2017-11-27,-47.7922
2017-11-28,29.3532
2017-11-30,91.9231
2017-12-01,0.0
2017-12-04,-0.1002
2017-12-06,-47.8435
2017-12-07,28.8462
2017-12-08,-16.4179
2017-12-11,0.0
2017-12-12,-19.8071
2017-12-13,15.792300000000001
2017-12-14,29.9
2017-12-15,0.0
2017-12-19,-23.0177
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,5.7692
2017-12-27,0.0
2017-12-29,-18.1818
2018-01-04,8.8889
2018-01-09,16.3265
2018-01-11,109.8246
2018-01-12,-16.5552
2018-01-16,-59.519
2018-01-17,0.0
2018-01-22,-0.495
2018-01-23,0.0
2018-01-26,58.4776
2018-01-30,-21.5169
2018-01-31,0.0
2018-02-06,-20.0
2018-02-07,100.0
2018-02-08,0.0
2018-02-09,-25.0
2018-02-15,50.0
2018-02-21,-13.3333
2018-02-26,-18.9744
2018-03-02,23.4177
2018-03-05,-18.9744
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.3165
2018-03-15,-0.3155
2018-03-20,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-28,-36.7089
2018-03-29,95.0
2018-04-02,-48.7179
2018-04-03,0.0
2018-04-09,5.0
2018-04-12,0.0
2018-04-16,4.7619
2018-04-17,19.5455
2018-04-23,0.3802
2018-04-26,0.0
2018-04-30,8.5606
2018-05-01,70.97
2018-05-11,-46.1224
2018-05-15,5.1515
2018-05-16,-4.8991
2018-05-17,0.3788
2018-05-21,-20.3774
2018-05-22,42.1801
2018-05-23,-16.3333
2018-05-24,58.9641
2018-05-25,-4.7619
2018-06-04,-33.9474
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.3984
2018-06-12,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-07-02,0.0
2018-07-05,-20.2381
2018-07-06,24.3781
2018-07-09,80.0
2018-07-10,-6.6667
2018-07-11,-4.7619
2018-07-12,0.0
2018-07-13,12.5
2018-07-17,11.1111
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-26,-20.0
2018-07-27,0.0
2018-07-30,0.0
2018-08-01,12.5
2018-08-07,-11.1111
2018-08-09,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-17,0.0
2018-08-20,42.5
2018-08-29,-29.8246
2018-08-30,0.0
2018-09-04,13.5
2018-09-06,-11.8943
2018-09-11,25.25
2018-09-12,-0.1996
2018-09-13,-40.0
2018-09-19,0.0
2018-09-20,20.0
2018-09-28,-16.6667
2018-10-01,0.0
2018-10-02,0.0
2018-10-03,33.3333
2018-10-05,-22.5
2018-10-11,3.2258
2018-10-12,3.125
2018-10-15,21.2121
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,-49.75
2018-11-02,0.4975
2018-11-05,-0.495
2018-11-06,29.7015
2018-11-07,-22.5163
2018-11-08,9.3564
2018-11-14,-4.5043
2018-11-26,-4.2427
2018-11-29,-0.495
2018-11-30,0.0
2018-12-04,0.0
2018-12-06,99.005
2018-12-07,22.25
2018-12-12,-23.3129
2018-12-13,-33.3333
2018-12-17,20.0
2018-12-19,-8.8667
2018-12-20,-19.5318
2018-12-21,-32.9318
2018-12-24,41.308
2018-12-28,-4.0767
2018-12-31,73.5
2019-01-02,0.8646
2019-01-04,-0.5714
2019-01-07,-0.2874
2019-01-15,-42.0749
2019-01-18,18.3582
2019-01-25,-15.9311
2019-01-30,42.5
2019-01-31,-29.8246
2019-02-04,5.5
2019-02-05,0.0
2019-02-08,1.8957000000000002
2019-02-12,-1.8605
2019-02-14,3.7915
2019-02-19,0.4566
2019-02-22,36.3636
2019-02-25,-16.6667
2019-02-26,-20.0
2019-02-27,25.0
2019-03-01,-0.28
2019-03-04,-0.1203
2019-03-05,-12.0482
2019-03-07,-35.6164
2019-03-08,236.8794
2019-03-11,-15.7895
2019-03-12,23.75
2019-03-13,-17.1717
2019-03-15,-2.439
2019-03-18,-12.25
2019-03-19,14.5299
2019-03-20,94.0299
2019-03-21,-27.1026
2019-03-22,31.9029
2019-03-25,-13.3333
2019-03-26,127.6923
2019-03-27,-52.7027
2019-03-28,-7.1429
2019-03-29,50.7692
2019-04-03,-33.6735
2019-04-04,0.0
2019-04-05,-7.6923
2019-04-08,8.3333
2019-04-09,-7.6923
2019-04-15,2.5
2019-04-16,-2.439
2019-04-17,0.0
2019-04-18,-15.0
2019-05-02,4.7059
2019-05-03,-2.6217
2019-05-07,-1.9231
2019-05-08,0.0
2019-05-10,-1.7647
2019-05-15,-17.9641
2019-05-16,0.0
2019-05-17,2.1898
2019-05-30,-2.1429
2019-06-07,0.0
2019-06-17,-27.0073
2019-06-19,0.0
2019-06-20,0.3333
2019-06-21,0.0
2019-06-24,46.1794
2019-06-26,-6.25
2019-06-28,-0.6061
2019-07-05,-2.439
2019-07-12,6.25
2019-07-18,-24.7059
2019-07-19,23.4375
2019-07-29,-11.3924
2019-08-06,0.0
2019-08-08,31.4286
2019-08-09,-21.7391
2019-08-13,0.0
2019-08-21,-6.6667
2019-08-23,-1.7856999999999998
2019-08-26,-3.0303
2019-08-28,0.0
2019-08-29,0.0
2019-09-06,0.0
2019-09-09,-2.5
2019-09-11,-3.6859
2019-09-19,-0.1664
2019-09-23,0.0
2019-09-25,0.3333
2019-09-26,49.5017
2019-09-27,-17.5778
2019-09-30,-19.1157
2019-10-02,0.0
2019-10-04,-23.3333
2019-10-07,0.0
2019-10-09,30.4348
2019-10-10,29.6667
2019-10-11,-40.874
2019-10-14,13.0435
2019-10-15,-11.538499999999999
2019-10-16,23.913
2019-10-21,-25.9649
2019-10-22,0.0
2019-10-23,-0.4739
2019-10-24,19.0476
2019-10-25,0.0
2019-10-29,52.0
2019-10-30,-34.2105
2019-11-04,0.0
2019-11-11,79.6
2019-11-15,-45.8797
2019-11-18,0.0
2019-11-20,-1.2346
2019-11-21,0.0
2019-11-27,0.0
2019-11-29,-11.25
2019-12-02,-6.1033
2019-12-06,0.0
2019-12-10,-13.5
2019-12-13,1.1561
2019-12-16,0.0
2019-12-19,0.0
2019-12-23,88.5714
2019-12-30,-9.0909
2020-01-02,0.0
2020-01-10,-29.6667
2020-01-13,-0.4739
2020-01-21,-16.6667
2020-01-22,162.2857
2020-01-23,-18.3007
2020-01-28,-20.0
2020-01-29,-29.3333
2020-01-31,48.3491
2020-02-03,-29.4118
2020-02-06,-3.8288
2020-02-10,21.8735
2020-02-26,-17.7556
2020-03-06,70.0935
2020-03-10,-45.0549
2020-03-18,-25.0
2020-03-23,15.3333
2020-03-24,-19.0751
2020-03-25,0.0
2020-03-26,-3.5714
2020-03-27,0.0
2020-04-06,84.4444
2020-04-07,-45.7831
2020-04-08,33.3333
2020-04-13,-10.0
2020-04-14,38.8889
2020-04-15,5.5556
2020-04-24,-32.6316
2020-04-29,0.625
2020-04-30,-9.937899999999999
2020-05-01,0.0
2020-05-07,3.4483
2020-05-08,0.0
2020-05-13,1.3333
2020-05-14,0.0
2020-05-18,5.9211
2020-05-19,49.0683
2020-05-27,-32.9167
2020-05-28,49.0683
2020-06-01,-29.1667
2020-06-04,0.5882
2020-06-08,0.0
2020-06-10,0.0
2020-06-11,-0.5848
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-07-10,94.1176
2020-07-13,-13.4848
2020-07-14,36.6025
2020-07-15,-43.5897
2020-07-17,-16.8182
2020-07-28,49.1803
2020-07-30,-29.6703
2020-07-31,0.0
