ticker,VERB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-20,25.0
2014-11-21,20.0
2014-11-24,0.0
2014-11-26,6.6667
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,25.0
2014-12-03,0.0
2014-12-04,-1.0
2014-12-05,-4.0404
2014-12-08,-15.7895
2014-12-09,6.875
2014-12-12,-6.4327
2014-12-15,0.0
2014-12-17,0.0
2014-12-18,24.375
2015-01-14,0.0
2015-01-22,0.0
2015-01-28,-5.5276
2015-02-02,-30.8511
2015-04-29,0.0
2015-06-16,0.0
2015-07-28,53.0769
2015-08-05,50.7538
2015-08-20,0.0
2015-09-17,-33.3333
2015-10-20,-25.0
2015-10-23,-55.3333
2015-10-26,-55.2239
2015-10-27,-83.3333
2015-10-28,50.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-02,125.3333
2015-11-03,-23.0769
2015-11-04,-7.6923
2015-11-05,-10.4167
2015-11-06,6.9767
2015-11-09,-0.4348
2015-11-10,0.4367
2015-11-11,-34.7826
2015-11-12,0.0
2015-11-13,33.3333
2015-11-16,-25.0
2015-11-17,-6.6667
2015-11-18,-1.4285999999999999
2015-11-19,8.6957
2015-11-20,6.6667
2015-11-23,1.5625
2015-11-24,16.9231
2015-11-25,-15.7895
2015-11-27,3.125
2015-12-01,-15.1515
2015-12-02,0.0
2015-12-07,0.0
2015-12-08,-28.5714
2015-12-09,0.0
2015-12-10,-10.0
2015-12-11,55.5556
2015-12-14,0.0
2015-12-15,-28.5714
2015-12-16,-20.0
2015-12-17,12.5
2015-12-18,11.1111
2015-12-23,20.0
2015-12-24,0.0
2015-12-29,-16.6667
2016-01-05,40.0
2016-01-06,-42.8571
2016-01-07,25.0
2016-01-11,-10.0
2016-01-12,33.3333
2016-01-13,-39.1667
2016-01-14,36.9863
2016-01-15,-19.75
2016-01-19,-0.3115
2016-01-20,-9.6875
2016-01-21,-3.1142
2016-01-22,0.0
2016-01-26,0.0
2016-01-29,-28.5714
2016-02-03,60.0
2016-02-04,50.0
2016-02-05,-16.6667
2016-02-09,-12.0
2016-02-12,13.6364
2016-02-16,-6.0
2016-02-17,-14.8936
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,30.0
2016-02-23,-14.7837
2016-02-24,12.5529
2016-02-25,-6.7669
2016-02-26,7.5269
2016-03-01,8.0
2016-03-02,-11.1111
2016-03-03,25.0
2016-03-07,0.0
2016-03-14,-8.3333
2016-03-15,0.0
2016-03-16,-18.1818
2016-03-17,1.9444
