ticker,GRNL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-15,0.0
2009-01-16,0.0
2009-01-21,-40.0
2009-01-22,0.0
2009-01-27,-33.3333
2009-02-05,-37.5
2009-02-09,0.0
2009-02-20,-20.0
2009-02-24,-50.0
2009-03-05,150.0
2009-05-04,-60.0
2010-09-09,1150.0
2012-01-19,20.0
2012-02-01,3.3333
2012-02-02,0.0
2012-02-22,0.0
2012-02-29,107.4194
2012-03-02,32.1928
2012-03-05,-23.5294
2012-03-06,-1.5385
2012-03-07,1.5625
2012-03-08,30.7692
2012-03-09,-22.352899999999998
2012-03-12,-42.4053
2012-03-13,7.8593
2012-03-14,7.3171
2012-03-15,0.0
2012-03-16,-31.8182
2012-03-19,-26.6667
2012-03-20,27.2727
2012-03-22,3.5714
2012-03-26,3.4483
2012-03-27,-26.6667
2012-03-28,-28.1818
2012-03-29,-30.3797
2012-03-30,-9.0909
2012-04-02,0.0
2012-04-03,10.0
2012-04-04,27.2727
2012-04-05,-34.2857
2012-04-09,0.0
2012-04-10,1.087
2012-04-11,-8.6022
2012-04-12,4.7059
2012-04-13,-15.7303
2012-04-16,20.0
2012-04-17,5.5556
2012-04-18,-15.7895
2012-04-19,-12.2656
2012-04-20,0.0
2012-04-23,5.4319
2012-04-24,-5.4054
2012-04-25,-14.2857
2012-04-26,8.3333
2012-04-27,-23.0769
2012-04-30,30.0
2012-05-01,-23.0769
2012-05-02,2.0
2012-05-03,27.451
2012-05-04,-1.5385
2012-05-07,-20.3125
2012-05-08,27.451
2012-05-09,-23.3654
2012-05-10,-19.6989
2012-05-11,0.0
2012-05-14,5.3125
2012-05-15,0.0
2012-05-18,-16.9139
2012-05-21,0.0
2012-05-22,28.5714
2012-05-23,-22.2222
2012-05-24,-14.2857
2012-05-29,0.0
2012-06-01,-18.9583
2012-06-04,43.9589
2012-06-05,20.0
2012-06-07,-16.2202
2012-06-08,13.6767
2012-06-11,50.0
2012-06-12,-36.6667
2012-06-18,18.4211
2012-06-19,33.3333
2012-06-20,16.6667
2012-06-21,7.1429
2012-06-22,0.0
2012-06-25,7.3333
2012-06-26,73.913
2012-06-27,-14.2857
2012-06-28,0.0
2012-06-29,0.0
2012-07-02,-10.0
2012-07-03,-7.4074
2012-07-11,-26.0
2012-07-12,29.7297
2012-07-17,-16.6667
2012-07-19,0.0
2012-07-24,0.0
2012-07-25,5.0
2012-07-26,0.8929
2012-07-30,0.0
2012-07-31,0.0
2012-08-02,-0.885
2012-08-07,9.5238
