ticker,GRNL US Equity
2012-08-10,-13.0435
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-30,0.0
2012-08-31,25.0
2012-09-04,28.0
2012-09-05,3.125
2012-09-06,-9.0909
2012-09-07,0.0
2012-09-10,-50.0
2012-09-11,-6.6667
2012-09-12,-50.0
2012-09-13,-16.0714
2012-09-14,-8.5106
2012-09-17,-6.9767
2012-09-18,-10.0
2012-09-19,11.1111
2012-09-20,67.5
2012-09-21,-14.1791
2012-09-24,-30.4348
2012-09-25,-20.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,-17.1875
2012-10-01,-9.434
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,-4.1667
2012-10-05,-26.087
2012-10-08,11.7647
2012-10-09,26.3158
2012-10-10,-45.8333
2012-10-11,30.7692
2012-10-12,26.4706
2012-10-15,0.0
2012-10-16,11.6279
2012-10-17,12.5
2012-10-19,-40.7407
2012-10-22,25.0
2012-10-23,-20.0
2012-10-24,25.0
2012-10-25,-5.0
2012-10-26,-21.0526
2012-10-31,0.0
2012-11-01,26.6667
2012-11-02,-15.7895
2012-11-05,0.0
2012-11-06,31.25
2012-11-07,-28.5714
2012-11-08,-13.3333
2012-11-09,23.0769
2012-11-12,0.0
2012-11-13,-18.75
2012-11-15,0.0
2012-11-16,76.9231
2012-11-19,108.6957
2012-11-20,-25.0
2012-11-21,19.4444
2012-11-23,9.3023
2012-11-26,-31.9149
2012-11-27,-25.0
2012-11-28,56.25
2012-11-29,-12.0
2012-11-30,21.2121
2012-12-03,13.75
2012-12-04,-29.6703
2012-12-05,20.3125
2012-12-06,0.0
2012-12-07,-16.8831
2012-12-10,12.5
2012-12-11,-11.1111
2012-12-12,42.1875
2012-12-13,-5.4945
2012-12-14,-16.2791
2012-12-17,-11.1111
2012-12-18,28.125
2012-12-19,1.2195
2012-12-20,-7.2289
2012-12-21,6.4935
2012-12-24,-24.3902
2012-12-26,3.2258
2012-12-27,-3.125
2012-12-28,-9.6774
2012-12-31,-8.9286
2013-01-02,35.2941
2013-01-03,36.2319
2013-01-04,-1.0638
2013-01-07,25.8065
2013-01-08,9.4017
2013-01-09,17.1875
2013-01-10,-62.6667
2013-01-11,-8.9286
2013-01-14,0.0
2013-01-15,15.6863
2013-01-16,8.4746
2013-01-17,-17.1875
2013-01-18,20.7547
2013-01-22,-25.0
2013-01-23,-16.6667
2013-01-24,-12.5
2013-01-25,14.2857
2013-01-28,0.0
2013-01-29,-5.0
2013-01-30,-15.7895
2013-01-31,25.0
2013-02-01,0.0
2013-02-04,-7.5
2013-02-05,0.0
2013-02-06,-8.1081
2013-02-08,-5.8824
2013-02-11,-15.625
2013-02-12,11.1111
2013-02-13,-20.0
2013-02-14,-25.0
2013-02-15,16.6667
2013-02-19,23.8095
2013-02-20,0.0
2013-02-21,3.8462
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,7.4074
2013-02-28,-17.2414
2013-03-01,0.0
2013-03-06,8.3333
2013-03-11,11.538499999999999
2013-03-13,-10.3448
2013-03-14,-7.6923
2013-03-15,-12.5
2013-03-18,14.2857
2013-03-19,12.5
2013-03-22,-3.7037
2013-03-25,-7.6923
2013-03-26,0.0
2013-03-28,0.0
2013-04-01,8.3333
2013-04-02,0.0
2013-04-03,-15.3846
2013-04-04,9.0909
2013-04-05,0.0
2013-04-08,8.3333
2013-04-09,11.538499999999999
2013-04-10,37.931
2013-04-11,-25.0
2013-04-12,6.6667
2013-04-15,0.0
2013-04-17,-6.25
2013-04-18,-13.3333
2013-04-19,0.0
2013-04-22,-7.6923
2013-04-23,0.0
2013-04-24,8.3333
2013-04-26,0.0
2013-04-29,-19.2308
2013-04-30,4.7619
2013-05-01,9.0909
2013-05-03,-12.5
2013-05-06,0.0
2013-05-07,4.7619
2013-05-08,9.0909
2013-05-09,-25.0
2013-05-22,-11.1111
2013-05-24,112.5
2013-05-28,-11.9118
2013-06-03,-43.9065
2013-06-06,-2.3810000000000002
2013-06-10,34.1463
2013-06-12,-14.5455
2013-06-13,-2.1277
2013-06-17,-2.1739
2013-06-18,0.0
2013-06-20,0.0
2013-06-26,0.0
2013-06-27,-8.8889
2013-07-01,-2.439
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-23,0.0
2013-07-25,25.0
2013-07-29,-10.0
2013-07-30,0.0
2013-07-31,0.0
2013-08-08,0.0
2013-08-15,0.0
2013-08-16,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-09-03,0.0
2013-09-06,0.0
2013-09-26,0.0
2013-09-30,0.0
2013-10-03,0.0
2013-10-14,0.0
2013-10-18,0.0
2013-10-21,0.0
2013-11-04,0.0
2013-11-18,0.0
2013-11-25,0.0
2013-12-13,-11.1111
2013-12-16,0.0
2013-12-18,0.0
2013-12-23,5.0
2013-12-27,0.0
2014-01-02,0.0
2014-01-06,0.0
2014-01-07,-28.5714
2014-01-16,0.0
2014-01-21,0.0
2014-01-22,0.0
2014-01-27,0.0
2014-01-29,0.0
2014-01-30,0.0
2014-02-18,0.0
2014-02-21,0.0
2014-02-26,0.0
2014-03-04,0.0
2014-03-06,0.0
2014-03-19,0.0
2014-03-24,0.0
2014-03-28,0.0
2014-03-31,0.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-14,0.0
2014-04-17,0.0
2014-05-28,0.0
2014-06-23,0.0
2014-07-01,0.0
2014-07-10,0.0
2014-07-30,0.0
2014-08-05,16.6667
2014-09-15,-28.5714
2014-10-01,0.0
2014-10-20,0.0
2014-11-03,0.0
2014-11-10,0.0
2014-12-03,60.0
2014-12-08,-6.25
2014-12-09,0.0
2014-12-12,0.0
2014-12-15,60.0
2014-12-17,-41.6667
2014-12-19,0.0
2014-12-22,0.0
2014-12-24,0.0
2014-12-31,57.1429
2015-01-20,-36.3636
2015-02-04,0.0
2015-02-11,0.0
2015-02-17,0.0
2015-02-26,0.0
2015-03-13,0.0
2015-04-22,0.0
2015-05-06,0.0
2015-05-12,0.0
2015-06-30,35.7143
2015-07-23,-26.3158
2015-07-29,100.0
2015-07-30,-50.0
2015-08-04,0.0
2015-08-11,0.0
2015-08-31,0.0
2015-09-08,-8.5714
2015-09-15,-6.25
2015-10-21,0.0
2015-10-23,66.6667
2015-11-10,-40.0
2015-11-18,0.0
2015-12-11,0.0
2015-12-15,0.0
2015-12-21,0.0
2015-12-24,0.0
2016-01-08,0.0
2016-02-16,26.875
2016-03-08,-21.1823
2016-03-14,-33.3333
2016-04-13,50.0
2016-05-17,0.0
2016-05-18,3.75
2016-05-23,-19.6787
2016-06-07,0.0
2016-06-29,1.75
2016-07-06,-21.3759
2016-07-07,0.0
2016-07-08,15.0
2016-07-13,-13.0435
2016-07-15,0.0
2016-07-26,-25.0
2016-08-01,0.0
2016-08-03,0.0
2016-08-08,-33.3333
2016-08-16,10.0
2016-08-23,-9.0909
2016-08-31,-10.0
2016-09-01,-22.2222
2016-09-07,-14.2857
2016-09-13,39.5833
2016-09-23,-40.2985
2016-09-27,100.0
2016-11-04,-78.75
2016-12-01,0.0
2016-12-08,2.9412000000000003
2017-03-10,-2.8571
2017-04-05,0.0
2017-04-12,0.0
2017-04-28,129.4118
2017-05-02,103.8462
2017-05-03,-63.522
2017-05-09,162.069
2017-05-15,-40.7895
2017-05-18,0.0
2017-05-25,-17.7778
2017-06-16,27.5676
2017-06-21,-44.0678
2017-07-06,9.0909
2017-08-01,0.0
2017-12-07,13.8889
2017-12-14,61.1463
2017-12-18,-37.9446
2017-12-19,0.0
2017-12-20,0.0
2018-01-23,4.878
2018-03-09,4.6512
2018-04-03,2.2222
2018-04-24,0.0
2018-05-07,-2.1739
2018-07-18,-28.8889
2018-10-01,0.0
2018-10-18,25.0
2018-10-23,-46.5
2018-11-14,-1.8692
2019-01-03,276.1905
2019-01-04,-1.8987
2019-01-09,-10.9677
2019-01-10,-14.4928
2019-01-17,103.3898
2019-01-28,0.0
2019-01-29,25.0
2019-01-30,0.0
2019-02-06,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-25,353.3333
2019-02-26,-7.3529
2019-02-27,2.3810000000000002
2019-02-28,27.907
2019-03-01,-6.6667
2019-03-04,81.8182
2019-03-05,-42.1429
2019-03-06,50.6173
2019-03-07,-28.2787
2019-03-12,-23.4286
2019-03-19,0.0
2019-03-21,49.2537
2019-03-22,8.0
2019-03-26,1.8519
2019-03-27,-31.8182
2019-03-29,-11.4667
2019-04-01,5.4217
2019-04-02,-42.8571
2019-04-09,62.5
2019-04-11,0.0
2019-04-12,-7.6923
2019-04-17,0.0
2019-04-24,100.0
2019-04-26,11.6667
2019-04-29,51.9403
2019-05-09,-25.8694
2019-05-10,-7.9043
2019-05-14,-27.3381
2019-05-15,-0.9901
2019-05-16,36.0
2019-05-17,-4.4118
2019-05-20,11.538499999999999
2019-05-31,-10.3448
2019-06-07,-23.0
2019-06-10,9.8901
2019-06-11,26.3636
2019-06-12,-27.9856
2019-06-13,-10.0899
2019-07-15,-2.2222
2019-07-16,68.125
2019-07-17,-45.9277
2019-07-19,84.3125
2019-07-23,-38.9624
2019-07-25,21.1
2019-07-26,-8.2485
2019-08-02,30.0
2019-08-07,-7.6923
2019-08-08,8.25
2019-08-09,0.0
2019-08-13,-1.8476
2019-08-14,-21.5686
2019-08-15,27.5
2019-08-19,0.0
2019-08-22,-35.6863
2019-09-05,-0.8537
2019-09-09,57.4416
2019-09-11,9.375
2019-09-13,-7.1429
2019-09-16,-30.7692
2019-09-17,0.0
2019-09-18,-11.1111
2019-09-23,12.5
2019-10-01,-19.4444
2019-10-04,37.931
2019-10-07,0.0
2019-10-14,-20.0
2019-10-15,0.0
2019-10-17,48.75
2019-10-21,-45.3782
2019-10-24,7.6923
2019-11-04,41.2857
2019-11-11,-2.9221
2019-11-13,3.0101
2019-11-14,39.5349
2019-11-15,1.4493
2019-11-18,0.0
2019-11-19,-28.5714
2019-11-20,33.0
2019-11-21,-24.812
2019-11-25,-9.5
2019-12-03,-0.5525
2019-12-09,0.0
2019-12-17,0.0
2019-12-27,-11.1111
2020-01-03,0.0
2020-01-07,-12.5
2020-01-21,10.7143
2020-01-29,-9.6774
2020-01-30,0.1429
2020-02-03,-0.1427
2020-02-12,-27.1429
2020-03-11,7.8431
2020-03-18,-9.0909
2020-04-06,-15.8
2020-04-14,-40.6176
2020-04-16,20.0
2020-04-22,6.6667
2020-04-23,0.0
2020-04-28,-22.5
2020-04-29,-15.3226
2020-05-01,-4.2857
2020-06-04,223.3831
2020-06-08,-35.3846
2020-06-09,-2.3810000000000002
2020-06-12,-26.8293
2020-06-23,10.0
2020-06-24,0.0
2020-07-08,43.1818
2020-07-10,-15.3439
2020-07-20,0.0
