ticker,EQFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-11,0.0
2005-11-14,0.0
2005-11-16,-5.0
2005-11-17,5.2632
2005-11-21,-2.0
2005-11-22,1.5306
2005-11-23,-3.0151
2005-11-28,3.1088
2005-11-29,-2.5126
2005-11-30,3.0928
2005-12-02,-3.0
2005-12-05,-4.6392
2005-12-06,2.7027
2005-12-07,0.0
2005-12-08,-1.0526
2005-12-09,0.5319
2005-12-12,-1.0582
2005-12-13,0.5348
2005-12-14,2.1277
2005-12-15,0.0
2005-12-16,0.5208
2005-12-21,-4.1451
2005-12-23,2.5946
2005-12-27,-2.529
2005-12-28,2.7027
2005-12-29,-2.6316
2005-12-30,2.7027
2006-01-03,0.0
2006-01-09,0.0
2006-01-10,-2.5263
2006-01-11,-0.108
2006-01-12,0.5405
2006-01-17,0.0
2006-01-19,2.1505
2006-01-23,-1.0526
2006-01-25,-1.5957
2006-01-26,0.0
2006-02-07,0.0
2006-02-08,1.9459
2006-02-09,-0.2121
2006-02-10,-1.7003
2006-02-13,0.0
2006-02-14,0.0
2006-02-17,-0.5405
2006-02-22,0.0
2006-02-24,-2.1739
2006-02-27,-3.3333
2006-02-28,0.0
2006-03-06,2.8736
2006-03-07,0.0
2006-03-08,-0.5587
2006-03-13,-2.2472
2006-03-15,5.7471
2006-03-16,0.0
2006-03-17,-2.1739
2006-03-21,0.0
2006-03-24,0.0
2006-04-10,2.2222
2006-04-11,-1.087
2006-04-17,1.0989
2006-04-18,2.1739
2006-04-19,-0.5319
2006-04-20,0.0
2006-04-21,-1.0695000000000001
2006-04-24,-1.0811
2006-04-26,1.6393
2006-04-28,-0.5376
2006-05-02,0.0
2006-05-03,0.0
2006-05-05,0.5405
2006-05-08,-0.5376
2006-05-10,0.5405
2006-05-11,0.0
2006-05-12,0.0
2006-05-15,1.0753
2006-05-16,0.0
2006-05-17,-1.5957
2006-05-22,-1.0811
2006-05-25,1.6393
2006-05-30,-1.0753
2006-05-31,0.0
2006-06-02,1.6303999999999998
2006-06-05,0.5348
2006-06-06,-0.5319
2006-06-07,0.0
2006-06-08,-1.0695000000000001
2006-06-12,1.0811
2006-06-19,0.0
2006-06-27,-1.6042999999999998
2006-06-28,0.0
2006-07-05,0.0
2006-07-12,0.5435
2006-07-17,0.0
2006-07-18,0.0
2006-07-25,0.5405
2006-07-26,0.0
2006-07-27,0.5376
2006-07-31,0.5348
2006-08-08,-2.1277
2006-08-24,2.1739
2006-08-25,0.0
2006-08-29,-1.0638
