ticker,YCBD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-17,-7.5
2017-11-20,-2.5514
2017-11-21,0.5843
2017-11-22,1.1029
2017-11-24,0.0
2017-11-27,-8.1818
2017-11-28,-3.3663
2017-11-29,4.0984
2017-11-30,2.3622
2017-12-01,0.5769
2017-12-04,-6.3098
2017-12-05,-1.0204
2017-12-06,0.0
2017-12-07,1.7113
2017-12-08,-2.6961
2017-12-11,-0.5021
2017-12-12,-4.3112
2017-12-13,2.8446
2017-12-14,-6.383
2017-12-15,4.8568
2017-12-18,-4.6319
2017-12-19,-5.6818
2017-12-20,-0.7229
2017-12-21,0.0
2017-12-22,0.2427
2017-12-26,0.9443
2017-12-27,1.9453
2017-12-28,-0.0024
2017-12-29,2.3529
2018-01-02,-1.1494
2018-01-03,1.8512
2018-01-04,2.7491
2018-01-05,2.7556000000000003
2018-01-08,13.5381
2018-01-09,-3.6189999999999998
2018-01-10,-1.1858
2018-01-11,-1.02
2018-01-16,1.6165
2018-01-17,1.2567
2018-01-18,0.9367
2018-01-19,-0.749
2018-01-22,2.9129
2018-01-23,-2.8571
2018-01-24,-6.1824
2018-01-25,2.4098
2018-01-26,3.3673
2018-01-29,-0.2962
2018-01-30,-3.9604
2018-01-31,1.6865999999999999
2018-02-01,-0.6448
2018-02-02,-5.102
2018-02-05,-5.3763
2018-02-06,0.0
2018-02-07,-0.8023
2018-02-08,-2.6508000000000003
2018-02-12,1.2003
2018-02-13,0.9302
2018-02-14,-9.9078
2018-02-15,2.4246
2018-02-16,-2.6169000000000002
2018-02-20,-8.2051
2018-02-21,19.0056
2018-02-22,-2.5913
2018-02-23,-2.4096
2018-02-26,0.4938
2018-02-27,-2.9484
2018-02-28,1.2658
2018-03-01,0.0
2018-03-02,-1.25
2018-03-05,1.2658
2018-03-06,-6.0
2018-03-07,1.0638
2018-03-08,-1.6474
2018-03-09,-1.5358
2018-03-12,1.3587
2018-03-13,-0.2681
2018-03-14,-5.6452
2018-03-15,10.2564
2018-03-16,-3.876
2018-03-19,1.6129
2018-03-20,-1.8519
2018-03-21,3.7736
2018-03-22,1.039
2018-03-23,0.2571
2018-03-26,-1.5385
2018-03-27,6.7708
2018-03-28,0.839
2018-03-29,1.3424
2018-04-02,-0.6372
2018-04-03,-4.8809000000000005
2018-04-04,-1.2626
2018-04-05,-1.2788
2018-04-06,4.3782
2018-04-09,3.2514
2018-04-10,0.113
2018-04-11,1.6496
2018-04-12,2.9905
2018-04-13,2.9817
