ticker,FCBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6849
2000-01-04,0.0
2000-01-05,-0.6897
2000-01-06,0.0
2000-01-10,-1.3889
2000-01-12,2.8169
2000-01-13,1.7123
2000-01-14,-0.3367
2000-01-18,4.0541
2000-01-19,-3.2468
2000-01-20,0.0
2000-01-21,2.0134
2000-01-24,-1.9737
2000-01-25,2.0134
2000-01-27,-1.9737
2000-01-28,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,2.0134
2000-02-09,0.0
2000-02-10,-1.9737
2000-02-11,2.0134
2000-02-16,-2.6316
2000-02-17,1.3514
2000-02-23,0.0
2000-02-25,-2.6667
2000-02-28,1.3699
2000-02-29,0.6757
2000-03-01,-0.6711
2000-03-07,1.3514
2000-03-08,-4.0
2000-03-09,2.0833
2000-03-10,0.6803
2000-03-13,-2.027
2000-03-14,-0.6897
2000-03-15,1.2222
2000-03-16,-1.3889
2000-03-21,1.4085
2000-03-22,0.0
2000-03-23,4.1667
2000-03-24,-1.6667
2000-03-27,1.0169
2000-03-28,0.6711
2000-03-30,1.3333
2000-03-31,0.0
2000-04-03,0.6579
2000-04-04,-0.6536
2000-04-05,0.0
2000-04-06,0.6579
2000-04-07,-0.6536
2000-04-10,0.0
2000-04-11,-0.6579
2000-04-12,-0.6623
2000-04-13,0.6667
2000-04-14,0.0
2000-04-17,-3.3113
2000-04-19,0.0
2000-04-20,2.7397
2000-04-24,2.6667
2000-04-25,-1.2987
2000-04-26,0.0
2000-05-01,0.0
2000-05-02,0.6579
2000-05-03,-0.6536
2000-05-04,0.6579
2000-05-05,-2.6144
2000-05-08,0.6711
2000-05-09,1.3333
2000-05-11,0.0
2000-05-15,-2.6316
2000-05-16,0.0
2000-05-17,-1.3514
2000-05-18,0.0
2000-05-22,2.0548
2000-05-24,-2.0134
2000-05-30,-1.3699
2000-06-05,-1.3889
2000-06-06,-2.8169
2000-06-07,1.4493
2000-06-08,0.0
2000-06-09,-2.8571
2000-06-12,0.0
2000-06-13,-2.9412000000000003
2000-06-15,1.4136
2000-06-16,0.0
2000-06-20,-3.0303
2000-06-21,3.125
2000-06-22,-2.2727
2000-06-23,2.3256
2000-06-26,-9.0909
2000-06-27,3.3333
2000-06-28,-1.6129
2000-06-29,-0.8197
2000-06-30,0.8264
2000-07-03,3.2787
2000-07-06,1.5873
2000-07-07,0.0
2000-07-10,1.9531
2000-07-11,-1.9157
2000-07-12,-2.3438
2000-07-13,0.0
2000-07-18,2.4
