ticker,GLIBA US Equity
2018-08-01,-1.5796999999999999
2018-08-02,-0.6758
2018-08-03,0.9781
2018-08-06,0.5264
2018-08-07,-0.9426
2018-08-08,0.2538
2018-08-09,1.9827
2018-08-10,-0.393
2018-08-13,-0.6022
2018-08-14,1.525
2018-08-15,-3.786
2018-08-16,1.7322
2018-08-17,0.021
2018-08-20,0.6726
2018-08-21,1.9415
2018-08-22,-0.3481
2018-08-23,-2.6715999999999998
2018-08-24,1.647
2018-08-27,1.0594
2018-08-28,1.6444
2018-08-29,-0.6876
2018-08-30,-0.7534
2018-08-31,0.6976
2018-09-04,0.0611
2018-09-05,-1.5678999999999998
2018-09-06,-1.7377
2018-09-07,0.2105
2018-09-10,0.5462
2018-09-11,0.9193
2018-09-12,-0.2899
2018-09-13,1.8688
2018-09-14,1.0192
2018-09-17,-0.2825
2018-09-18,3.3792
2018-09-19,-0.3523
2018-09-20,0.0196
2018-09-21,-0.1964
2018-09-24,-1.2397
2018-09-25,-0.0199
2018-09-26,-0.5978
2018-09-27,0.8821
2018-09-28,1.3514
2018-10-01,-1.0196
2018-10-02,-0.6933
2018-10-03,1.1171
2018-10-04,-0.5524
2018-10-05,-1.825
2018-10-08,0.2425
2018-10-09,0.0
2018-10-10,-3.6888
2018-10-11,-2.6789
2018-10-12,1.3763
2018-10-15,1.6971
2018-10-16,2.4197
2018-10-17,-0.5703
2018-10-18,-1.9459
2018-10-19,-0.4178
2018-10-22,-0.7342
2018-10-23,-2.1767
2018-10-24,-4.623
2018-10-25,4.7565
2018-10-26,-3.9784
2018-10-29,0.4729
2018-10-30,4.3478
2018-10-31,1.6538
2018-11-01,1.9438
2018-11-02,-0.4352
2018-11-05,0.8535
2018-11-06,-1.5272999999999999
2018-11-07,3.165
2018-11-08,-1.4222000000000001
2018-11-09,-3.9365
2018-11-12,-1.6735
2018-11-13,1.3965
2018-11-14,1.119
2018-11-15,0.532
2018-11-16,1.6935
2018-11-19,-2.6436
2018-11-20,-5.3453
2018-11-21,0.0452
2018-11-23,1.5579
2018-11-26,0.4446
2018-11-27,1.5272000000000001
2018-11-28,3.1175
2018-11-29,1.4799
2018-11-30,-0.2708
2018-12-03,-1.1907
2018-12-04,-1.5222
2018-12-06,1.374
2018-12-07,-2.8166
2018-12-10,-0.5884
2018-12-11,0.5918
2018-12-12,1.6997
2018-12-13,-0.9214
2018-12-14,-1.6002999999999998
2018-12-17,-1.1429
2018-12-18,0.0222
2018-12-19,-4.6899
2018-12-20,-0.1166
2018-12-21,-4.5529
2018-12-24,-1.1742
2018-12-26,0.8416
2018-12-27,-0.3927
2018-12-28,1.3061
2018-12-31,0.1216
2019-01-02,1.6521
2019-01-03,1.1472
2019-01-04,4.017
2019-01-07,-0.0909
2019-01-08,-0.2274
2019-01-09,-1.0939
2019-01-10,-0.7834
2019-01-11,0.6735
2019-01-14,-0.8766
2019-01-15,0.512
2019-01-16,1.1345
2019-01-17,0.7097
2019-01-18,-0.7956
2019-01-22,-0.8937
2019-01-23,-0.9942
2019-01-24,1.0976
2019-01-25,2.2407
2019-01-28,1.5590000000000002
2019-01-29,-1.3348
2019-01-30,-0.5186
2019-01-31,15.3672
2019-02-01,3.89
2019-02-04,-0.6997
2019-02-05,1.314
2019-02-06,-0.3759
2019-02-07,0.1321
2019-02-08,-0.1884
2019-02-11,-1.1138
2019-02-12,0.1909
2019-02-13,-2.0389
2019-02-14,0.5446
2019-02-15,1.9346
2019-02-19,-0.7212
2019-02-20,1.2999
2019-02-21,-0.0189
2019-02-22,1.0948
2019-02-25,0.3734
2019-02-26,-0.8557
2019-02-27,0.4503
2019-02-28,0.0
2019-03-01,0.8218
2019-03-04,-0.0741
2019-03-05,0.1112
2019-03-06,-0.4074
2019-03-07,-0.2603
2019-03-08,-0.783
2019-03-11,1.9165999999999999
2019-03-12,1.8252000000000002
2019-03-13,0.6337
2019-03-14,0.9356
2019-03-15,0.1783
2019-03-18,-0.516
2019-03-19,0.4114
2019-03-20,0.0356
2019-03-21,0.552
2019-03-22,-1.7354
2019-03-25,-0.6127
2019-03-26,1.0879
2019-03-27,0.1256
2019-03-28,-0.2329
2019-03-29,-0.1437
2019-04-01,1.1509
2019-04-02,0.1067
2019-04-03,0.2841
2019-04-04,0.4604
2019-04-05,0.9695
2019-04-08,-0.1047
2019-04-09,0.3495
2019-04-10,0.209
2019-04-11,0.5214
2019-04-12,-0.0173
2019-04-15,-0.0346
2019-04-16,0.5881
2019-04-17,0.6019
2019-04-18,0.0513
2019-04-22,-0.5126
2019-04-23,0.5495
2019-04-24,0.0
2019-04-25,0.5978
2019-04-26,1.2564
2019-04-29,-0.3186
2019-04-30,0.286
2019-05-01,-0.4025
2019-05-02,-0.3537
2019-05-03,1.7913999999999999
2019-05-06,-0.4151
2019-05-07,-0.4835
2019-05-08,-0.1843
2019-05-09,0.0504
2019-05-10,-0.0168
2019-05-13,-3.2215
2019-05-14,0.4161
2019-05-15,1.6747
2019-05-16,3.0565
2019-05-17,-0.2307
2019-05-20,-1.123
2019-05-21,-0.2004
2019-05-22,0.1004
2019-05-23,0.117
2019-05-24,0.1503
2019-05-28,-0.4169
2019-05-29,-2.0764
2019-05-30,0.7524
2019-05-31,-1.4087
2019-06-03,-0.6886
2019-06-04,2.7388
2019-06-05,0.0506
2019-06-06,0.7083
2019-06-07,2.0764
2019-06-10,0.9186
2019-06-11,-0.5527
2019-06-12,-1.4874
2019-06-13,-0.1659
2019-06-14,0.3324
2019-06-17,0.8614
2019-06-18,0.8047
2019-06-19,0.5865
2019-06-20,-0.0486
2019-06-21,0.0972
2019-06-24,-0.9066
2019-06-25,-1.3887
2019-06-26,-1.3418999999999999
2019-06-27,1.78
2019-06-28,1.4024
2019-07-01,1.6108
2019-07-02,-0.2882
2019-07-03,0.8511
2019-07-05,0.5414
2019-07-08,-0.9186
2019-07-09,0.2398
2019-07-10,1.3235999999999999
2019-07-11,0.9758
2019-07-12,0.6858
2019-07-15,-0.4025
2019-07-16,0.6372
2019-07-17,-0.9421
2019-07-18,-0.1091
2019-07-19,-0.9053
2019-07-22,-0.819
2019-07-23,0.7305
2019-07-24,0.7094
2019-07-25,-3.6318
2019-07-26,-1.9656
2019-07-29,-0.1326
2019-07-30,0.8794
2019-07-31,-1.7599
2019-08-01,-1.0045
2019-08-02,-0.1353
2019-08-05,-2.2015000000000002
2019-08-06,1.7143000000000002
2019-08-07,-0.6469
2019-08-08,2.0905
2019-08-09,-0.2853
2019-08-12,-1.7168999999999999
2019-08-13,1.1132
2019-08-14,-1.8123
2019-08-15,1.0523
2019-08-16,0.973
2019-08-19,1.2849
2019-08-20,0.8012
2019-08-21,0.5133
2019-08-22,-0.5272
2019-08-23,-1.6231
2019-08-26,2.5758
2019-08-27,-0.0328
2019-08-28,0.197
2019-08-29,1.4419
2019-08-30,0.533
2019-09-03,-0.1767
2019-09-04,2.1246
2019-09-05,0.8511
2019-09-06,-0.125
2019-09-09,-0.0469
2019-09-10,-0.4853
2019-09-11,0.2517
2019-09-12,0.8787
2019-09-13,-0.2955
2019-09-16,-0.9048
2019-09-17,-0.6612
2019-09-18,1.2678
2019-09-19,1.471
2019-09-20,-2.2517
2019-09-23,-0.3629
2019-09-24,-0.6334
2019-09-25,-0.0797
2019-09-26,-1.3237999999999999
2019-09-27,-1.3092
2019-09-30,1.6541000000000001
2019-10-01,-0.2256
2019-10-02,2.3414
2019-10-03,-0.142
2019-10-04,2.9389
2019-10-07,-0.1995
2019-10-08,-0.3691
2019-10-09,-0.2161
2019-10-10,-0.1702
2019-10-11,-0.062
2019-10-14,-0.7753
2019-10-15,1.7346
2019-10-16,0.3072
2019-10-17,0.8423
2019-10-18,0.8504
2019-10-21,0.4066
2019-10-22,-1.3047
2019-10-23,1.1244
2019-10-24,-0.1052
2019-10-25,4.9639
2019-10-28,0.2866
2019-10-29,-0.8431
2019-10-30,0.0144
2019-10-31,0.8357
2019-11-01,0.3572
2019-11-04,0.0285
2019-11-05,-0.5979
2019-11-06,-1.3891
2019-11-07,-0.8713
2019-11-08,0.0732
2019-11-11,-0.3953
2019-11-12,5.1734
2019-11-13,2.8087999999999997
2019-11-14,0.0612
2019-11-15,-1.2294
2019-11-18,0.6602
2019-11-19,0.5055
2019-11-20,0.1495
2019-11-21,-0.7059
2019-11-22,-1.3397000000000001
2019-11-25,-1.0946
2019-11-26,-1.2749
2019-11-27,1.419
2019-11-29,-0.6716
2019-12-02,-1.0424
2019-12-03,-0.1139
2019-12-04,-0.8123
2019-12-05,0.4167
2019-12-06,-0.0143
2019-12-09,-1.4024
2019-12-10,-1.5965
2019-12-11,0.3982
2019-12-12,1.2046000000000001
2019-12-13,-0.3484
2019-12-16,0.2185
2019-12-17,-0.189
2019-12-18,-0.9611
2019-12-19,1.7203
2019-12-20,1.4021
2019-12-23,0.0
2019-12-24,-0.1853
2019-12-26,0.7141
2019-12-27,0.312
2019-12-30,-0.622
2019-12-31,0.7824
2020-01-02,0.3387
2020-01-03,1.2379
2020-01-06,0.528
2020-01-07,0.1382
2020-01-08,0.4693
2020-01-09,1.2913999999999999
2020-01-10,-0.7188
2020-01-13,0.3142
2020-01-14,-0.3813
2020-01-15,0.4785
2020-01-16,-0.517
2020-01-17,-0.4513
2020-01-21,0.2748
2020-01-22,0.3288
2020-01-23,-0.5053
2020-01-24,-0.8509
2020-01-27,-0.18
2020-01-28,-0.0416
2020-01-29,-1.9144999999999999
2020-01-30,0.4385
2020-01-31,3.0559
2020-02-03,2.1181
2020-02-04,0.3747
2020-02-05,-0.7199
2020-02-06,0.5908
2020-02-07,-0.9078
2020-02-10,1.3606
2020-02-11,1.2892000000000001
2020-02-12,1.1285
2020-02-13,0.7655
2020-02-14,0.206
2020-02-18,-0.1671
2020-02-19,0.9911
2020-02-20,0.1402
2020-02-21,-1.0564
2020-02-24,-1.0419
2020-02-25,-3.4707
2020-02-26,0.6194
2020-02-27,-4.3496
2020-02-28,-3.3021
2020-03-02,2.9229000000000003
2020-03-03,-0.6889
2020-03-04,4.9972
2020-03-05,-3.9908
2020-03-06,-2.6682
2020-03-09,-9.2627
2020-03-10,2.1784
2020-03-11,-7.7186
2020-03-12,-8.9376
2020-03-13,6.4444
2020-03-16,-16.858
2020-03-17,3.5991
2020-03-18,-15.5322
2020-03-19,5.1889
2020-03-20,-3.4099
2020-03-23,2.3535
2020-03-24,11.7958
2020-03-25,2.0362
2020-03-26,12.3161
2020-03-27,-0.6461
2020-03-30,5.0578
2020-03-31,-2.0461
2020-04-01,-6.2138
2020-04-02,-2.4144
2020-04-03,-2.4741
2020-04-06,9.8918
2020-04-07,2.3622
2020-04-08,2.6224
2020-04-09,0.6985
2020-04-13,-2.5038
2020-04-14,3.7654
2020-04-15,-0.4348
2020-04-16,0.7558
2020-04-17,1.4336
2020-04-20,0.115
2020-04-21,-1.9041000000000001
2020-04-22,2.0582
2020-04-23,-0.2951
2020-04-24,-0.2796
2020-04-27,2.9189
2020-04-28,-0.4807
2020-04-29,0.7728
2020-04-30,-2.8120000000000003
2020-05-01,1.8412
2020-05-04,1.2107
2020-05-05,0.2392
2020-05-06,-1.8138
2020-05-07,2.2849
2020-05-08,1.1565
2020-05-11,-0.0157
2020-05-12,-2.3026
2020-05-13,-2.5333
2020-05-14,0.3784
2020-05-15,1.1472
2020-05-18,3.3539
2020-05-19,-0.9876
2020-05-20,2.3116
2020-05-21,0.8357
2020-05-22,1.0282
2020-05-26,1.0633
2020-05-27,4.0433
2020-05-28,0.26
2020-05-29,-0.3026
2020-06-01,-0.1734
2020-06-02,1.7663
2020-06-03,2.006
2020-06-04,0.9344
2020-06-05,-1.6720000000000002
2020-06-08,1.8831
2020-06-09,-1.8207
2020-06-10,-2.1073
2020-06-11,-4.248
2020-06-12,2.1283
2020-06-15,0.0
2020-06-16,1.3648
2020-06-17,-0.7673
2020-06-18,0.8754
2020-06-19,-1.0992
2020-06-22,0.3656
2020-06-23,-0.714
2020-06-24,-3.302
2020-06-25,1.1534
2020-06-26,-0.8852
2020-06-29,1.4986
2020-06-30,6.0701
2020-07-01,3.0512
2020-07-02,-2.456
2020-07-06,0.4756
2020-07-07,1.8934
2020-07-08,-0.1776
2020-07-09,-0.6022
2020-07-10,0.9777
2020-07-13,-1.6909999999999998
2020-07-14,2.4414
2020-07-15,1.2458
2020-07-16,-0.107
2020-07-17,1.7138
2020-07-20,0.0921
2020-07-21,0.4208
2020-07-22,0.0131
2020-07-23,-0.8118
2020-07-24,0.3432
2020-07-27,-0.5262
2020-07-28,-0.0926
2020-07-29,0.3177
2020-07-30,1.2008
2020-07-31,2.2167
