ticker,ENMI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-09,0.0
2004-12-09,12.5
2004-12-10,2.2222
2005-03-17,8.6957
2005-03-18,0.0
2005-03-23,0.0
2005-06-10,0.0
2005-06-14,0.0
2005-06-16,0.0
2005-06-22,0.0
2005-07-21,-50.0
2005-08-04,40.0
2005-08-15,-71.4286
2005-08-23,300.0
2005-11-21,0.0
2006-02-15,-17.5
2006-03-10,21.2121
2006-05-15,0.0
2006-08-18,25.0
2006-11-21,-99.975
2006-12-01,71900.0
2007-02-14,-44.4444
2007-02-15,-20.0
2007-02-16,25.0
2007-02-20,0.0
2007-02-21,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-26,-0.25
2007-02-27,20.3008
2007-02-28,16.6667
2007-03-01,14.2857
2007-03-06,0.0
2007-03-08,-12.5
2007-03-09,14.2857
2007-03-14,-25.0
2007-03-20,0.0
2007-03-21,0.0
2007-03-28,-25.0
2007-08-20,-84.1667
2007-09-26,742.1053
2007-10-12,25.0
2007-10-16,-73.3333
2007-10-29,0.0
2007-11-01,-75.0
2007-11-26,-80.0
2008-03-24,0.0
2008-11-06,0.0
2008-11-14,100.0
2009-01-08,0.0
2009-03-24,-95.0
2009-04-02,19900.0
2009-04-03,-5.0
2009-04-13,-89.4737
2009-04-23,400.0
2009-04-24,90.0
2009-04-27,0.0
2009-04-28,-21.0526
2009-04-29,0.0
2009-05-05,0.0
2009-05-11,33.3333
2009-05-14,0.0
2009-05-18,0.0
2009-05-20,-75.0
2009-06-17,200.0
2009-06-23,-80.0
2009-08-20,0.0
2009-08-21,-33.3333
2009-09-23,10.9375
2009-09-24,0.0
2009-09-25,0.0
2009-09-29,0.0
2009-10-05,13.5211
2009-10-27,-20.5955
2009-11-18,0.0
2010-01-05,0.0
2010-01-29,300.0
2010-02-03,0.0
2010-02-10,0.0
2010-02-16,0.0
2010-02-23,-2.9688
2010-04-21,-74.2351
2010-04-29,0.0
2010-05-11,0.0
2010-05-25,0.0
2010-06-07,45.0
2010-06-08,0.0
2010-06-10,-13.7931
2010-06-14,16.0
2010-06-21,-13.7931
2010-06-22,0.0
2010-06-24,0.0
2010-06-28,16.0
2010-06-29,-3.4483
2010-06-30,3.5714
2010-07-01,-37.931
2010-07-06,-44.4444
2010-07-08,180.0
2010-07-09,0.0
2010-07-14,-28.5714
2010-07-16,0.0
2010-07-19,-50.0
2010-07-21,-38.75
2010-07-23,-88.7755
2010-07-26,-72.7273
2010-07-27,3200.0
2010-07-28,-96.9697
2010-08-12,0.0
2010-08-18,166.6667
2010-08-25,-25.0
2010-10-12,2216.6667
2010-10-13,5.7554
2010-10-14,0.0
2010-10-15,-40.1361
2010-10-25,-34.0909
2010-10-26,175.8621
2010-10-27,100.0
2010-10-28,0.0
2010-10-29,-82.5
2010-11-01,3.5714
2010-11-23,5.1724
2010-11-24,-73.7705
2010-12-01,150.0
2010-12-21,-20.0
2010-12-22,-40.625
2011-01-05,-15.7895
2011-01-13,68.75
2011-01-14,-11.1111
2011-01-18,12.5
2011-01-20,70.3704
2011-01-25,-36.9565
2011-01-26,48.2759
2011-01-31,4.6512
2011-02-01,0.0
2011-02-03,53.3333
2011-02-07,-33.3333
2011-02-08,-52.1739
2011-02-09,95.4545
2011-02-10,-30.2326
2011-02-11,-26.6667
2011-02-14,-27.2727
2011-02-15,0.0
2011-02-16,87.5
2011-02-17,0.0
2011-02-18,-20.0
2011-02-22,-33.3333
2011-02-23,0.0
2011-02-24,-31.25
2011-02-28,163.6364
2011-03-01,0.0
2011-03-02,-37.931
2011-03-03,33.3333
2011-03-04,-33.3333
2011-03-07,12.5
2011-03-08,-22.2222
2011-03-09,0.0
2011-03-10,28.5714
2011-03-11,5.5556
2011-03-14,-15.7895
2011-03-15,-18.75
2011-03-16,69.2308
2011-03-17,-40.9091
2011-03-18,38.4615
2011-03-23,-38.8889
2011-03-24,0.0
2011-03-25,63.6364
2011-03-28,0.0
2011-03-29,-11.1111
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,12.5
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,-27.7778
2011-04-07,0.0
2011-04-08,-15.3846
2011-04-12,63.6364
2011-04-14,0.0
2011-04-18,-27.7778
2011-04-19,-15.3846
2011-04-20,0.0
2011-04-26,-9.0909
2011-04-27,30.0
2011-05-02,0.0
2011-05-03,-23.0769
2011-05-04,0.0
2011-05-05,-20.0
2011-05-09,25.0
2011-05-10,-20.0
2011-05-11,100.0
2011-05-12,-68.75
2011-05-13,220.0
2011-05-16,-12.5
2011-05-17,-42.8571
2011-05-20,0.0
2011-05-23,-25.0
2011-05-25,66.6667
2013-10-24,-80.0
2016-02-01,0.0
2016-03-01,0.0
2017-03-30,0.0
2017-09-07,-92.0
2017-11-30,-90.0
2018-01-09,0.0
2018-01-26,0.0
2019-03-18,9900.0
2019-03-28,-90.0
2019-05-16,-90.0
2019-09-17,0.0
2019-11-01,0.0
2019-12-30,0.0
2020-05-07,9900.0
2020-05-11,0.0
2020-05-12,0.0
2020-06-19,1000.0
2020-06-22,-27.2727
2020-06-23,25.0
2020-06-25,-20.0
2020-06-26,-25.0
2020-06-29,50.0
2020-06-30,11.1111
2020-07-01,0.0
2020-07-02,0.0
2020-07-08,-30.0
2020-07-10,-14.2857
2020-07-13,0.0
2020-07-14,66.6667
2020-07-15,70.0
2020-07-16,-11.7647
2020-07-22,0.0
2020-07-23,-46.6667
2020-07-24,0.0
2020-07-28,0.0
