ticker,WCBH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-05,0.0
2006-04-11,20.8333
2006-04-21,-10.3448
2006-04-24,15.3846
2006-04-25,-10.0
2006-04-26,-3.7037
2006-04-27,0.0
2006-05-01,0.0
2006-05-02,0.0
2006-05-03,1.9231
2006-05-05,0.0
2006-05-08,-1.8868
2006-05-17,0.0
2006-05-18,0.0
2006-05-25,0.0
2006-06-02,-5.7692
2006-06-05,-2.0408
2006-06-06,0.0
2006-06-09,8.3333
2006-06-15,0.0
2006-06-16,-3.0769
2006-06-19,3.1746
2006-06-21,-0.3846
2006-06-22,0.3861
2006-06-23,0.0
2006-06-26,-0.7692
2006-06-27,0.0
2006-07-06,0.0
2006-07-07,0.0
2006-07-10,0.0
2006-07-12,0.7752
2006-07-14,0.0
2006-07-17,0.0
2006-07-24,0.0
2006-07-25,0.0
2006-07-26,0.0
2006-07-31,0.3846
2006-08-07,0.0
2006-08-08,0.3831
2006-08-09,0.0
2006-08-21,0.0
2006-08-23,-0.7634
2006-08-28,0.0
2006-08-29,0.0
2006-08-31,0.0
2006-09-06,0.0
2006-09-08,3.8462
2006-09-12,0.0
2006-09-13,0.0
2006-09-20,0.0
2006-10-02,1.8519
2006-10-03,-1.8182
2006-10-06,0.0
2006-10-09,0.1481
2006-10-12,0.5917
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,0.0
2006-11-07,-0.7353
2006-11-13,-1.8519
2006-11-14,-1.8868
2006-11-15,0.0
2006-11-16,0.0
2006-11-20,0.1538
2006-11-28,-0.1536
2006-11-29,0.7692
2006-11-30,0.0
2006-12-06,-0.3817
2006-12-07,0.3831
2006-12-08,-0.3817
2006-12-13,-0.3831
2006-12-20,-1.9231
2006-12-22,-3.1373
2006-12-28,1.2146
2007-01-05,0.0
2007-01-09,2.0
2007-01-22,-1.9607999999999999
2007-01-24,-0.8
2007-01-25,-2.7419000000000002
2007-01-26,2.8192
2007-01-29,0.0
2007-01-30,0.0
2007-01-31,0.0
2007-02-01,4.8387
2007-02-05,0.0
2007-02-08,3.8462
2007-02-09,0.0
2007-02-26,0.0
2007-02-27,0.0
2007-02-28,-3.7037
2007-03-01,3.8462
2007-03-02,0.0
2007-03-05,0.0
2007-03-07,0.0
2007-03-14,0.7407
2007-03-21,8.4559
2007-03-23,-5.0847
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,-3.5714
2007-04-19,3.7037
2007-04-20,0.0
2007-04-27,0.0
2007-05-07,0.0
