ticker,WCBH US Equity
2007-05-08,0.0
2007-05-10,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-21,0.0
2007-05-23,-1.7856999999999998
2007-05-25,1.8182
2007-06-01,3.5714
2007-06-04,-3.4483
2007-06-05,0.0
2007-06-06,-1.7856999999999998
2007-06-11,1.8182
2007-06-13,-1.7856999999999998
2007-06-15,0.0
2007-06-21,0.0
2007-06-22,1.8182
2007-06-25,0.0
2007-06-26,0.0
2007-08-31,-3.5714
2007-09-14,0.0
2007-09-26,-0.3704
2007-10-04,-3.2714
2007-11-07,0.0
2007-11-15,-0.0769
2007-12-20,0.0
2007-12-21,-7.6923
2007-12-27,2.0833
2007-12-28,0.0
2008-01-18,-8.1633
2008-01-24,8.8889
2008-03-13,0.0
2008-04-23,-6.1224
2008-05-09,-2.1739
2008-05-13,0.0
2008-05-30,-2.2222
2008-06-09,-4.5455
2008-06-16,0.0
2008-06-17,-4.7619
2008-06-24,-15.0
2008-06-26,5.8824
2008-07-15,5.5556
2008-07-17,0.0
2008-07-22,5.1579
2008-07-30,0.1001
2008-08-13,-5.0
2008-08-15,-5.2632
2008-09-19,0.0
2008-09-22,7.7778
2008-09-30,3.0928
2008-10-03,-10.0
2008-10-06,-5.5556
2008-10-10,-5.8824
2008-10-13,0.0
2008-10-15,0.0
2008-10-17,0.0
2008-11-04,-3.125
2008-11-05,0.0
2008-12-01,-3.2258
2008-12-04,0.0
2008-12-09,-3.3333
2008-12-15,3.4483
2008-12-16,-26.6667
2008-12-17,18.1818
2008-12-18,-7.6923
2008-12-19,0.0
2008-12-22,0.0
2008-12-23,-4.1667
2008-12-26,4.3478
2008-12-29,0.0
2008-12-30,8.3333
2008-12-31,-7.6923
2009-01-05,0.0
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-12,0.0
2009-01-14,0.0
2009-01-15,-4.1667
2009-01-16,0.0
2009-01-20,-4.3478
2009-01-21,-9.0909
2009-01-23,-9.0
2009-01-26,9.8901
2009-01-27,-5.0
2009-01-28,0.0
2009-02-02,5.2632
2009-02-04,-10.0
2009-02-05,2.2222
2009-02-10,0.0
2009-02-11,-2.1739
2009-03-09,-20.8889
2009-03-10,-15.7303
2009-03-13,-16.6667
2009-03-20,40.0
2009-03-23,0.0
2009-03-25,28.5714
2009-04-02,11.1111
2009-04-07,5.0
2009-04-23,-23.8095
2009-05-22,6.25
2009-05-26,0.0
2009-06-01,5.8824
2009-06-03,-11.1111
2009-06-04,0.0
2009-06-05,0.0
2009-07-21,-12.5
2009-07-28,-28.2857
2009-07-30,15.5378
2009-07-31,3.4483
2009-08-11,0.0
2009-08-13,8.3333
2009-08-14,0.0
2009-08-17,-10.7692
2009-08-18,3.4483
2009-08-24,16.6667
2009-09-02,-14.2857
2009-09-25,33.3333
2009-10-14,37.5
2009-10-29,-36.3636
2009-11-12,-14.2857
2009-11-13,0.0
2009-12-09,-16.6667
2009-12-23,0.0
2009-12-28,0.0
2009-12-30,-30.0
2010-01-05,14.2857
2010-01-06,25.0
2010-01-11,-0.4
2010-01-14,-17.6707
2010-01-20,-2.439
2010-01-25,0.0
2010-02-03,150.0
2010-02-09,-20.0
2010-02-10,0.0
2010-02-11,-40.0
2010-02-17,66.6667
2010-02-23,-18.75
2010-03-15,15.3846
2010-03-22,-13.3333
2010-03-23,-7.6923
2010-03-24,-1.6667
2010-04-01,0.0
2010-04-06,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-20,-6.7797
2010-05-10,-18.1818
2010-05-11,-11.1111
2010-06-02,-37.5
2010-06-10,20.0
2010-06-17,-10.0
2010-07-12,-95.5556
2010-07-13,1550.0
2010-08-19,-92.9293
2010-08-25,1328.5714
2010-10-13,-93.5
2010-10-26,7.6923
2010-10-28,0.0
2010-11-03,0.0
2010-11-08,-28.5714
2010-11-09,-80.0
2010-11-10,-25.0
2010-11-12,-13.3333
2010-11-16,7.6923
2010-11-18,0.0
2010-12-03,42.8571
2010-12-07,-50.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-14,100.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-21,-50.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-29,0.0
2011-01-04,0.0
2011-02-16,-37.5
2011-02-17,6.0
2011-02-22,1.8868
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,196.2963
2011-03-08,0.0
2011-03-15,-65.0
2011-03-16,46.4286
2011-03-18,-39.0244
2011-03-21,28.0
2011-03-25,25.0
2011-04-13,-32.5
2011-04-20,0.0
2011-04-26,-40.7407
2011-04-27,-25.0
2011-05-09,0.0
2011-05-10,0.0
2011-06-06,0.0
2011-07-06,8.3333
2011-07-26,0.0
2011-08-08,0.0
2011-09-02,3.8462
2011-09-09,0.0
2011-11-11,0.0
2011-11-23,0.0
2011-12-07,0.0
2011-12-15,29.6296
2011-12-28,5.7143
2012-01-23,0.0
2012-02-02,0.0
2012-05-07,37.8378
2012-06-12,29.4118
2012-07-20,-22.7273
2012-07-23,-68.6275
2012-10-04,-81.25
2013-04-05,-33.3333
2013-10-17,1650.0
2013-11-27,5.7143
2013-12-02,0.0
2013-12-20,2.7027
2014-04-30,0.0
2014-05-05,0.0
2014-12-04,5.2632
2015-01-22,0.0
2015-02-04,-40.0
2015-04-13,0.0
2015-10-07,0.0
2016-04-11,233.3333
2016-04-12,100.0
2016-04-13,-50.0
2016-04-14,-20.0
2016-04-15,-79.6875
2016-04-19,346.1538
2016-04-21,193.1034
2016-06-09,-94.1176
2017-06-26,-4.0
2018-12-12,-83.3333
2019-01-29,39900.0
2019-01-30,-22.5
2019-01-31,-3.2258
2019-02-06,-33.3333
2019-02-08,100.0
2019-03-12,0.0
2019-07-11,-75.0
2019-07-16,-93.0
2019-09-18,0.0
2020-02-12,185.7143
2020-02-14,600.0
2020-03-26,-81.4286
2020-04-06,0.0
2020-04-28,-3.8462
2020-05-28,0.0
2020-06-10,460.0
2020-06-29,-7.1429
2020-07-02,22.3077
