ticker,XLWH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-04-03,2400.0
2000-04-12,-99.6
2000-06-30,0.0
2000-08-29,0.0
2002-01-24,0.0
2002-04-26,0.0
2003-02-27,-87.5
2003-07-23,700.0
2003-08-20,0.0
2004-03-15,-87.5
2004-06-10,39900.0
2005-01-21,-99.75
2005-12-29,0.0
2006-06-20,100.0
2006-08-07,200.0
2006-10-03,33.3333
2006-10-19,1100.0
2006-10-24,25.0
2006-10-25,0.0
2006-11-01,-6.6667
2006-11-02,21.4286
2006-11-15,3.5294
2006-11-21,1.1364
2006-11-28,19.1011
2006-11-30,-2.8302
2007-01-03,-12.6214
2007-01-04,14.4444
2007-01-12,6.7961
2007-01-16,9.0909
2007-01-18,0.0
2007-01-22,-12.5
2007-01-23,0.0
2007-01-24,-3.8095
2007-01-25,0.0
2007-01-30,98.0198
2007-01-31,100.0
2007-02-01,-38.75
2007-02-02,-18.3673
2007-02-05,-25.0
2007-02-12,-6.6667
2007-02-14,-35.7143
2007-02-15,0.0
2007-02-16,0.0
2007-02-22,0.0
2007-02-23,0.0
2007-02-28,94.4444
2007-03-07,-28.5714
2007-03-08,-28.0
2007-03-19,27.7778
2007-03-20,-13.0435
2007-03-23,65.0
2007-03-27,-45.4545
2007-04-05,66.6667
2007-04-09,10.0
2007-04-10,0.0
2007-04-11,0.0
2007-04-12,-45.4545
2007-05-10,44.4444
2007-05-11,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,-30.7692
2007-06-05,-43.3333
2007-06-18,0.0
2007-06-28,0.0
2007-07-16,154.902
2007-07-17,0.0
2007-08-01,0.0
2007-09-13,3.8462
2007-09-14,-11.1111
2007-09-17,14.1667
2007-09-18,15.3285
2007-09-19,2.5316
2007-09-20,-13.5802
2007-09-21,-15.7143
2007-09-24,-30.5085
2007-09-25,-7.3171
2007-09-26,6.5789
2007-09-27,-3.7037
2007-09-28,1.9231
2007-10-01,0.6289
2007-10-02,-6.25
2007-10-03,-13.3333
2007-10-04,-15.3846
2007-10-05,-14.5455
2007-10-08,10.6383
2007-10-09,-23.0769
2007-10-10,3.75
2007-10-11,-1.2048
2007-10-12,-10.9756
2007-10-15,-13.6986
2007-10-16,4.7619
2007-10-17,-9.0909
2007-10-18,0.0
2007-10-19,13.3333
2007-10-22,-14.7059
2007-10-23,-20.6897
2007-10-24,0.0
2007-10-25,-6.5217
2007-10-26,-16.2791
2007-10-29,-38.8889
2007-10-30,18.1818
2007-10-31,7.6923
