ticker,CLPS US Equity
2018-10-10,-3.5227
2018-10-11,-0.5889
2018-10-12,4.0284
2018-10-15,-3.0752
2018-10-16,1.7626
2018-10-17,-1.8476
2018-10-18,-0.5965
2018-10-19,-4.6075
2018-10-22,-0.2481
2018-10-23,-1.8744
2018-10-24,-14.4411
2018-10-25,-8.7407
2018-10-26,3.2468
2018-10-29,4.2453
2018-10-30,3.3183
2018-10-31,0.1825
2018-11-01,-1.9308
2018-11-02,-4.7548
2018-11-05,5.7722
2018-11-06,-3.2448
2018-11-07,-9.9085
2018-11-08,-0.6768
2018-11-09,-2.8961
2018-11-12,4.5614
2018-11-13,-3.3557
2018-11-14,0.8681
2018-11-15,1.5491000000000001
2018-11-16,-3.5254
2018-11-19,3.5225
2018-11-20,-1.5697999999999999
2018-11-21,1.019
2018-11-23,1.0394
2018-11-26,-2.027
2018-11-27,3.2759
2018-11-28,-1.0017
2018-11-29,-0.5902
2018-11-30,-6.3613
2018-12-03,4.1667
2018-12-04,2.6087
2018-12-06,5.2542
2018-12-07,-3.5427
2018-12-10,-4.0067
2018-12-11,-0.5217
2018-12-12,-6.2937
2018-12-13,-0.1866
2018-12-14,-0.3738
2018-12-17,0.2946
2018-12-18,-9.2729
2018-12-19,-4.7423
2018-12-20,0.0
2018-12-21,-13.4199
2018-12-24,-11.0
2018-12-26,-2.2472
2018-12-27,-4.5977
2018-12-28,-32.2289
2018-12-31,7.5556
2019-01-02,-6.6074
2019-01-03,-1.4114
2019-01-04,12.647
2019-01-07,23.7251
2019-01-08,104.4759
2019-01-09,-15.748
2019-01-10,-6.1682
2019-01-11,3.6793
2019-01-14,-4.4248
2019-01-15,7.9527
2019-01-16,14.8976
2019-01-17,-3.8898
2019-01-18,2.0236
2019-01-22,-2.9752
2019-01-23,1.3629
2019-01-24,-2.9916
2019-01-25,0.8316
2019-01-28,0.1718
2019-01-29,7.7187
2019-01-30,3.3439
2019-01-31,9.4761
2019-02-01,2.0084
2019-02-04,2.3773
2019-02-05,0.7749
2019-02-06,11.9358
2019-02-07,15.7706
2019-02-08,15.0671
2019-02-11,41.0762
2019-02-12,1.6529
2019-02-13,-12.0075
2019-02-14,-11.2473
2019-02-15,-3.1832
2019-02-19,4.3011
2019-02-20,2.8548999999999998
2019-02-21,3.084
2019-02-22,-3.6649000000000003
2019-02-25,-2.5621
2019-02-26,-4.4622
2019-02-27,-18.7656
2019-02-28,2.7721
2019-03-01,2.5974
2019-03-04,-7.1081
2019-03-05,-3.5639
2019-03-06,8.0435
2019-03-07,0.2515
2019-03-08,1.8214000000000001
2019-03-11,-1.3453
2019-03-12,0.1998
2019-03-13,0.0997
2019-03-14,-0.747
2019-03-15,0.853
2019-03-18,2.3881
2019-03-19,1.069
2019-03-20,-2.1154
2019-03-21,4.1257
2019-03-22,-4.3396
2019-03-25,-1.3807
2019-03-26,5.7
2019-03-27,-3.3103
2019-03-28,-2.3493
2019-03-29,3.1062
2019-04-01,-2.138
2019-04-02,-2.3833
2019-04-03,0.1017
2019-04-04,-1.9308999999999998
2019-04-05,-0.6218
2019-04-08,1.147
2019-04-09,0.7216
2019-04-10,0.1024
2019-04-11,1.0225
2019-04-12,-2.6316
2019-04-15,-0.9356
2019-04-16,1.5739999999999998
2019-04-17,0.7231
2019-04-18,-0.2051
2019-04-22,-0.1028
2019-04-23,0.6173
2019-04-24,-1.3313
2019-04-25,-0.3088
2019-04-26,-4.3659
2019-04-29,0.3261
2019-04-30,-2.0585
2019-05-01,-9.4027
2019-05-02,-8.3028
2019-05-03,6.5245999999999995
2019-05-06,-6.5
2019-05-07,-3.877
2019-05-08,-2.0862
2019-05-09,0.142
2019-05-10,-0.9929
2019-05-13,3.4384
2019-05-14,-5.8172
2019-05-15,6.3235
2019-05-16,0.2766
2019-05-17,0.5517
2019-05-20,-5.2126
2019-05-21,-3.3285
2019-05-22,1.9461
2019-05-23,-11.8943
2019-05-24,3.3333
2019-05-28,2.2580999999999998
2019-05-29,-0.1577
2019-05-30,-3.0016
2019-05-31,0.4886
2019-06-03,-3.4036
2019-06-04,0.6711
2019-06-05,-1.6667
2019-06-06,1.5253999999999999
2019-06-07,1.0017
2019-06-10,-0.6612
2019-06-11,-1.6639
2019-06-12,3.5533
2019-06-13,-1.7974
2019-06-14,-7.3211
2019-06-17,13.1059
2019-06-18,0.6349
2019-06-19,1.5773000000000001
2019-06-20,-4.8137
2019-06-21,3.752
2019-06-24,-7.7044
2019-06-25,-5.2811
2019-06-26,2.518
2019-06-27,-0.1754
2019-06-28,-0.703
2019-07-01,2.6549
2019-07-02,-1.7241
2019-07-03,-0.8772
2019-07-05,5.4673
2019-07-08,-3.0022
2019-07-09,-1.5571000000000002
2019-07-10,-3.6907
2019-07-11,-2.3723
2019-07-12,2.8579
2019-07-15,0.4925
2019-07-16,-2.5316
2019-07-17,-3.3395
2019-07-18,5.1804
2019-07-19,-0.9836
2019-07-22,-1.2164
2019-07-23,0.0
2019-07-24,2.6119
2019-07-25,-4.5455
2019-07-26,3.8095
2019-07-29,-0.7339
2019-07-30,-0.3697
2019-07-31,0.1855
2019-08-01,0.7407
2019-08-02,-1.1029
2019-08-05,-1.3011
2019-08-06,1.6949
2019-08-07,-0.3704
2019-08-08,-0.3717
2019-08-09,0.0
2019-08-12,-1.8657
2019-08-13,0.1901
2019-08-14,-1.4896
2019-08-15,3.0531
2019-08-16,-0.3738
2019-08-19,1.4071
2019-08-20,-1.0176
2019-08-21,-2.243
2019-08-22,2.8681
2019-08-23,-8.0967
2019-08-26,-1.4036
2019-08-27,-0.3077
2019-08-28,6.8827
2019-08-29,-2.7818
2019-08-30,0.396
2019-09-03,1.3807
2019-09-04,-0.5837
2019-09-05,1.9569
2019-09-06,-0.1919
2019-09-09,-3.4615
2019-09-10,2.5896
2019-09-11,-3.1068
2019-09-12,4.8096
2019-09-13,0.3824
2019-09-16,-1.5238
2019-09-17,3.4816
2019-09-18,-0.9346
2019-09-19,-1.8868
2019-09-20,-4.4231
2019-09-23,1.2072
2019-09-24,0.5964
2019-09-25,2.7668
2019-09-26,-3.0769
2019-09-27,0.1984
2019-09-30,0.5941
2019-10-01,0.1969
2019-10-02,-0.1965
2019-10-03,-0.3937
2019-10-04,-0.3953
2019-10-07,0.0
2019-10-08,0.5952
2019-10-09,-0.5917
2019-10-10,-2.7778
2019-10-11,0.4082
2019-10-14,1.4228
2019-10-15,0.2004
2019-10-16,-1.8
2019-10-17,-0.8147
2019-10-18,1.4374
2019-10-21,-0.9109
2019-10-22,-0.5107
2019-10-23,0.616
2019-10-24,-1.0204
2019-10-25,-2.8866
2019-10-28,1.38
2019-10-29,-8.6911
2019-10-30,5.2752
2019-10-31,-3.7037
2019-11-01,0.7127
2019-11-04,-8.7948
2019-11-05,2.7094
2019-11-06,-4.0767
2019-11-07,1.7525
2019-11-08,-1.2285
2019-11-11,-6.4725
2019-11-12,-5.8486
2019-11-13,-1.9209
2019-11-14,-3.5138
2019-11-15,0.3254
2019-11-18,-1.812
2019-11-19,-6.5939
2019-11-20,-1.5702
2019-11-21,-6.3942
2019-11-22,4.4789
2019-11-25,0.7684
2019-11-26,-0.6689
2019-11-27,-9.0909
2019-11-29,1.8519
2019-12-02,-0.9309
2019-12-03,1.8573
2019-12-04,0.5405
2019-12-05,-1.0753
2019-12-06,-0.3623
2019-12-09,-2.1818
2019-12-10,4.461
2019-12-11,3.2028
2019-12-12,6.8966
2019-12-13,4.5161
2019-12-16,-1.9567999999999999
2019-12-17,-1.7818
2019-12-18,9.2949
2019-12-19,4.1056
2019-12-20,8.4507
2019-12-23,12.987
2019-12-24,47.1264
2019-12-26,-5.3125
2019-12-27,-7.9208
2019-12-30,-10.0341
2019-12-31,-0.4004
2020-01-02,-10.0
2020-01-03,5.5556
2020-01-06,1.4737
2020-01-07,-12.4481
2020-01-08,-5.2133
2020-01-09,3.5075
2020-01-10,-2.181
2020-01-13,-1.4815
2020-01-14,-0.1253
2020-01-15,-1.8820999999999999
2020-01-16,13.0435
2020-01-17,-9.276
2020-01-21,-6.4838000000000005
2020-01-22,-4.7813
2020-01-23,-1.1398
2020-01-24,-3.1161
2020-01-27,0.2924
2020-01-28,0.0
2020-01-29,-0.8717
2020-01-30,-8.8262
2020-01-31,-0.6452
2020-02-03,-0.974
2020-02-04,11.4754
2020-02-05,-9.7059
2020-02-06,-1.9544000000000001
2020-02-07,-4.6512
2020-02-10,1.7422
2020-02-11,1.0274
2020-02-12,13.874600000000001
2020-02-13,-5.9536
2020-02-14,-2.51
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,2.2727
2020-02-21,1.5873
2020-02-24,-2.8125
2020-02-25,-6.7524
2020-02-26,-2.069
2020-02-27,-9.8592
2020-02-28,-4.6875
2020-03-02,6.5574
2020-03-03,1.5385
2020-03-04,-15.5303
2020-03-05,-12.1076
2020-03-06,2.0408
2020-03-09,-16.0
2020-03-10,16.0714
2020-03-11,-8.0667
2020-03-12,4.033
2020-03-13,0.2681
2020-03-16,-1.6042999999999998
2020-03-17,-3.2609
2020-03-18,3.9326
2020-03-19,-4.8649000000000004
2020-03-20,1.1364
2020-03-23,-3.5618
2020-03-24,2.5282999999999998
2020-03-25,8.5227
2020-03-26,13.089
2020-03-27,-8.3009
2020-03-30,-7.6084
2020-03-31,11.7486
2020-04-01,-11.4914
2020-04-02,-4.4199
2020-04-03,1.5087000000000002
2020-04-06,4.7776
2020-04-07,4.3478
2020-04-08,1.0417
2020-04-09,3.0928
2020-04-13,-6.03
2020-04-14,6.4169
2020-04-15,7.275
2020-04-16,-4.1669
2020-04-17,0.7733
2020-04-20,-2.027
2020-04-21,-2.9655
2020-04-22,0.6498
2020-04-23,2.2193
2020-04-24,-0.8191
2020-04-27,3.8259
2020-04-28,-4.1641
2020-04-29,4.715
2020-04-30,-2.1153
2020-05-01,-6.3122
2020-05-04,3.6135
2020-05-05,1.5074999999999998
2020-05-06,1.8119
2020-05-07,0.1653
2020-05-08,0.2476
2020-05-11,2.6585
2020-05-12,-4.2453
2020-05-13,-0.9852
2020-05-14,-5.1642
2020-05-15,0.2151
2020-05-18,3.1252
2020-05-19,3.5533
2020-05-20,-3.9215999999999998
2020-05-21,2.0408
2020-05-22,-6.0
2020-05-26,2.6596
2020-05-27,-6.7306
2020-05-28,3.0498
2020-05-29,0.8032
2020-06-01,2.6793
2020-06-02,-0.5208
2020-06-03,-0.5236
2020-06-04,-0.5263
2020-06-05,3.1746
2020-06-08,4.8769
2020-06-09,1.2224
2020-06-10,41.056
2020-06-11,-19.5205
2020-06-12,18.7234
2020-06-15,-13.2616
2020-06-16,3.719
2020-06-17,0.3984
2020-06-18,-5.9524
2020-06-19,-0.4219
2020-06-22,-1.6949
2020-06-23,1.2931
2020-06-24,2.5532
2020-06-25,-0.4149
2020-06-26,-15.4167
2020-06-29,5.9113
2020-06-30,0.4651
2020-07-01,6.9444
2020-07-02,-6.4935
2020-07-06,6.9444
2020-07-07,-2.5974
2020-07-08,0.4444
2020-07-09,4.4248
2020-07-10,-2.0551
2020-07-13,-1.7953999999999999
2020-07-14,-5.2863
2020-07-15,54.4186
2020-07-16,-21.6867
2020-07-17,1.9231
2020-07-20,-3.3962
2020-07-21,-3.9063
2020-07-22,-1.626
2020-07-23,7.438
2020-07-24,-5.7692
2020-07-27,6.5306
2020-07-28,-0.7663
2020-07-29,-3.4749
2020-07-30,-0.8
2020-07-31,2.4194
