ticker,SYUP US Equity
2007-10-26,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,-11.7647
2007-11-02,0.0
2007-11-05,13.3333
2007-11-06,0.0
2007-11-07,-31.3725
2007-11-08,14.2857
2007-11-09,30.0
2007-11-12,-42.3077
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,-16.6667
2007-11-16,0.0
2007-11-19,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-28,304.0
2007-11-29,-49.505
2007-11-30,-1.9607999999999999
2008-01-04,-80.0
2008-01-08,400.0
2008-01-09,-62.0
2008-01-10,136.8421
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,0.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,-2.2222
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-21,-2.2727
2008-02-22,0.0
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,0.0
2008-03-03,0.0
2008-03-04,0.0
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-03-24,0.0
2008-03-25,0.0
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,-18.6047
2008-03-31,20.0
2008-04-01,0.0
2008-04-02,2.3810000000000002
2008-04-03,-6.9767
2008-04-04,0.0
2008-04-08,-75.0
2008-04-09,250.0
2008-04-11,0.0
2008-04-25,0.0
2008-04-29,-71.4286
2008-04-30,300.0
2008-05-01,0.0
2008-05-02,0.0
2008-05-30,0.0
2008-06-17,0.0
2008-06-18,-50.0
2008-06-23,100.0
2008-06-27,-25.0
2008-06-30,0.0
2008-08-07,-66.6667
2008-08-11,50.0
2008-09-02,-60.0
2008-09-05,233.3333
2008-09-10,0.0
2008-09-17,-10.0
2008-09-19,-44.5139
2008-09-22,80.2253
2008-09-24,0.0
2008-10-09,-16.6667
2008-10-23,-56.6667
2008-10-27,100.0
2008-11-24,-50.0
2008-12-11,53.8462
2008-12-12,50.0
2008-12-15,20.0
2008-12-16,150.0
2009-01-16,-35.5556
2009-02-05,0.0
2009-04-06,0.0
2009-04-23,-77.5862
2009-04-30,346.1538
2009-05-13,-72.4138
2009-06-24,0.0
2009-08-03,-12.5
2009-08-10,0.0
2009-08-18,0.0
2009-08-31,-14.2857
2009-10-15,0.0
2009-10-19,0.0
2009-10-23,0.0
2010-01-05,0.0
2010-01-06,-66.6667
2010-01-19,250.0
2010-01-25,57.1429
2010-01-26,9.0909
2010-02-09,291.6667
2010-02-17,-65.9574
2010-02-18,6.25
2010-02-19,-5.8824
2010-03-19,6.25
2010-04-30,-64.7059
2010-05-05,16.6667
2010-05-06,-32.8571
2010-05-26,70.2128
2010-06-22,-6.25
2010-06-24,0.0
2010-07-29,100.0
2010-07-30,-72.6667
2010-08-09,1070.7317
2010-10-01,-64.5833
2010-10-13,5.8824
2010-11-11,0.0
2010-11-19,122.2222
2011-01-05,-7.5
2011-01-10,-81.0811
2011-01-14,-21.4286
2011-01-20,154.5455
2011-02-02,0.0
2011-02-03,0.0
2011-02-07,7.1429
2011-02-09,0.0
2011-02-24,-63.3333
2011-03-21,0.0
2011-04-25,172.7273
2011-05-05,-6.6667
2011-06-24,-50.0
2011-08-01,-28.5714
2011-09-13,0.0
2011-12-02,-60.0
2012-01-20,390.0
2012-01-30,0.0
2012-02-21,-8.1633
2012-05-07,-66.6667
2012-11-20,-66.6667
2012-12-04,200.0
2012-12-31,-66.6667
2013-01-11,400.0
2013-03-06,0.0
2013-03-13,100.0
2013-04-04,0.0
2013-04-12,-20.0
2013-04-19,-87.5
2013-04-24,100.0
2013-05-03,0.0
2013-06-28,150.0
2013-07-01,0.0
2013-08-20,60.0
2013-09-06,-86.0938
2013-09-09,1248.3146
2013-09-11,-80.0
2013-10-30,0.0
2014-02-14,0.0
2014-09-23,-88.3333
2014-11-05,0.0
2015-08-14,757.1429
2015-09-14,0.0
2015-12-02,0.0
2015-12-10,726.0417
2015-12-15,0.8827
2015-12-16,-40.475
2016-03-17,-79.8404
2016-04-12,233.3333
2016-04-21,49.875
2016-06-20,-59.9666
2016-06-24,0.0
2016-07-28,66.6667
2016-08-03,50.0
2016-08-04,0.0
2016-08-08,0.0
2016-08-12,33.3333
2016-08-22,-10.0
2016-08-23,-5.5556
2016-08-24,5.8824
2016-08-26,27.7778
2016-08-29,8.6957
2016-09-02,-8.0
2016-09-22,-26.7935
2016-10-07,-10.9131
2016-10-13,0.0
2016-10-21,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-17,-13.3333
2016-11-18,0.0
2016-11-25,0.0
2016-12-05,-15.3846
2016-12-16,-27.2727
2017-02-06,140.0
2017-02-07,-25.4557
2017-02-08,-29.7817
2017-02-14,-0.4975
2017-02-21,16.0
2017-03-03,-31.8966
2017-03-13,-11.2342
2017-03-16,99.6435
2017-03-24,-14.2857
2017-03-27,50.0
2017-03-28,-33.3333
2017-03-31,-16.6667
2017-04-03,0.0
2017-04-05,-30.0
2017-04-06,57.1429
2017-04-11,-54.5455
2017-04-24,-30.0
2017-05-04,42.8571
2017-05-08,0.0
2017-05-30,0.0
2017-07-28,-73.0
2017-08-10,0.0
2017-08-17,443.3333
2017-09-15,9.0661
2017-10-04,-75.0
2017-10-16,-32.5
2017-10-23,49.2593
2017-10-24,297.0223
2017-12-12,-87.5
2017-12-18,400.0
2017-12-26,-79.0
2018-01-12,544.7619
2018-01-18,-26.6617
2018-01-31,-0.3021
2018-02-12,-39.3939
2018-02-13,0.0
2018-02-14,-16.6667
2018-02-20,103.796
2018-02-21,15.2133
2018-03-07,-63.8842
2018-03-08,183.0189
2018-03-14,62.8333
2018-03-27,-7.8812999999999995
2018-04-10,-44.4444
2018-05-17,-53.6
2018-06-20,-7.3276
2018-07-24,-0.9302
2018-09-19,0.0
2018-11-06,181.6901
2018-11-26,-76.6667
2018-11-27,50.0
2018-11-28,19.0476
2018-11-29,-8.0
2018-12-03,-13.0435
2018-12-07,24.0
2018-12-10,45.1613
2018-12-11,7.7778
2018-12-14,15.4639
2018-12-27,-66.2946
2018-12-31,163.5762
2019-01-03,13.0653
2019-01-08,6.6667
2019-02-14,-63.0208
2019-02-28,111.2676
2019-03-01,-5.3333
2019-03-04,61.6901
2019-03-05,89.2857
2019-03-07,-40.1749
2019-03-08,-23.0769
2019-03-11,20.0
2019-03-13,26.6667
2019-03-19,-1.3158
2019-03-27,5.3333
2019-04-01,-27.2152
2019-04-05,7.8261
2019-04-09,12.9032
2019-04-15,-68.4286
2019-04-25,14.0271
2019-04-29,209.5238
2019-05-01,-10.2564
2019-05-03,-33.9286
2019-05-17,-13.5135
2019-05-21,40.0
2019-05-23,7.1429
2019-05-28,-39.0
2019-06-04,91.2568
2019-06-10,-21.4286
2019-06-11,0.0
2019-06-13,9.0909
2019-06-18,-49.6667
2019-06-19,95.3642
2019-06-24,-29.4915
2019-06-25,49.0385
2019-06-26,-3.2258
2019-06-27,-45.0
2019-06-28,-6.0606
2019-07-02,37.0968
2019-07-03,17.647100000000002
2019-07-05,0.0
2019-07-16,12.8
2019-07-17,-29.7872
2019-07-25,-29.0404
2019-07-26,-2.4911
2019-07-31,-2.1898
2019-08-01,0.0
2019-08-12,44.9627
2019-08-23,-20.2059
2019-08-30,93.5484
2019-09-04,0.0
2019-09-09,66.3333
2019-09-11,14.1283
2019-09-13,-73.3977
2019-09-17,385.1485
2019-09-19,-78.5714
2019-09-23,12.6984
2019-10-11,-2.5352
2019-10-16,0.0
2019-11-08,78.0347
2019-11-13,43.9935
2019-11-29,-60.9921
2019-12-20,243.3526
2019-12-23,-81.3131
2019-12-30,440.0901
2020-01-02,-69.8082
2020-01-06,325.0
2020-01-07,-85.5054
2020-02-06,48.4305
2020-02-13,110.7251
2020-02-18,0.0717
2020-02-21,27.2206
2020-03-03,0.0
2020-03-05,0.0
2020-03-23,-22.0158
2020-03-26,-19.2058
2020-04-01,22.9669
2020-04-06,0.0
2020-04-08,-18.6773
2020-04-13,22.9669
2020-04-16,16.2791
2020-04-21,-12.5
2020-04-28,-63.4286
2020-04-30,38.2812
2020-05-05,0.2825
2020-05-20,-15.493
2020-07-06,72.5
2020-07-08,-42.029
2020-07-13,-15.0
2020-07-14,0.3922
2020-07-16,101.5625
2020-07-27,-50.5814
2020-07-30,95.2941
