ticker,BGES US Equity
2006-05-08,-2.3810000000000002
2006-05-09,2.439
2006-05-11,16.6667
2006-05-12,-4.0816
2006-05-15,-8.5106
2006-05-16,2.3256
2006-05-17,0.0
2006-05-18,-5.4545
2006-05-19,14.4231
2006-05-22,-1.2605
2006-05-23,-6.383
2006-05-24,-7.7273
2006-05-25,3.4483
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,0.0
2006-06-01,0.0
2006-06-02,2.3810000000000002
2006-06-06,4.6512
2006-06-08,0.0
2006-06-09,-4.4444
2006-06-13,-2.3256
2006-06-14,0.0
2006-06-16,2.3810000000000002
2006-06-19,0.0
2006-06-22,2.3256
2006-06-23,-4.5455
2006-06-26,0.0
2006-06-28,7.1429
2006-07-05,0.0
2006-07-07,-11.1111
2006-07-12,2.5
2006-07-18,-14.6341
2006-07-19,9.7143
2006-07-20,4.1667
2006-07-21,-5.0
2006-07-24,-7.8947
2006-07-26,8.5714
2006-07-28,0.0
2006-08-01,-2.6316
2006-08-07,1.6216
2006-08-10,-4.2553
2006-08-11,0.0
2006-08-15,1.6667
2006-08-16,1.0929
2006-08-21,8.1081
2006-08-23,-20.0
2006-08-24,3.125
2006-08-28,-6.6667
2006-08-29,0.0
2006-09-01,0.0
2006-09-05,0.0
2006-09-11,7.1429
2006-09-14,0.0
2006-09-20,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-06,6.0606
2006-10-09,0.0
2006-10-10,0.0
2006-10-12,0.0
2006-10-18,0.0
2006-10-19,0.0
2006-10-25,-11.4286
2006-10-26,3.2258
2006-10-27,0.0
2006-10-31,0.0
2006-11-08,0.0
2006-11-09,5.0
2006-11-14,4.1667
2006-11-15,-25.7143
2006-11-16,-3.8462
2006-11-17,8.0
2006-11-21,0.0
2006-11-24,0.0
2006-11-27,-18.5185
2006-11-28,-6.3636
2006-11-29,-1.9417
2006-11-30,-5.9406
2006-12-01,0.0
2006-12-05,-5.2632
2006-12-07,0.0
2006-12-08,-7.7778
2006-12-11,8.4337
2006-12-13,0.0
2006-12-20,-2.2222
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,0.0
2007-01-03,0.0
2007-01-04,-1.1364
2007-01-05,0.0
2007-01-08,14.9425
2007-01-09,-10.0
2007-01-12,0.0
2007-01-23,0.0
2007-02-15,0.0
2007-02-20,12.2222
2007-02-28,0.0
2007-03-09,2.9703
2007-03-12,0.0
2007-03-13,-3.8462
2007-03-15,0.0
2007-03-30,4.0
2007-04-16,-2.8846
2007-04-17,0.0
2007-04-19,-0.9901
2007-04-20,5.0
2007-05-04,-3.8095
2007-05-10,7.9208
2007-05-11,-35.7798
2007-05-14,44.2857
2007-05-15,0.0
2007-05-16,-0.9901
2007-06-04,1.0
2007-06-07,-0.9901
2007-06-27,0.0
2007-07-09,-8.0
2007-07-10,0.0
2007-07-20,-2.1739
2007-08-09,-13.3333
2007-08-10,-23.0769
2007-08-13,-15.0
2007-08-14,7.8431
2007-09-04,-50.9091
2007-09-05,66.6667
2007-09-24,0.0
2007-10-02,-22.2222
2007-10-03,14.2857
2007-10-04,0.0
2007-10-11,52.5
2007-10-22,22.9508
2007-10-23,-4.0
2007-10-24,-2.7778
2007-10-25,14.2857
2007-10-26,6.25
2007-10-29,8.2353
2007-10-30,8.6957
2007-10-31,10.0
2007-11-01,-4.5455
2007-11-02,-4.7619
2007-11-05,0.0
2007-11-06,0.0
2007-11-07,0.0
2007-11-13,-20.0
2007-11-19,0.0
2007-11-26,18.75
2007-12-03,-10.526299999999999
2007-12-05,11.7647
2007-12-17,0.0
2008-01-04,-15.7895
2008-01-07,18.75
2008-01-10,10.526299999999999
2008-02-21,-19.0476
2008-02-25,0.0
2008-03-05,0.0
2008-03-11,0.0
2008-04-17,-5.8824
2008-04-24,0.0
2008-05-02,2.5
2008-05-05,-2.439
2008-05-06,15.0
2008-05-12,-2.1739
2008-05-14,-27.7778
2008-05-15,23.0769
2008-05-22,18.75
2008-06-06,6.3158
2008-06-10,0.0
2008-06-11,23.7624
2008-06-12,60.0
2008-06-13,0.0
2008-06-23,-12.5
2008-07-29,-14.2857
2008-08-19,0.0
2008-08-22,133.3333
2008-09-16,-2.8571
2008-09-18,-2.9412000000000003
2008-10-27,-9.0909
2008-11-13,-28.3333
2008-11-14,0.0
2008-11-24,-53.4884
2008-11-26,49.0
2008-12-23,0.6711
2008-12-24,30.0
2008-12-26,0.0
2008-12-31,2.5641
2009-01-06,27.5
2009-01-14,-5.8824
2009-01-16,0.0
2009-02-24,-72.9167
2009-02-25,55.3846
2009-02-26,0.0
2009-03-16,-35.6436
2009-04-13,0.0
2009-04-16,0.0
2009-04-29,-66.1538
2009-05-12,22.7273
2009-05-15,48.1481
2009-05-18,0.0
2009-05-26,50.0
2009-06-05,20.0
2009-06-09,-2.7778
2009-06-12,14.2857
2009-06-15,1.25
2009-06-19,-1.2346
2009-06-24,0.0
2009-06-25,0.0
2009-06-29,-68.75
2009-06-30,304.0
2009-07-10,-53.4653
2009-07-24,112.766
2009-07-27,30.0
2009-07-28,-23.0769
2009-07-29,30.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,-15.3846
2009-08-06,0.0
2009-08-07,36.3636
2009-08-10,30.6667
2009-08-11,2.0408
2009-08-13,-5.0
2009-08-14,0.0
2009-08-21,0.0
2009-08-25,0.0
2009-08-27,-15.7895
2009-08-28,0.0
2009-08-31,0.0
2009-10-19,-36.875
2009-10-23,8.9109
2009-11-12,-50.0
2009-12-07,0.0
2009-12-09,-3.6364
2009-12-28,88.6792
2010-01-11,0.5
2010-01-13,0.0
2010-03-29,-47.2637
2010-04-14,0.0
2010-08-10,0.0
2011-02-24,-3.7736
2011-02-25,47.0588
2011-03-29,-1.3333
2011-05-11,-31.0811
2011-06-14,47.0588
2011-10-17,0.0
2011-11-22,-30.6667
2011-12-09,-1.9231
2012-01-31,1.9607999999999999
2012-02-27,-90.0361
2012-03-02,421.1098
2012-03-07,85.1852
2012-03-16,-24.0
2012-03-19,-60.5263
2012-03-26,0.0
2012-04-02,80.0
2012-04-09,0.0
2012-04-20,-25.9259
2012-05-08,0.0
2012-05-16,-50.0
2012-10-10,0.0
2012-12-12,0.0
2013-01-14,0.0
2013-09-27,0.0
2013-12-31,0.0
2014-04-09,-50.0
2014-05-27,0.25
2014-07-08,-0.2494
2014-09-04,0.0
2014-09-11,20.25
2014-09-17,-16.8399
2014-10-22,-90.0
2014-11-05,0.0
2014-11-21,0.0
2014-12-10,0.0
2014-12-30,10.0
2015-03-04,0.0
2015-06-04,-90.9091
2015-08-21,1900.0
2015-08-24,0.0
2015-12-09,0.0
2015-12-22,0.0
2016-03-15,50.0
2016-03-18,433.3333
2016-03-22,-50.0
2016-03-30,-25.0
2016-04-08,0.0
2016-06-15,-33.3333
2016-06-23,0.0
2016-08-15,50.0
2016-08-17,0.0
2016-10-21,-66.6667
2016-11-04,0.0
2016-12-02,0.0
2017-02-13,-88.75
2017-04-11,3455.5556
2017-04-12,-50.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-06-21,-25.0
2017-07-11,0.0
2017-08-03,23.0
2017-08-07,-18.6992
2017-09-21,0.0
2017-12-18,0.0
2017-12-27,77.0
2018-01-16,12.9944
2018-02-02,33.3333
2018-02-05,0.0
2018-02-21,12.5
2018-02-22,0.0
2018-02-23,-66.6667
2018-03-13,0.0
2018-04-18,200.0
2018-04-20,-66.6667
2018-04-25,0.0
2018-05-09,0.0
2018-05-24,0.0
2018-05-30,0.0
2018-07-02,200.0
2018-07-30,0.0
2018-08-21,-66.0
2018-09-28,-21.5686
2018-10-01,66.6667
2018-11-12,-25.0
2018-12-07,-13.3333
2018-12-27,-7.6923
2019-01-16,0.0
2019-01-25,233.3333
2019-01-28,-62.5
2019-03-19,33.3333
2019-03-20,0.0
2019-03-22,25.0
2019-04-03,-20.0
2019-04-04,-25.0
2019-05-14,-33.3333
2019-05-29,50.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,-33.3333
2019-06-27,200.0
2019-06-28,0.0
2019-07-01,-33.3333
2019-07-31,0.0
2019-08-13,-50.0
2019-09-04,0.0
2019-10-25,50.0
2019-11-01,100.0
2019-11-06,-33.3333
2019-12-18,25.0
2019-12-27,-0.2
2020-01-09,0.2004
2020-01-13,0.0
2020-01-17,0.0
2020-01-28,0.0
2020-02-07,-20.0
2020-02-18,25.0
2020-03-02,-20.0
2020-03-05,-0.5
2020-03-09,-24.1206
2020-03-13,164.9007
2020-03-16,-31.25
2020-03-20,-45.4545
2020-03-24,100.0
2020-03-26,0.0
2020-04-06,0.0
2020-04-07,33.3333
2020-04-08,0.0
2020-04-16,0.0
2020-04-24,0.0
2020-05-11,12.5
2020-06-09,-11.1111
2020-06-16,100.0
2020-06-23,-23.125
2020-06-30,-16.2602
2020-07-01,-1.4563
2020-07-08,-17.8719
2020-07-16,-0.4319
