ticker,AAWW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-22,0.5961
2004-07-23,-0.1481
2004-07-26,-0.5935
2004-07-27,-0.2985
2004-07-28,-0.1796
2004-07-29,0.4799
2004-07-30,0.1791
2004-08-02,0.4172
2004-08-03,-0.4748
2004-08-04,0.1789
2004-08-05,-0.5952
2004-08-09,-1.1976
2004-08-10,-0.303
2004-08-12,-0.9119
2004-08-13,-1.227
2004-08-16,-0.6211
2004-08-17,-1.5625
2004-08-18,-0.6349
2004-08-19,-0.3195
2004-08-20,-3.8462
2004-08-23,-1.6667
2004-08-24,-1.6949
2004-08-25,0.0
2004-08-27,-0.1379
2004-08-31,-3.3149
2004-09-01,2.5
2004-09-07,4.1812
2004-09-08,3.2107
2004-09-09,2.3979
2004-09-10,0.0
2004-09-13,0.3165
2004-09-14,0.0
2004-09-15,3.1546
2004-09-16,-0.9174
2004-09-17,6.0494
2004-09-20,-1.6298
2004-09-21,0.8876
2004-09-22,2.346
2004-09-24,3.1519
2004-09-27,1.9444
2004-09-28,-0.8174
2004-09-29,4.3956
2004-09-30,0.0
2004-10-01,1.5789
2004-10-04,1.2953000000000001
2004-10-05,6.1381
2004-10-06,6.0241
2004-10-07,-1.1364
2004-10-08,0.0
2004-10-11,0.0
2004-10-13,-9.1954
2004-10-14,3.038
2004-10-15,1.9656
2004-10-18,-0.241
2004-10-19,0.9662
2004-10-20,0.4785
2004-10-21,1.7619
2004-10-22,0.3744
2004-10-26,-0.9324
2004-10-27,-0.4706
2004-10-28,-0.7092
2004-10-29,3.5714
2004-11-01,0.2299
2004-11-04,-0.2294
2004-11-05,-1.3793
2004-11-08,1.3986
2004-11-09,1.1494
2004-11-10,0.1364
2004-11-12,-0.1362
2004-11-15,0.4545
2004-11-16,-0.4525
2004-11-17,-2.2727
2004-11-18,0.0
2004-11-23,2.3256
2004-11-24,0.0
2004-11-29,0.2273
2004-11-30,4.4444
2004-12-02,0.0
2004-12-06,-1.2158
2004-12-07,1.0989
2004-12-08,0.0
2004-12-09,0.0
2004-12-10,-2.1739
2004-12-13,1.2667
2004-12-15,-0.1536
2004-12-17,2.1978
2004-12-20,1.0753
2004-12-22,2.1277
2004-12-27,0.0
2004-12-29,0.0
2005-01-03,9.375
2005-01-04,1.3333
2005-01-05,1.5038
2005-01-06,7.4074
2005-01-07,0.8621
2005-01-10,0.5128
2005-01-11,3.0612
2005-01-12,2.3102
2005-01-13,-1.6129
2005-01-14,0.8197
2005-01-18,-1.626
