ticker,GRSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-11.811
2000-01-04,14.2857
2000-01-05,3.125
2000-01-06,-9.0909
2000-01-07,-5.0
2000-01-10,0.0
2000-01-11,15.7895
2000-01-12,-13.6364
2000-01-13,0.0
2000-01-18,0.0
2000-01-25,0.0
2000-01-27,0.0
2000-01-28,-8.7719
2000-02-04,19.2308
2000-02-09,-16.129
2000-02-10,0.0
2000-02-14,0.0
2000-02-18,7.6923
2000-02-22,10.7143
2000-02-23,0.0
2000-02-24,16.129
2000-02-28,-11.1111
2000-02-29,0.0
2000-03-03,0.0
2000-03-08,0.0
2000-03-10,-15.625
2000-03-13,18.5185
2000-03-20,0.0
2000-03-22,9.375
2000-03-23,-20.0
2000-03-24,25.0
2000-03-27,-8.5714
2000-03-29,-12.5
2000-04-05,-7.1429
2000-04-11,53.8462
2000-04-14,-10.0
2000-04-26,-11.1111
2000-05-01,-50.0
2000-05-02,87.5
2000-05-04,-6.6667
2000-05-08,0.0
2000-05-22,0.0
2000-05-31,-14.2857
2000-06-08,0.0
2000-06-21,16.6667
2000-06-28,-9.8214
2000-07-11,-4.9505
2000-07-28,3.3333
2000-07-31,29.0323
2000-08-04,6.25
2000-08-09,5.8824
2000-08-11,-8.3333
2000-08-16,0.0
2000-08-17,9.0909
2000-08-18,1.1111
2000-09-05,9.8901
2000-09-06,0.0
2000-09-21,-12.0
2000-10-02,-6.25
2000-10-09,0.0
2000-10-11,0.0
2000-10-27,0.0
2000-11-07,-3.0303
2000-11-10,0.0
2000-11-22,-12.5
2000-11-27,-35.7143
2000-12-04,-11.1111
2000-12-11,-74.5
2000-12-15,0.0
2000-12-27,0.0
2000-12-28,98.0392
2001-01-08,98.0198
2001-01-09,-25.0
2001-01-18,-32.6667
2001-02-02,23.7624
2001-02-05,172.0
2001-02-06,-11.7647
2001-02-07,0.0
2001-02-08,16.6667
2001-02-09,-5.7143
2001-02-12,-5.303
2001-02-13,12.0
2001-02-15,11.4286
2001-02-16,2.5641
2001-02-20,5.0
2001-02-21,-4.7619
2001-02-22,-25.0
2001-02-23,14.5833
2001-02-26,1.8182
2001-02-27,-7.1429
2001-03-05,-7.6923
2001-03-07,0.0
2001-03-08,0.0
2001-03-12,-50.0
2001-03-13,33.3333
2001-03-15,50.0
2001-03-16,0.0
2001-03-20,-20.8333
2001-03-22,-41.0526
2001-03-29,-10.7143
2001-04-06,0.0
2001-04-11,20.0
2001-04-12,-32.0
2001-04-17,117.6471
