ticker,LACQU US Equity
2018-09-25,0.1961
2018-09-26,-0.3914
2018-10-03,0.1965
2018-10-05,0.0
2018-10-08,0.0
2018-10-17,0.4902
2018-10-19,-0.1951
2018-10-23,-0.2933
2018-10-24,0.9804
2018-10-30,0.0
2018-11-06,0.0
2018-11-07,-0.0971
2018-11-08,-0.0972
2018-11-12,-0.4864
2018-11-13,-0.2933
2018-11-14,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,-0.098
2018-11-21,-0.3925
2018-11-26,0.3941
2018-11-27,-0.7851
2018-11-29,-0.0989
2018-11-30,0.0
2018-12-04,0.9901
2018-12-07,-0.1961
2018-12-11,-0.0982
2018-12-12,0.0708
2018-12-21,0.224
2018-12-26,-0.9804
2018-12-31,0.297
2019-01-02,0.1974
2019-01-04,-0.3941
2019-01-07,0.1978
2019-01-11,0.4936
2019-01-17,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.1965
2019-01-29,0.098
2019-01-31,0.1528
2019-02-04,0.043
2019-02-11,0.0
2019-02-14,0.1955
2019-02-20,-0.2
2019-02-22,0.0049
2019-02-26,0.0
2019-02-27,0.6843
2019-03-01,0.0
2019-03-04,0.0
2019-03-07,0.1942
2019-03-08,-0.1938
2019-03-21,-0.4854
2019-03-25,0.0
2019-03-28,0.0
2019-04-02,-0.0976
2019-04-03,0.0977
2019-04-04,-0.0976
2019-04-09,0.3906
2019-04-11,0.1946
2019-04-15,-0.0485
2019-04-16,0.0486
2019-04-18,-0.001
2019-04-22,0.001
2019-04-23,-0.001
2019-04-24,0.001
2019-04-29,0.0
2019-04-30,0.0
2019-05-03,-0.1942
2019-05-07,0.3891
2019-05-08,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.2907
2019-05-17,0.0966
2019-05-21,0.0386
2019-05-29,0.2509
2019-05-30,-0.0962
2019-05-31,0.1927
2019-06-03,0.4808
2019-06-19,0.2871
2019-06-20,-0.0954
2019-06-28,-0.4776
2019-07-01,0.0
2019-07-02,0.7678
2019-07-09,-0.2533
2019-07-15,-0.2234
2019-07-16,0.0096
2019-07-18,0.9473
2019-07-19,0.3791
2019-08-06,-0.3777
2019-08-08,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-27,-0.0948
2019-08-28,0.0949
2019-09-03,-0.0948
2019-09-06,0.5693
2019-09-12,0.0
2019-09-30,0.566
2019-10-11,-0.0938
2019-10-31,0.0
2019-11-01,-0.3286
2019-11-06,-0.0471
2019-11-11,0.1885
2019-11-15,-0.2822
2019-11-18,0.0943
2019-11-20,0.0
2019-11-21,0.0
2019-11-25,0.0
2019-11-26,0.0943
2019-11-27,-0.0942
2019-11-29,0.0
2019-12-03,0.0
2019-12-05,-0.0132
2019-12-09,0.0132
2019-12-10,0.0
2019-12-13,-0.0943
2019-12-16,0.0
2019-12-30,2.6414999999999997
2020-01-03,-0.7353
2020-01-13,-0.463
2020-01-23,0.4651
2020-01-29,0.0
2020-02-03,0.0
2020-02-12,0.463
2020-03-05,-1.1982
2020-03-06,-1.2127
2020-03-12,-0.661
2020-03-30,-5.6084
2020-05-14,0.1007
2020-05-19,5.0302
2020-06-11,11.5556
2020-06-12,-0.1485
2020-06-15,0.1797
2020-06-16,-1.4343
2020-06-19,10.7734
2020-06-22,-2.9088000000000003
2020-06-23,-4.4534
2020-06-24,-2.5423999999999998
2020-06-29,-0.2174
2020-06-30,8.9325
2020-07-02,-2.4
2020-07-10,-5.7377
2020-07-24,9.5652
