ticker,LACQU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-12-04,-0.3012
2017-12-05,-0.2014
2017-12-06,-0.1009
2017-12-07,-0.1919
2017-12-08,-0.0101
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.3036
2017-12-15,-0.1009
2017-12-18,0.0
2017-12-20,0.5051
2017-12-21,-0.402
2018-01-03,0.4036
2018-01-04,-0.2362
2018-01-05,0.4382
2018-01-10,0.1003
2018-01-11,-0.501
2018-01-17,0.7049
2018-01-18,0.0
2018-01-19,-0.1
2018-01-22,-0.4004
2018-01-24,0.0
2018-01-25,-0.1005
2018-01-26,0.0
2018-01-29,0.3018
2018-01-30,0.0
2018-01-31,-0.2006
2018-02-01,0.1005
2018-02-06,0.1004
2018-02-15,-0.2006
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.1588
2018-03-01,-0.1585
2018-03-02,-0.5025
2018-03-08,-0.101
2018-03-09,0.1011
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-19,-0.0283
2018-03-22,-0.1738
2018-03-27,0.7085
2018-03-28,-0.1497
2018-03-29,-0.3795
2018-04-02,0.3294
2018-04-04,-0.3021
2018-04-05,0.6061
2018-04-06,-0.2008
2018-04-17,-0.3018
2018-04-19,-0.4036
2018-04-20,0.2026
2018-04-24,-0.1011
2018-04-26,0.3026
2018-04-30,-0.0999
2018-05-02,0.0
2018-05-03,-0.101
2018-05-04,0.0
2018-05-08,0.1011
2018-05-09,0.101
2018-05-10,0.4036
2018-05-11,0.3015
2018-05-14,-0.3006
2018-05-21,0.603
2018-05-24,-0.0999
2018-06-04,-0.245
2018-06-08,0.3859
2018-06-12,0.0599
2018-06-13,0.0998
2018-06-14,0.0499
2018-06-18,-0.0498
2018-06-19,0.3988
2018-06-20,-0.3972
2018-06-26,0.1994
2018-06-28,0.0
2018-07-02,0.2985
2018-07-11,-0.2976
2018-07-17,0.4975
2018-07-19,0.0
2018-07-20,0.297
2018-07-23,0.0
2018-07-24,0.691
2018-07-25,0.0
2018-07-26,0.1961
2018-07-30,0.2935
2018-07-31,-0.5366
2018-08-01,0.5395
2018-08-03,-0.9756
2018-08-06,0.6897
2018-08-16,0.2935
2018-08-21,0.0
2018-08-23,0.0
2018-08-27,-0.5854
2018-08-28,0.0981
2018-09-07,-0.1912
2018-09-12,-0.2996
2018-09-13,0.0
2018-09-18,0.2956
2018-09-19,-0.7859
2018-09-20,0.495
2018-09-21,0.4926
