ticker,LTHO US Equity
2009-02-26,13.6364
2009-02-27,0.0
2009-03-02,-24.0
2009-03-11,-7.8947
2009-03-13,0.0
2009-03-27,-11.4286
2009-04-08,-19.3548
2009-04-16,4.0
2009-04-20,15.3846
2009-04-27,50.0
2009-04-28,-22.2222
2009-05-01,-14.2857
2009-05-19,-16.6667
2009-06-03,40.0
2009-06-05,0.0
2009-06-10,45.7143
2009-06-15,0.0
2009-06-17,27.451
2009-06-18,55.3846
2009-06-19,-26.7327
2009-06-25,-44.5946
2009-06-30,-14.6341
2009-07-02,-14.2857
2009-07-09,0.0
2009-07-14,-50.0
2009-07-30,33.3333
2009-08-12,0.0
2009-08-28,-10.0
2009-09-15,11.1111
2009-10-19,0.0
2009-11-10,0.0
2009-12-29,0.0
2009-12-31,-25.0
2010-01-25,-26.6667
2010-02-17,9.0909
2010-04-26,-16.6667
2010-05-20,-40.0
2010-07-27,0.0
2010-08-27,0.0
2010-10-29,116.6667
2011-02-04,3.8462
2011-02-10,11.1111
2011-02-16,66.6667
2011-02-22,20.0
2011-02-28,-26.6667
2011-03-14,0.0
2011-06-07,13.6364
2011-06-16,0.0
2011-06-17,0.0
2011-07-25,20.0
2011-09-30,-16.6667
2011-11-14,0.0
2011-12-02,0.0
2012-01-23,0.0
2012-01-31,0.0
2012-02-15,-12.0
2012-02-27,-31.8182
2012-05-08,0.0
2012-06-08,0.0
2012-06-13,0.0
2012-07-24,0.0
2012-10-04,0.0
2012-10-23,0.0
2012-11-14,0.0
2013-07-01,66.6667
2013-07-08,20.0
2013-07-11,0.0
2013-07-24,0.0
2013-08-01,50.0
2013-08-21,-11.1111
2013-12-05,0.0
2013-12-13,25.0
2014-01-13,-20.0
2014-01-22,12.5
2014-01-23,11.1111
2014-01-31,-5.0
2014-02-06,110.5263
2014-02-11,0.0
2014-03-06,-30.0
2014-03-11,0.0
2014-03-14,0.0
2014-03-26,-14.2857
2014-04-01,0.0
2014-04-11,3.3333
2014-04-15,0.0
2014-05-14,-3.2258
2014-05-27,-6.6667
2014-05-28,-8.9286
2014-05-29,-5.8824
2014-07-03,14.5833
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,-1.8182
2014-07-30,-16.6667
2014-08-04,0.0
2014-08-15,-11.1111
2014-09-08,2.5
2014-09-09,-2.439
2014-09-19,7.5
2014-10-07,4.6512
2014-10-29,-15.5556
2014-12-11,-18.4211
2015-01-27,0.0
2015-04-15,0.0
2015-04-20,32.2581
2015-04-21,-24.3902
2015-04-30,32.2581
2015-06-03,-39.0244
2015-06-29,-16.0
2015-07-01,-28.5714
2015-07-15,0.0
2015-08-27,13.3333
2015-08-28,-11.7647
2015-08-31,0.0
2015-10-07,0.0
2015-11-04,-13.3333
2015-11-24,7.6923
2016-03-08,7.1429
2016-03-09,20.0
2016-03-11,-27.7778
2016-03-14,76.9231
2016-03-16,-26.087
2016-03-17,-11.7647
2016-03-22,33.3333
2016-03-23,-5.0
2016-03-28,5.2632
2016-04-27,-15.0
2016-05-03,-1.1764999999999999
2016-05-12,-9.5238
2016-07-05,5.2632
2016-07-14,-6.25
2016-07-18,0.0
2016-07-26,1.3333
2016-08-25,-1.3158
2016-09-09,-0.0833
2016-09-23,-0.5838
2016-09-27,0.6711
2016-11-01,-6.6667
2016-11-02,28.5714
2016-11-11,-22.2222
2017-02-17,0.0
2017-02-21,0.0
2017-03-16,-7.1429
2017-04-26,0.0
2017-07-05,0.0
2017-07-28,7.6923
2017-10-25,-7.1429
2017-10-31,0.0769
2018-02-14,-16.4005
2018-03-21,-7.965
2018-03-23,9.8901
2018-05-24,0.0
2018-08-13,36.3636
2018-12-20,-23.3333
2019-01-09,-6.5
2019-01-10,-6.9054
2019-01-11,7.4176
2019-02-12,-6.9054
2019-02-13,-27.572400000000002
2019-03-11,-31.0345
2019-03-19,10.0
2019-08-01,-9.0909
2019-08-15,-0.2
2019-08-29,-6.2124
2019-10-10,-50.0
2019-10-17,70.5128
2019-11-19,56.6416
2019-11-21,172.0
2019-11-22,113.2353
2019-11-25,4.8276
2019-11-26,-46.3158
2019-11-27,51.9608
2019-12-02,61.2903
2019-12-03,2.0
2019-12-04,5.8824
2019-12-05,-11.1296
2019-12-06,6.2721
2019-12-09,0.0
2019-12-10,-45.2941
2019-12-11,16.4875
2019-12-12,4.5846
2019-12-13,-2.9126
2019-12-16,16.5712
2019-12-17,32.55
2019-12-18,-47.0484
2019-12-19,-27.963
2019-12-23,162.2108
2019-12-26,-49.0784
2019-12-27,-3.7351
2019-12-30,6.0
2019-12-31,-6.0
2020-01-02,40.5058
2020-01-03,54.2857
2020-01-06,-55.5556
2020-01-07,45.8333
2020-01-10,-18.2286
2020-01-13,-12.6485
2020-01-14,36.0
2020-01-15,-37.6471
2020-01-16,75.3774
2020-01-22,47.929
2020-01-27,-55.8182
2020-01-28,41.7284
2020-01-29,33.5656
2020-01-30,10.8696
2020-01-31,-32.451
2020-02-03,0.0
2020-02-04,44.2671
2020-02-05,-48.8129
2020-02-07,27.7516
2020-02-10,16.3077
2020-02-11,10.0529
2020-02-12,32.2115
2020-02-13,-21.8182
2020-02-14,17.4419
2020-02-18,-30.6931
2020-02-19,28.5714
2020-02-20,-11.1111
2020-02-24,-12.5
2020-02-26,13.7143
2020-03-02,-12.0854
2020-03-09,-17.1192
2020-03-11,-3.4483
2020-03-16,0.0
2020-03-18,-35.7143
2020-03-20,3.4444
2020-03-24,-8.7003
2020-04-14,-11.7647
2020-04-23,-6.6667
2020-04-29,-7.1429
2020-05-05,76.8462
2020-05-19,8.6994
2020-05-20,0.0
2020-06-01,-31.9728
2020-06-12,8.0206
2020-06-23,-34.653
