ticker,LTHO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-12,233.3333
2006-06-13,0.0
2006-06-27,-50.0
2006-06-28,0.0
2006-06-29,-40.0
2006-07-05,66.6667
2006-07-06,-20.0
2006-07-07,7.5
2006-07-10,-18.6047
2006-07-11,14.2857
2006-07-12,0.0
2006-07-13,-15.0
2006-07-17,-11.7647
2006-07-24,0.0
2006-08-02,16.6667
2006-08-08,28.5714
2006-08-09,-11.1111
2006-08-11,-7.5
2006-08-18,-5.4054
2006-09-25,-14.2857
2006-10-10,0.0
2006-10-13,-33.3333
2006-10-16,-25.0
2006-10-17,0.0
2006-11-02,-6.6667
2006-11-10,7.1429
2006-11-13,-13.3333
2006-11-15,-7.6923
2006-11-22,-16.6667
2006-11-24,-10.0
2006-11-29,-22.2222
2006-12-01,-14.2857
2006-12-07,0.0
2006-12-13,-16.6667
2006-12-14,-20.0
2006-12-15,-25.0
2006-12-19,-33.3333
2006-12-20,-50.0
2006-12-21,50.0
2007-01-03,100.0
2007-02-08,0.0
2007-03-14,16.6667
2007-03-21,128.5714
2007-04-23,25.0
2007-04-24,-20.0
2007-05-01,-12.5
2007-05-03,0.0
2007-05-07,0.0
2007-05-16,-14.2857
2007-07-17,-33.3333
2007-08-23,25.0
2007-10-08,0.0
2007-11-14,0.0
2007-11-28,0.0
2007-12-14,0.0
2008-01-17,10.0
2008-01-23,-3.6364
2008-03-18,-43.3962
2008-04-03,33.3333
2008-04-10,0.0
2008-04-11,0.0
2008-04-21,0.0
2008-05-02,0.0
2008-05-09,-12.5
2008-05-15,0.0
2008-05-28,0.0
2008-06-02,0.0
2008-06-03,42.8571
2008-06-06,0.0
2008-06-13,0.0
2008-06-16,40.0
2008-06-20,-28.5714
2008-06-25,40.0
2008-07-01,7.1429
2008-07-10,0.0
2008-07-14,0.0
2008-07-18,6.6667
2008-07-22,50.0
2008-07-23,0.0
2008-07-29,-25.0
2008-08-04,0.0
2008-08-08,38.8889
2008-08-11,0.0
2008-08-13,-16.0
2008-08-21,0.0
2008-08-26,-9.5238
2008-09-02,-5.2632
2008-09-03,-16.6667
2008-09-09,-6.6667
2008-09-10,-14.2857
2008-09-11,25.0
2008-09-12,-32.0
2008-10-01,0.0
2008-10-02,0.0
2008-10-06,0.0
2008-10-08,-11.7647
2008-10-10,-22.2222
2008-10-13,0.0
2008-10-28,-14.2857
2008-11-13,50.0
2009-01-07,-44.4444
2009-02-18,40.0
2009-02-19,0.0
2009-02-20,25.7143
