ticker,GLXZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-04,0.0
2009-09-09,-10.0
2009-09-10,-11.1111
2009-09-15,0.0
2009-09-21,25.0
2009-09-22,-20.0
2009-09-24,12.5
2009-10-08,11.1111
2009-10-09,0.0
2009-10-12,20.0
2009-10-13,41.6667
2009-10-14,0.0
2009-10-15,-17.647100000000002
2009-10-16,7.1429
2009-10-19,0.0
2009-10-20,-6.6667
2009-10-21,7.1429
2009-10-22,-6.6667
2009-10-23,44.2857
2009-10-26,-35.6436
2009-10-27,0.0
2009-10-28,-15.3846
2009-10-29,0.0
2009-10-30,18.1818
2009-11-04,0.0
2009-11-06,0.0
2009-11-09,-15.3846
2009-11-12,-34.5455
2009-11-13,80.5556
2009-11-16,-7.6923
2009-11-19,0.0
2009-11-20,0.0
2009-11-24,0.0
2009-11-25,-15.0
2009-12-03,0.0
2009-12-08,27.451
2009-12-14,-30.7692
2009-12-15,0.0
2009-12-16,-11.1111
2009-12-22,12.5
2009-12-28,-11.1111
2009-12-29,0.0
2009-12-31,37.5
2010-01-08,-27.2727
2010-01-11,0.0
2010-01-12,-7.5
2010-01-15,8.1081
2010-01-19,-22.5
2010-01-20,70.9677
2010-01-22,-41.5094
2010-01-25,109.6774
2010-01-26,-23.0769
2010-02-02,4.0
2010-02-03,0.0
2010-02-04,-3.8462
2010-02-10,-10.0
2010-02-24,0.0
2010-02-25,0.0
2010-03-01,0.0
2010-03-03,33.3333
2010-03-08,-8.3333
2010-03-10,9.0909
2010-03-15,8.3333
2010-03-22,-21.5385
2010-03-29,1.9607999999999999
2010-04-06,-1.9231
2010-04-08,-27.451
2010-04-09,45.9459
2010-04-12,-33.3333
2010-04-16,11.1111
2010-04-19,10.0
2010-04-20,15.9091
2010-04-21,-1.9607999999999999
2010-04-22,2.0
2010-04-27,0.0
2010-04-29,-11.7647
2010-05-03,-11.1111
2010-05-05,0.0
2010-05-07,12.5
2010-05-10,2.2222
2010-05-11,8.6957
2010-05-12,0.0
2010-05-13,-22.0
2010-05-17,-7.6923
2010-05-18,25.0
2010-05-20,-2.2222
2010-05-21,2.2727
2010-05-24,0.0
2010-05-25,-15.5556
2010-05-27,0.0
2010-06-01,5.2632
2010-06-09,-4.6719
2010-06-10,-5.5892
2010-06-11,2.7778
2010-06-14,0.0
2010-06-18,-37.8378
2010-06-21,-13.0435
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,-24.3438
2010-07-06,32.1768
