ticker,CRVS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-23,-5.0
2016-03-24,0.0
2016-03-28,-3.1579
2016-03-29,5.2899
2016-03-30,1.5829
2016-03-31,-1.7614999999999998
2016-04-01,-1.7241
2016-04-04,1.0526
2016-04-05,2.4306
2016-04-06,1.0847
2016-04-07,-1.0731
2016-04-08,0.0
2016-04-11,-1.5593
2016-04-12,1.6529
2016-04-13,1.6938
2016-04-14,2.0653
2016-04-15,1.893
2016-04-18,-3.7156000000000002
2016-04-19,1.0645
2016-04-20,-1.2508
2016-04-21,0.0667
2016-04-22,0.7995
2016-04-25,-1.7845
2016-04-26,-3.1629
2016-04-27,-3.9611
2016-04-28,-7.5253
2016-04-29,-4.2254
2016-05-02,-1.4706000000000001
2016-05-03,2.073
2016-05-04,3.818
2016-05-05,-2.8169
2016-05-06,-2.657
2016-05-09,3.0604
2016-05-10,-0.5618
2016-05-11,-13.1558
2016-05-12,-6.0409
2016-05-13,5.4402
2016-05-16,9.2871
2016-05-17,-3.0043
2016-05-18,2.8319
2016-05-19,8.950099999999999
2016-05-20,10.8215
2016-05-23,2.3521
2016-05-24,-1.1838
2016-05-25,0.1409
2016-05-26,0.7037
2016-05-27,0.6988
2016-05-31,-2.4983
2016-06-01,1.9217
2016-06-02,0.0698
2016-06-03,1.1165
2016-06-06,-1.7252999999999998
2016-06-07,-4.9157
2016-06-08,-1.4771
2016-06-09,-2.6237
2016-06-10,-1.2317
2016-06-13,-1.0133
2016-06-14,-6.6142
2016-06-15,-0.0843
2016-06-16,1.9409
2016-06-17,2.5662000000000003
2016-06-20,3.8741
2016-06-21,2.2533
2016-06-22,1.8997000000000002
2016-06-23,0.3729
2016-06-24,-1.263
2016-06-27,0.4515
2016-06-28,4.5693
2016-06-29,3.4384
2016-06-30,-1.2465
2016-07-01,1.1219999999999999
2016-07-05,-0.4854
2016-07-06,-1.4634
2016-07-07,5.8699
2016-07-08,-2.1376
2016-07-11,0.5461
2016-07-12,2.0367
2016-07-13,-4.1251
2016-07-14,-0.694
2016-07-15,-1.8868
2016-07-18,2.3504
2016-07-19,-1.183
2016-07-20,-0.8451
2016-07-21,0.2841
2016-07-22,0.4958
2016-07-25,-4.2283
2016-07-26,-1.6188
2016-07-27,-2.0194
2016-07-28,-1.6031
2016-07-29,2.0171
2016-08-01,1.1407
2016-08-02,-3.3835
2016-08-03,1.5564
2016-08-04,0.8429
2016-08-05,3.2675
2016-08-08,1.4717
2016-08-09,1.5954000000000002
