ticker,PSTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-10,-4.0625
2020-07-13,-12.1824
2020-07-14,-3.4866
2020-07-15,7.7633
2020-07-16,10.5563
2020-07-17,3.871
2020-07-20,0.9317
2020-07-21,-7.4462
2020-07-22,4.9202
2020-07-23,-1.0139
2020-07-24,-1.1524
2020-07-27,-7.3834
2020-07-28,-8.8811
2020-07-29,-0.5372
2020-07-30,2.8548999999999998
2020-07-31,-2.6257
