ticker,SRGZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-17,25.0
2008-04-29,-16.0
2008-04-30,0.0
2008-05-01,0.0
2008-07-11,0.0
2008-07-17,0.0
2008-12-03,0.9524
2009-01-16,-5.6604
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,2.0
2009-01-29,-1.9607999999999999
2009-01-30,8.0
2009-02-02,-7.4074
2009-02-03,-10.0
2009-02-04,11.1111
2009-02-05,8.0
2009-02-06,3.7037
2009-02-09,-1.7856999999999998
2009-02-10,0.0
2009-02-11,-9.0909
2009-02-12,0.0
2009-02-13,5.0
2009-02-17,-19.0476
2009-02-19,-11.7647
2009-02-20,-6.6667
2009-02-23,-18.5714
2009-03-04,75.4386
2009-04-01,-3.0
2009-04-03,3.0928
2009-04-08,-89.0
2009-04-24,127.2727
2009-04-28,0.0
2009-05-21,0.0
2009-06-01,-52.0
2009-06-05,0.0
2009-06-10,325.0
2009-06-15,0.0
2009-07-02,-70.5882
2009-07-14,400.0
2009-07-24,0.0
2009-08-03,-80.0
2009-09-01,133.3333
2009-09-03,0.0
2009-10-07,100.0
2009-10-08,0.0
2009-10-15,42.8571
2009-10-21,0.0
2009-10-22,10.0
2009-10-23,0.0
2009-10-26,-18.1818
2009-11-02,11.1111
2009-11-04,0.0
2009-11-05,20.0
2009-11-06,0.0
2009-11-09,8.3333
2009-11-11,-7.6923
2009-11-12,0.0
2009-11-13,0.0
2009-11-16,8.3333
2009-11-18,7.6923
2009-11-19,0.0
2009-11-20,-12.857099999999999
2009-11-25,14.7541
2009-11-27,0.0
2009-12-01,0.0
2009-12-09,4.2857
2009-12-11,-6.1644
2009-12-15,5.1095
2010-01-04,-16.6667
2010-01-07,0.0
2010-01-08,16.6667
2010-01-14,-14.2857
2010-01-19,8.3333
2010-01-20,10.7692
2010-01-21,0.0
2010-01-22,-1.3889
2010-01-25,-1.4085
2010-01-26,1.4285999999999999
2010-01-27,-7.0423
2010-01-28,-1.5152
2010-01-29,-4.6154
2010-02-01,-11.2903
2010-02-02,16.3636
2010-02-03,0.0
2010-02-11,-18.75
2010-02-17,-1.9231
2010-02-18,-1.9607999999999999
2010-02-19,-10.0
2010-02-25,0.0
2010-03-01,0.0
2010-03-02,11.1111
2010-03-04,-2.0
2010-03-08,-4.0816
2010-03-09,-17.0213
2010-03-10,-10.2564
2010-03-11,12.857099999999999
2010-03-16,-39.2405
