ticker,BXLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.3158
2000-01-04,-1.3333
2000-01-05,2.7027
2000-01-06,0.0
2000-01-10,2.6316
2000-01-11,-1.2821
2000-01-12,0.6494
2000-01-13,-0.6452
2000-01-14,1.2987
2000-01-18,-1.2821
2000-01-19,0.0
2000-01-20,-1.2987
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,0.6579
2000-01-27,0.0
2000-01-28,1.3072
2000-01-31,-0.6452
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-1.2987
2000-02-09,1.3158
2000-02-10,-1.2987
2000-02-11,-1.3158
2000-02-14,0.0
2000-02-15,-0.6667
2000-02-16,-0.6711
2000-02-17,1.3514
2000-02-18,1.3333
2000-02-23,-0.6579
2000-02-28,0.6623
2000-02-29,-0.6579
2000-03-02,1.9868000000000001
2000-03-03,-1.2987
2000-03-06,0.6579
2000-03-07,0.6536
2000-03-08,-0.6494
2000-03-10,0.0
2000-03-14,1.3072
2000-03-16,1.3245
2000-03-20,-1.3072
2000-03-22,-0.6623
2000-03-23,1.3333
2000-03-24,-1.3158
2000-03-27,-1.3333
2000-03-28,1.3514
2000-03-29,-2.6667
2000-03-30,1.3699
2000-03-31,0.0
2000-04-05,-0.6757
2000-04-07,2.0408
2000-04-10,3.3333
2000-04-11,-0.6452
2000-04-12,-2.5974
2000-04-14,-2.6667
2000-04-17,2.7397
2000-04-18,0.6667
2000-04-25,0.6623
2000-04-26,0.6579
2000-04-27,1.3072
2000-05-01,0.0
2000-05-08,-1.2903
2000-05-09,1.3072
2000-05-10,-0.6452
2000-05-11,-1.2987
2000-05-15,0.0
2000-05-16,-1.3158
2000-05-17,-2.6667
2000-05-18,0.0
2000-05-22,0.0
2000-05-23,0.0
2000-05-25,-1.3699
2000-06-01,1.3889
2000-06-05,3.4247
2000-06-06,-0.6623
2000-06-07,0.6667
2000-06-08,-1.9868000000000001
2000-06-09,-0.6757
2000-06-12,0.0
2000-06-13,2.0408
2000-06-14,1.3333
2000-06-16,0.6757
2000-06-19,-0.6711
2000-06-23,0.0
2000-06-29,-1.3514
2000-06-30,1.3699
2000-07-03,0.0
2000-07-05,-2.027
2000-07-06,3.4483
2000-07-10,-1.3333
2000-07-11,-0.6757
2000-07-14,0.6803
2000-07-17,0.6757
2000-07-18,0.6711
2000-07-19,0.6667
2000-07-20,0.6623
2000-07-24,1.3158
2000-07-25,-0.6494
2000-07-26,0.6536
