ticker,GNRV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-22,0.0
2010-03-10,0.0
2010-04-30,0.0
2010-05-27,-7.5
2010-07-15,2.7027
2010-08-04,0.0
2010-10-06,1.0526
2010-10-25,4.1667
2010-11-08,0.0
2010-12-13,-15.0
2010-12-27,-4.7059
2010-12-29,11.1111
2011-01-24,0.0
2011-02-11,0.0
2011-03-07,0.0
2011-03-09,5.5556
2011-05-09,-10.526299999999999
2011-05-10,11.7647
2011-08-04,-10.0
2011-08-08,-0.5848
2011-08-09,0.0
2011-09-30,-2.3529
2011-10-24,-8.4337
2011-11-09,0.0
2011-11-23,-1.0526
2011-12-01,0.0
2011-12-05,-0.266
2011-12-08,0.0
2011-12-13,-3.0667
2011-12-28,10.0413
2012-01-27,-10.5
2012-02-01,1.2570000000000001
2012-02-03,0.0
2012-02-06,-10.3448
2012-02-17,9.2308
2012-02-21,-4.9296
2012-02-24,0.0
2012-03-19,-2.2222
2012-03-20,0.0
2012-03-22,6.0606
2012-04-04,-7.1429
2012-04-10,-3.0769
2012-04-12,3.1746
2012-04-13,0.0
2012-04-16,0.0
2012-05-15,7.6923
2012-05-21,-7.1429
2012-05-24,88.4615
2012-05-29,-10.2041
2012-06-01,-40.9091
2012-06-05,38.4615
2012-06-19,-5.5556
2012-06-20,-19.4118
2012-07-17,-18.9781
2012-07-18,8.1081
2012-08-30,3.3333
2012-09-14,-6.4516
2012-09-17,-3.4483
2012-09-19,10.7143
2012-10-03,-19.3548
2012-10-11,10.0
2012-11-12,-4.5455
2012-11-20,0.0
2012-11-21,0.0
2012-12-06,-5.7143
2012-12-17,-9.0909
2012-12-18,4.4444
2012-12-19,-4.2553
2012-12-24,0.0
2012-12-26,-6.6667
2013-01-09,0.0
2013-01-11,1.1905000000000001
2013-01-14,1.1764999999999999
2013-01-18,9.3023
2013-01-29,0.0
2013-02-08,-1.0638
2013-02-25,7.5269
2013-02-26,0.0
2013-03-27,-2.0
2013-04-10,-4.0816
2013-05-01,3.1915
2013-05-09,-2.0619
2013-05-22,5.2632
2013-05-28,2.0
2013-06-14,0.0
2013-06-25,12.7451
2013-07-18,-11.3043
2013-09-09,0.9804
2013-10-14,0.0
2013-10-24,-4.8544
2013-10-25,0.0
2013-11-04,0.0
2013-11-14,-1.0204
2013-11-15,1.0309
2013-11-20,0.0
2013-12-12,-2.0408
2013-12-17,-2.0833
2014-01-13,6.383
2014-01-31,-6.0
2014-02-18,-3.1915
2014-03-05,9.8901
