ticker,GNRV US Equity
2014-03-06,-8.0
2014-03-07,0.0
2014-03-13,-3.2609
2014-04-02,1.1236
2014-04-24,-6.6667
2014-04-25,0.0
2014-05-02,0.0
2014-05-05,3.5714
2014-05-06,0.9195
2014-05-08,5.6948
2014-05-09,7.7586
2014-05-14,8.0
2014-05-16,0.0
2014-05-30,0.9259
2014-06-11,0.9174
2014-06-30,-20.0
2014-07-02,2.2727
2014-07-14,8.4444
2014-07-16,-7.582
2014-07-29,6.4302
2014-08-07,-6.0417
2014-08-26,-0.2217
2014-08-27,-4.4444
2014-09-22,2.3256
2014-10-02,0.0
2014-10-14,-1.1364
2014-10-15,0.0
2014-10-21,0.0
2014-10-22,9.1954
2014-11-05,-7.3684
2014-11-07,2.2727
2014-11-14,-2.2222
2014-12-15,0.0
2014-12-17,0.0
2014-12-22,-1.1364
2014-12-24,0.0
2014-12-29,1.1494
2014-12-30,0.0
2014-12-31,0.0
2015-01-06,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,-0.6818
2015-01-13,0.2288
2015-01-15,2.7397
2015-02-05,0.0
2015-02-10,2.2222
2015-02-17,0.0
2015-02-23,-1.087
2015-02-27,-1.0989
2015-03-02,0.0
2015-03-03,-2.8889
2015-03-09,0.0
2015-03-11,1.8307
2015-03-16,1.1236
2015-03-26,0.0
2015-03-30,-2.2222
2015-03-31,4.7727
2015-04-02,2.1692
2015-04-07,1.9108
2015-04-08,0.2083
2015-04-09,0.8316
2015-04-10,-4.1237
2015-04-13,5.3763
2015-04-15,-1.2245
2015-04-21,-0.4132
2015-04-28,-0.0026
2015-04-29,-0.4124
2015-04-30,0.0
2015-05-04,0.0
2015-05-05,-1.0417
2015-05-06,0.8421
2015-05-08,-1.8789
2015-05-11,4.2553
2015-05-12,-2.0408
2015-05-13,1.0417
2015-05-14,1.0309
2015-05-15,1.0204
2015-05-18,1.0101
2015-05-19,10.0
2015-05-22,0.0
2015-05-27,9.0909
2015-05-29,0.0
2015-06-04,4.1667
2015-06-08,0.0
2015-06-09,0.0
2015-06-18,8.0
2015-06-19,7.4074
2015-06-22,-3.4483
2015-06-26,0.0
2015-07-01,10.7143
2015-07-07,-3.2258
2015-07-08,6.6667
2015-07-09,-25.0
2015-07-10,-6.6667
2015-07-13,0.0
2015-07-17,7.1429
2015-07-29,-5.0
2015-07-30,0.0
2015-08-19,0.0
2015-08-25,0.0
2015-09-09,-0.8772
2015-09-10,-0.885
2015-09-23,0.8929
2015-09-28,-1.7699
2015-09-29,-0.9009
2015-09-30,-4.5455
2015-10-02,-1.9048
2015-10-05,0.0
2015-10-07,0.0
2015-10-12,-1.3592
2015-10-13,0.0
2015-10-14,0.0
2015-10-21,0.0
2015-10-23,0.0
2015-10-28,0.0
2015-10-30,0.0
2015-11-02,0.0
2015-11-04,0.0
2015-11-19,3.3465
2015-12-04,0.0
2015-12-08,3.8095
2015-12-11,-3.6696999999999997
2015-12-15,-2.4762
2015-12-18,0.0
2015-12-29,5.4688
2015-12-30,1.8519
2016-01-07,-6.3636
2016-01-11,5.8252
2016-01-14,-6.789
2016-01-27,-0.1969
2016-02-08,3.5503
2016-02-18,-1.9048
2016-02-23,0.9709
2016-02-25,-6.3462
2016-03-08,4.5175
2016-03-09,-0.7859
2016-03-10,1.9802
2016-03-11,1.9417
2016-03-15,-1.3333
2016-03-29,-3.4749
2016-03-31,-0.98
2016-04-04,10.0788
2016-04-11,-2.7523
2016-04-12,-1.8868
2016-04-20,1.9231
2016-05-02,-10.3774
2016-05-03,5.2421
2016-05-06,-3.9808
2016-05-17,1.0417
2016-05-27,1.0309
2016-05-31,1.0204
2016-06-01,1.0101
2016-06-07,5.0
2016-06-09,18.0952
2016-06-13,-1.6129
2016-07-12,-13.1148
2016-07-25,3.7736
2016-08-03,-8.1818
2016-08-04,-0.9901
2016-08-05,6.0
2016-08-12,8.4906
2016-08-17,4.3478
2016-08-18,-1.6667
2016-08-31,-16.1017
2016-09-08,14.1414
2016-09-12,0.0
2016-09-22,-7.0796
2016-09-23,4.7619
2016-09-26,1.8159
2016-09-27,0.8951
2016-10-19,-7.0796
2016-10-28,4.2857
2016-10-31,-4.1096
2016-11-07,-5.7143
2016-11-16,5.0505
2016-11-18,-1.9231
2016-11-30,1.9607999999999999
2016-12-01,0.0
2016-12-06,0.9615
2016-12-08,0.0
2016-12-12,-0.0024
2016-12-16,0.0024
2016-12-19,0.0
2016-12-27,0.0
2016-12-29,0.8571
2016-12-30,13.3144
2017-01-03,-0.1667
2017-01-04,0.1669
2017-01-05,0.0
2017-01-06,-0.0021
2017-01-09,0.0021
2017-01-10,0.0
2017-01-12,-0.8333
2017-01-19,0.8403
2017-01-26,0.0
2017-01-27,0.8333
2017-02-06,1.6529
2017-02-22,0.813
2017-02-27,-0.6452
2017-03-02,-3.4091
2017-03-08,0.8403
2017-03-09,-0.8333
2017-03-15,0.8403
2017-03-16,-1.6667
2017-03-17,-0.0021
2017-03-24,0.0
2017-03-29,-0.8454
2017-04-11,-0.8547
2017-04-13,-6.3793
2017-04-17,5.8932
2017-04-20,-8.3478
2017-04-21,2.4668
2017-04-24,0.7407
2017-04-25,4.7794
2017-05-01,0.0
2017-05-05,0.8772
2017-05-08,-5.2174
2017-05-17,0.0
2017-05-18,0.9174
2017-05-19,0.0
2017-05-22,4.5455
2017-05-25,1.7391
2017-05-26,0.0
2017-06-02,-2.5641
2017-06-12,5.2632
2017-06-26,0.0
2017-06-30,0.0
2017-07-03,0.8333
2017-07-10,-1.6529
2017-07-27,0.8403
2017-07-31,0.0
2017-08-02,1.6667
2017-08-03,0.8197
2017-08-07,0.0
2017-08-09,-2.439
2017-08-10,0.0
2017-08-15,0.0
2017-08-21,0.0
2017-08-23,-0.8333
2017-08-28,0.8403
2017-08-30,-1.4983
2017-08-31,-0.0017
2017-09-01,0.1692
2017-09-05,-0.152
2017-09-06,0.6598
2017-09-08,-0.5042
2017-09-13,1.0135
2017-09-14,-1.0033
2017-09-19,0.1689
2017-09-26,-0.1686
2017-09-27,0.5068
2017-09-28,-0.5042
2017-10-13,0.0169
2017-10-16,0.0
2017-10-20,0.152
2017-10-23,0.3373
2017-10-25,0.0
2017-10-26,0.1681
2017-10-27,0.3356
2017-11-01,0.3344
2017-11-17,-4.0
2017-11-28,3.2986
2017-11-29,0.0
2017-12-06,0.0
2017-12-18,-0.6723
2017-12-19,1.3875
2017-12-22,-0.7176
2017-12-26,-0.4875
2017-12-28,0.0
2017-12-29,0.1689
2018-01-02,1.1788
2018-01-08,-1.4984
2018-01-09,0.846
2018-01-16,0.6711
2018-01-17,-0.8333
2018-01-18,0.0
2018-01-19,-0.6723
2018-01-24,1.3536000000000001
2018-01-29,0.0
2018-01-30,-0.3339
2018-01-31,0.335
2018-02-05,-1.1686
2018-02-06,-1.0135
2018-02-07,-0.1706
2018-02-13,0.0
2018-02-14,0.0
2018-02-23,0.8547
2018-02-28,-0.8475
2018-03-22,0.8547
2018-03-27,1.5253999999999999
2018-03-28,0.0
2018-04-04,0.1669
2018-04-09,0.8333
2018-04-13,0.8264
2018-04-17,-0.8197
2018-04-26,-0.8264
2018-04-27,0.0
2018-04-30,0.0
2018-05-07,0.0
2018-05-09,1.6667
2018-05-10,-3.2787
2018-05-14,0.1695
2018-05-22,3.2149
2018-05-31,-2.459
2018-06-05,-0.8403
2018-06-08,2.5423999999999998
2018-06-13,-1.6529
2018-06-18,2.605
2018-06-20,-1.7199
2018-06-21,0.0
2018-06-29,0.0
2018-07-05,0.0
2018-07-13,3.1667
2018-07-16,-2.7464
2018-07-30,0.0
2018-08-06,1.3289
2018-08-21,-1.3115
2018-08-28,0.0
2018-08-30,2.3256
2018-09-04,-2.2727
2018-09-07,0.0
2018-09-13,2.99
2018-09-18,1.6129
2018-09-19,0.0
2018-09-21,0.0
2018-09-24,-0.6349
2018-09-26,-1.7572
2018-10-04,3.252
2018-10-05,-1.5748
2018-10-08,-0.8
2018-10-10,0.8065
2018-10-12,-0.8
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.6452
2018-11-02,-0.4808
2018-11-13,-0.161
2018-11-14,0.0
2018-11-15,0.6452
2018-11-19,0.1603
2018-11-29,0.0
2018-11-30,-0.8
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.8065
2018-12-10,0.0
2018-12-12,4.0
2018-12-13,-4.6154
2018-12-14,0.6452
2018-12-17,-0.641
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-24,0.0
2018-12-26,0.6452
2018-12-27,-0.641
2018-12-28,0.0
2018-12-31,0.6452
2019-01-02,-0.641
2019-01-07,0.0
2019-01-09,0.8065
2019-01-10,4.0
2019-01-22,-2.7692
2019-01-23,0.0
2019-02-06,0.7911
2019-02-07,0.471
2019-02-20,2.3594
2019-02-22,6.8539
2019-03-04,-2.1429
2019-03-06,-0.5839
2019-03-20,-1.6153
2019-03-25,0.0
2019-04-08,2.9851
2019-04-22,0.7246
2019-04-30,12.9496
2019-05-02,-0.6369
2019-05-03,-5.7692
2019-05-07,-0.6803
2019-05-08,0.0
2019-05-09,-4.1096
2019-05-10,-2.0357
2019-05-15,-0.6927
2019-05-17,-0.1468
2019-05-21,0.0
2019-05-22,-2.9412000000000003
2019-05-29,1.5152
2019-05-31,-1.4925
2019-06-19,3.7879
2019-06-20,-3.6496
2019-06-27,0.0
2019-06-28,5.303
2019-07-02,0.0
2019-07-08,0.7194
2019-07-09,0.0
2019-07-11,1.4285999999999999
2019-07-12,0.0
2019-07-18,0.0
2019-07-25,-1.4085
2019-07-30,0.2857
2019-08-06,0.4274
2019-08-09,-0.8511
2019-08-13,0.8584
2019-08-15,-6.2411
2019-08-16,1.3616
2019-08-19,4.4776
2019-08-20,0.0
2019-08-28,-1.4285999999999999
2019-08-30,0.0
2019-09-05,-7.971
2019-09-06,0.7874
2019-09-09,-9.375
2019-09-10,6.8966
2019-09-11,1.6129
2019-09-13,0.7937
2019-09-16,-4.7244
2019-09-18,1.6529
2019-09-20,1.3008
2019-09-25,0.321
2019-10-02,-0.32
2019-10-03,-1.6051
2019-10-14,1.1419
2019-10-15,0.0
2019-10-16,0.0
2019-10-18,0.0
2019-10-28,-1.129
2019-11-05,0.0
2019-11-14,-1.3051
2019-11-21,0.0
2019-11-29,-0.8264
2019-12-11,-6.6667
2019-12-12,4.4643
2019-12-13,0.0
2019-12-17,0.0
2019-12-19,-3.4171
2019-12-20,0.8832
2019-12-23,4.386
2019-12-24,-2.521
2019-12-27,1.7241
2019-12-31,-2.5423999999999998
2020-01-06,3.3043
2020-01-07,0.8418
2020-01-08,-3.8397
2020-01-10,0.6962
2020-01-13,3.2741
2020-01-14,2.3372
2020-01-15,0.0
2020-01-16,-2.1207
2020-01-21,0.8333
2020-01-22,3.3058
2020-01-23,0.8
2020-01-24,-0.7937
2020-01-27,-0.0016
2020-01-28,0.0016
2020-01-29,0.0
2020-01-31,1.6
2020-02-05,0.0
2020-02-07,-0.8189
2020-02-13,-1.556
2020-02-14,0.0
2020-02-26,-2.4194
2020-02-27,1.6529
2020-02-28,1.626
2020-03-04,-1.6
2020-03-11,-2.439
2020-03-12,-1.6667
2020-03-13,-1.6949
2020-03-16,-13.7931
2020-03-26,4.0
2020-03-30,-13.461500000000001
2020-03-31,-2.2222
2020-04-01,12.5
2020-04-02,-10.7071
2020-04-03,0.0
2020-04-06,0.905
2020-04-07,0.8969
2020-04-08,-1.1111
2020-04-09,1.1236
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,-3.7778
2020-04-20,-1.8476
2020-04-23,2.3529
2020-05-05,3.4483
2020-05-06,-6.6667
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,9.5238
2020-05-12,-3.2609
2020-05-13,-2.2472
2020-05-15,3.4483
2020-05-18,0.4444
2020-05-19,1.7699
2020-05-27,0.0
2020-06-05,16.3043
2020-06-08,0.0
2020-06-10,11.215
2020-06-11,-15.9664
2020-06-12,-6.8
2020-06-17,1.9313
2020-06-23,-1.8947
2020-06-24,-9.8712
2020-06-25,41.4286
2020-07-02,-7.4074
2020-07-07,-4.5455
2020-07-09,-4.7619
2020-07-10,19.0
2020-07-14,-20.0
2020-07-15,0.4202
2020-07-16,0.0
2020-07-21,2.3013
2020-07-24,4.2945
2020-07-29,-3.9215999999999998
2020-07-30,0.0
