ticker,GMED US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-08-03,12.5
2012-08-06,0.4444
2012-08-07,-0.4425
2012-08-08,-0.3704
2012-08-09,0.4461
2012-08-10,2.8868
2012-08-13,0.3597
2012-08-14,4.8029
2012-08-15,-2.5308
2012-08-16,0.7018
2012-08-17,0.0
2012-08-20,0.6272
2012-08-21,-1.5234999999999999
2012-08-22,1.5471
2012-08-23,0.3463
2012-08-24,1.1732
2012-08-27,2.6603
2012-08-28,1.3289
2012-08-29,0.5902
2012-08-30,1.7601
2012-08-31,1.9859
2012-09-04,1.3819
2012-09-05,-1.0533
2012-09-06,3.0683
2012-09-07,-0.3645
2012-09-10,0.7927
2012-09-11,-1.3914
2012-09-12,0.0
2012-09-13,3.6196
2012-09-14,-0.4737
2012-09-17,-2.0821
2012-09-18,2.3086
2012-09-19,-0.4751
2012-09-20,-0.2387
2012-09-21,-0.1196
2012-09-24,-1.0778
2012-09-25,1.0896
2012-09-26,0.5988
2012-09-27,0.2976
2012-09-28,7.003
2012-10-01,2.4958
2012-10-02,1.461
2012-10-03,-2.1333
2012-10-04,-7.3025
2012-10-05,-2.7043
2012-10-08,0.9063
2012-10-09,-0.5988
2012-10-10,1.2048
2012-10-11,3.3929
2012-10-12,1.4968
2012-10-15,2.7794
2012-10-16,-1.9868000000000001
2012-10-17,-3.9977
2012-10-18,0.5865
2012-10-19,-1.3994
2012-10-22,-3.3708
2012-10-23,0.9792
2012-10-24,-4.1818
2012-10-25,1.5813000000000001
2012-10-26,3.0511
2012-10-31,3.6858
2012-11-01,2.972
2012-11-02,-18.6191
2012-11-05,-2.5035
2012-11-06,7.418
2012-11-07,-2.7224
2012-11-08,1.0922
2012-11-09,-6.4146
2012-11-12,-0.7215
2012-11-13,-0.9448
2012-11-14,0.0734
2012-11-15,-1.0264
2012-11-16,2.8889
2012-11-19,1.5838999999999999
2012-11-20,-0.7796
2012-11-21,0.4286
2012-11-23,3.7696
2012-11-26,-0.891
2012-11-27,-4.3568
2012-11-28,-0.3615
2012-11-29,0.0
2012-11-30,-3.4107
2012-12-03,-8.7904
2012-12-04,-3.6244
2012-12-05,1.3675
2012-12-06,0.0
2012-12-07,-1.0118
2012-12-10,-0.0852
2012-12-11,-1.3639999999999999
2012-12-12,1.9879
2012-12-13,-1.7797
2012-12-14,1.4668
2012-12-17,-1.2755
2012-12-18,0.1723
2012-12-19,-2.7515
2012-12-20,-2.6525
2012-12-21,-0.3633
2012-12-24,-2.2789
