ticker,CRYO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-10,55.5556
2011-02-04,-2.8571
2011-02-08,-1.4706000000000001
2011-02-22,4.4776
2011-03-01,-64.2857
2011-03-30,1280.0
2011-03-31,8.6957
2011-04-04,-46.6667
2011-04-19,2.5
2011-04-25,-26.8293
2011-05-03,3.3333
2011-05-04,-22.5806
2011-05-05,-15.8333
2011-05-12,-25.7426
2011-05-13,101.3333
2011-05-16,0.0
2011-05-26,-17.2185
2011-05-27,-19.2
2011-06-08,0.0
2011-06-13,48.5149
2011-06-16,50.0
2011-06-20,-11.1111
2011-06-21,0.0
2011-06-22,19.5
2011-06-23,-7.9498
2011-06-27,8.6364
2011-06-29,35.9833
2011-07-01,0.0
2011-07-05,-38.4615
2011-07-06,10.0
2011-07-07,2.2727
2011-07-11,-11.1111
2011-07-12,12.5
2011-07-25,2.2222
2011-07-27,-5.2174
2011-07-28,0.9174
2011-07-29,0.0
2011-08-01,-2.2727
2011-08-02,2.3256
2011-08-12,-11.3636
2011-08-15,-10.2564
2011-08-16,20.0
2011-08-18,-86.6607
2011-08-19,524.7211
2011-08-22,20.0
2011-08-23,4.2857
2011-08-24,0.4566
2011-08-25,-20.0
2011-08-26,25.0
2011-08-29,0.0
2011-09-06,-2.2727
2011-09-07,2.3256
2011-09-08,2.2727
2011-09-09,-2.2222
2011-09-13,2.2727
2011-09-14,0.0
2011-09-15,-4.4444
2011-09-16,-6.9767
2011-09-19,-0.5
2011-09-20,0.0
2011-09-21,0.0
2011-09-26,-7.0352
2011-09-27,-5.4054
2011-09-29,-5.7143
2011-09-30,-9.0909
2011-10-03,0.0
2011-10-04,3.3333
2011-10-05,-19.3548
2011-10-06,0.0
2011-10-07,-19.2
2011-10-10,23.7624
2011-10-11,-18.4
2011-10-12,27.451
2011-10-13,-21.5385
2011-10-14,25.4902
2011-10-17,-20.3125
2011-10-18,-24.5098
2011-10-19,36.3636
2011-10-20,-26.6667
2011-10-21,42.8571
2011-10-24,0.0
2011-10-25,0.0
2011-10-26,59.0909
2011-10-27,-14.2857
2011-10-28,0.0
2011-11-08,-16.6667
2011-11-09,-4.0
2011-11-10,-21.6667
2011-11-11,27.6596
2011-11-14,-5.0
2011-11-15,-11.4035
2011-11-21,-35.6436
2011-11-22,0.0
2011-11-23,55.3846
2011-11-28,-30.6931
2011-11-30,44.2857
2011-12-02,0.0
2011-12-06,0.0
2011-12-07,-50.495
2011-12-08,102.0
2011-12-09,-0.9901
2011-12-12,1.0
