ticker,GOSY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-31,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,0.0
2008-03-19,800.0
2008-03-27,-83.3333
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-21,500.0
2008-04-23,0.0
2008-05-07,-90.0
2008-05-09,11.1111
2008-05-21,130.0
2008-05-22,8.6957
2008-05-23,0.0
2008-05-27,0.0
2008-05-29,4.0
2008-06-02,-3.8462
2008-06-09,0.0
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-06-18,0.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,0.0
2008-07-21,0.0
2008-07-23,20.0
2008-07-30,0.0
2008-08-01,0.0
2008-08-05,0.0
2008-08-11,0.0
2008-08-14,0.0
2008-08-22,-16.6667
2008-09-04,0.0
2008-09-16,20.0
2008-09-23,0.0
2008-09-30,0.0
2008-10-21,0.0
2008-10-29,-3.3333
2008-10-30,-17.2414
2008-11-03,4.1667
2008-11-05,-12.0
2008-11-06,-4.5455
2008-11-07,-19.0476
2008-11-10,17.647100000000002
2008-11-12,-5.0
2008-11-13,-5.2632
2008-11-14,5.5556
2008-11-18,-47.3684
2008-11-19,0.0
2008-11-20,-40.0
2008-11-21,66.6667
2008-11-24,-60.0
2008-11-25,0.0
2008-11-26,75.0
2008-12-01,-42.8571
2008-12-02,-25.0
2008-12-03,33.3333
2008-12-11,-62.5
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2009-01-09,33.3333
2009-01-12,-25.0
2009-01-13,0.0
2009-01-16,0.0
2009-01-20,-33.3333
2009-01-21,0.0
2009-01-22,-20.0
2009-01-23,25.0
2009-01-26,-20.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,-25.0
2009-02-02,0.0
2009-03-03,33.3333
2009-03-04,-12.5
2009-03-05,0.0
2009-03-09,-14.2857
2009-03-10,50.0
2009-03-11,0.0
2009-03-16,344.4444
2009-03-17,31.25
2009-03-18,33.3333
2009-03-19,0.0
2009-03-20,-21.4286
2009-03-23,-23.6364
2009-03-24,23.8095
2009-03-25,3.8462
2009-03-26,-16.6667
2009-03-27,-15.5556
2009-03-30,-13.1579
2009-03-31,21.2121
2009-04-01,0.0
2009-04-02,-25.0
