ticker,NVUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-17,58.4
2014-09-18,-16.7929
2014-09-19,-6.9803
2014-09-22,-1.3051
2014-09-23,-6.1708
2014-09-24,-7.3987
2014-09-25,1.078
2014-09-26,-0.941
2014-09-29,-0.5066
2014-09-30,-3.6283
2014-10-01,-0.9247
2014-10-02,2.6667
2014-10-03,-2.6623
2014-10-06,-1.0674
2014-10-07,-3.3041
2014-10-08,-11.3668
2014-10-09,-9.1267
2014-10-10,2.3377
2014-10-13,22.1658
2014-10-14,-2.7701000000000002
2014-10-15,-5.6268
2014-10-16,-5.5094
2014-10-17,0.3994
2014-10-20,3.58
2014-10-21,-1.4593
2014-10-22,2.8839
2014-10-23,8.4848
2014-10-24,-0.0698
2014-10-27,5.5905000000000005
2014-10-28,5.8901
2014-10-29,-3.3125
2014-10-30,0.7757
2014-10-31,-1.0904
2014-11-03,-0.1297
2014-11-04,6.8182
2014-11-05,5.7143
2014-11-06,-2.3002000000000002
2014-11-07,-4.7675
2014-11-10,1.7305000000000001
2014-11-11,-0.9721
2014-11-12,-1.2883
2014-11-13,-0.6215
2014-11-14,-3.94
2014-11-17,4.4922
2014-11-18,1.3707
2014-11-19,-5.4702
2014-11-20,-3.6411
2014-11-21,-0.135
2014-11-24,1.2162
2014-11-25,-2.8705
2014-11-26,0.756
2014-11-28,0.0682
2014-12-01,-6.2713
2014-12-02,0.8727
2014-12-03,4.5422
2014-12-04,1.3103
2014-12-05,0.4765
2014-12-08,-2.7778
2014-12-09,1.1847
2014-12-10,-2.7548
2014-12-11,0.0708
2014-12-12,0.8493
2014-12-15,-1.6842000000000001
2014-12-16,-1.9986000000000002
2014-12-17,4.5157
2014-12-18,4.5296
2014-12-19,-0.8667
2014-12-22,0.8742
2014-12-23,-5.0667
2014-12-24,2.4579
2014-12-26,-0.9596
2014-12-29,-1.0381
2014-12-30,-0.9091
2014-12-31,4.0226
2015-01-02,0.3392
2015-01-05,1.1494
2015-01-06,0.2674
2015-01-07,-1.1333
2015-01-08,-2.2927
2015-01-09,-1.6562999999999999
2015-01-12,2.3158
2015-01-13,-2.8807
2015-01-14,-4.096
2015-01-15,-6.6274
2015-01-16,5.6782
2015-01-20,-4.7761
2015-01-21,-5.1724
2015-01-22,0.4132
2015-01-23,-2.1399
2015-01-26,4.1211
2015-01-27,-1.0501
2015-01-28,-1.7143000000000002
2015-01-29,4.7341999999999995
2015-01-30,-2.7756
2015-02-02,0.1631
2015-02-03,3.4202
