ticker,BWB US Equity
2018-08-03,-0.9479
2018-08-06,-0.1595
2018-08-07,0.3994
2018-08-08,0.0796
2018-08-09,-0.2385
2018-08-10,0.0
2018-08-13,-0.3187
2018-08-14,-0.3997
2018-08-15,-0.4815
2018-08-16,0.0806
2018-08-17,-0.4029
2018-08-20,-0.2427
2018-08-21,2.4331
2018-08-22,0.5542
2018-08-23,0.5512
2018-08-24,-0.0783
2018-08-27,0.7053
2018-08-28,-0.7782
2018-08-29,0.3922
2018-08-30,0.0781
2018-08-31,0.3903
2018-09-04,0.6998
2018-09-05,0.6178
2018-09-06,0.921
2018-09-07,0.9125
2018-09-10,-1.6579000000000002
2018-09-11,-0.9195
2018-09-12,-0.3094
2018-09-13,-0.931
2018-09-14,0.6265
2018-09-17,-0.856
2018-09-18,-0.314
2018-09-19,2.6772
2018-09-20,2.3773
2018-09-21,0.0
2018-09-24,-0.1498
2018-09-25,-0.6752
2018-09-26,-0.6798
2018-09-27,-0.6084
2018-09-28,-0.3826
2018-10-01,-0.6144
2018-10-02,-0.4637
2018-10-03,0.9317
2018-10-04,-0.1538
2018-10-05,0.0
2018-10-08,0.077
2018-10-09,-2.5404
2018-10-10,0.237
2018-10-11,-0.7092
2018-10-12,-0.4762
2018-10-15,0.1595
2018-10-16,2.6273999999999997
2018-10-17,-1.2413
2018-10-18,-0.6284
2018-10-19,-1.581
2018-10-22,-2.249
2018-10-23,0.0822
2018-10-24,-2.5452
2018-10-25,-6.8239
2018-10-26,-1.4466999999999999
2018-10-29,-0.367
2018-10-30,1.2891
2018-10-31,0.9091
2018-11-01,4.4144
2018-11-02,-2.5022
2018-11-05,-0.2655
2018-11-06,0.3549
2018-11-07,-0.4421
2018-11-08,-0.8881
2018-11-09,3.5842
2018-11-12,-0.0865
2018-11-13,0.0866
2018-11-14,-2.5087
2018-11-15,0.7098
2018-11-16,-0.2643
2018-11-19,-1.5018
2018-11-20,-0.5381
2018-11-21,-0.541
2018-11-23,0.9066
2018-11-26,6.3792
2018-11-27,1.1824
2018-11-28,2.0868
2018-11-29,-1.3900000000000001
2018-11-30,0.2488
2018-12-03,-1.0753
2018-12-04,-3.3445
2018-12-06,-3.8062
2018-12-07,1.8885
2018-12-10,0.1765
2018-12-11,-2.2026
2018-12-12,2.6126
2018-12-13,-0.878
2018-12-14,-2.7458
2018-12-17,-4.3716
2018-12-18,-4.1905
2018-12-19,0.6958
2018-12-20,-0.4936
2018-12-21,2.5794
2018-12-24,-2.2244
2018-12-26,-0.4946
2018-12-27,-2.1869
2018-12-28,3.8618
2018-12-31,3.229
2019-01-02,-0.5687
2019-01-03,-0.1907
2019-01-04,2.5788
2019-01-07,-2.1415
2019-01-08,0.9515
2019-01-09,-0.377
2019-01-10,0.6623
2019-01-11,-1.3158
2019-01-14,-4.0952
2019-01-15,3.7736
2019-01-16,2.0096
2019-01-17,1.0319
2019-01-18,0.7428
2019-01-22,-2.4885
2019-01-23,-1.2287
2019-01-24,3.8278
2019-01-25,2.765
2019-01-28,2.0628
2019-01-29,-2.5483000000000002
2019-01-30,1.4426999999999999
2019-01-31,-0.8889
2019-02-01,1.2556
2019-02-04,-0.0886
2019-02-05,1.1525
2019-02-06,-1.1394
2019-02-07,-0.5319
2019-02-08,0.713
2019-02-11,0.4425
2019-02-12,0.8811
2019-02-13,-0.0873
2019-02-14,-0.3497
2019-02-15,-0.614
2019-02-19,0.8826
2019-02-20,-0.35
2019-02-21,-0.2634
2019-02-22,0.0
2019-02-25,0.1761
2019-02-26,-0.2636
2019-02-27,-0.793
2019-02-28,-0.8881
2019-03-01,-0.0896
2019-03-04,-0.7175
2019-03-05,-0.0903
2019-03-06,-2.7125
2019-03-07,-2.7881
2019-03-08,3.1549
2019-03-11,2.4096
2019-03-12,-1.1764999999999999
2019-03-13,0.9158
2019-03-14,-0.0907
2019-03-15,2.634
2019-03-18,-0.2655
2019-03-19,-1.5972
2019-03-20,-1.8034
2019-03-21,-1.3774
2019-03-22,-5.4004
2019-03-25,0.8858
2019-03-26,1.561
2019-03-27,-1.3449
2019-03-28,1.3632
2019-03-29,-0.9606
2019-04-01,1.8429
2019-04-02,-0.1905
2019-04-03,-1.145
2019-04-04,0.1931
2019-04-05,0.0
2019-04-08,-0.289
2019-04-09,-0.6763
2019-04-10,0.6809
2019-04-11,-0.7729
2019-04-12,0.6816
2019-04-15,-0.677
2019-04-16,0.4869
2019-04-17,1.8411
2019-04-18,1.6175000000000002
2019-04-22,-1.779
2019-04-23,1.0486
2019-04-24,-0.283
2019-04-25,-1.0407
2019-04-26,1.5295999999999998
2019-04-29,-0.7533
2019-04-30,1.4231
2019-05-01,0.0935
2019-05-02,2.243
2019-05-03,2.011
2019-05-06,-1.0753
2019-05-07,-2.6268000000000002
2019-05-08,1.7673999999999999
2019-05-09,1.0055
2019-05-10,-0.181
2019-05-13,-0.9066
2019-05-14,-0.4575
2019-05-15,0.8272
2019-05-16,0.7293
2019-05-17,-0.2715
2019-05-20,-0.1815
2019-05-21,1.8182
2019-05-22,-0.4464
2019-05-23,-1.704
2019-05-24,0.365
2019-05-28,0.6364
2019-05-29,0.0903
2019-05-30,-0.361
2019-05-31,-0.5435
2019-06-03,-0.1821
2019-06-04,1.2774
2019-06-05,-1.0811
2019-06-06,0.1821
2019-06-07,1.0909
2019-06-10,-0.0899
2019-06-11,0.5401
2019-06-12,0.9848
2019-06-13,-0.7092
2019-06-14,1.0714
2019-06-17,-0.7951
2019-06-18,0.089
2019-06-19,1.2456
2019-06-20,0.4394
2019-06-21,0.6124
2019-06-24,-2.6087
2019-06-25,1.1607
2019-06-26,-1.2357
2019-06-27,1.1618
2019-06-28,1.9435
2019-07-01,1.2132
2019-07-02,-0.8562
2019-07-03,0.6045
2019-07-05,0.1717
2019-07-08,-0.1714
2019-07-09,1.03
2019-07-10,-1.2744
2019-07-11,-1.2909
2019-07-12,1.7437
2019-07-15,-1.0283
2019-07-16,-0.5195
2019-07-17,-1.2185
2019-07-18,1.4097
2019-07-19,-0.0869
2019-07-22,-1.2174
2019-07-23,1.1444
2019-07-24,1.7406000000000001
2019-07-25,0.0
2019-07-26,2.2241
2019-07-29,0.251
2019-07-30,-0.2504
2019-07-31,-0.251
2019-08-01,-1.4262000000000001
2019-08-02,-1.2766
2019-08-05,-2.1552
2019-08-06,1.3216
2019-08-07,-0.9565
2019-08-08,0.439
2019-08-09,-0.4371
2019-08-12,0.439
2019-08-13,1.049
2019-08-14,-2.9412000000000003
2019-08-15,0.6239
2019-08-16,0.8857
2019-08-19,-0.0878
2019-08-20,0.2636
2019-08-21,2.7169
2019-08-22,-1.7065000000000001
2019-08-23,-2.7778
2019-08-26,2.6786
2019-08-27,-2.2609
2019-08-28,1.0676
2019-08-29,-0.1761
2019-08-30,-1.8519
2019-09-03,-2.336
2019-09-04,2.5759
2019-09-05,1.7936999999999999
2019-09-06,-1.4097
2019-09-09,2.7702999999999998
2019-09-10,1.1304
2019-09-11,1.2898
2019-09-12,-0.4244
2019-09-13,0.8525
2019-09-16,0.4227
2019-09-17,-0.3367
2019-09-18,-0.3378
2019-09-19,1.3559
2019-09-20,1.505
2019-09-23,1.9769
2019-09-24,-3.3118
2019-09-25,0.919
2019-09-26,-0.9106
2019-09-27,-0.8354
2019-09-30,0.5897
2019-10-01,-1.9263
2019-10-02,-0.9394
2019-10-03,-0.3879
2019-10-04,0.7789
2019-10-07,0.6441
2019-10-08,-1.0239
2019-10-09,1.2931
2019-10-10,1.7872
2019-10-11,1.4214
2019-10-14,-0.4122
2019-10-15,0.1656
2019-10-16,0.7438
2019-10-17,-0.4922
2019-10-18,0.0
2019-10-21,1.4015
2019-10-22,0.5691
2019-10-23,0.1617
2019-10-24,0.8878
2019-10-25,-1.12
2019-10-28,1.0518
2019-10-29,0.8807
2019-10-30,-0.119
2019-10-31,0.0397
2019-11-01,-0.6354
2019-11-04,0.5995
2019-11-05,0.5165
2019-11-06,-0.1581
2019-11-07,1.0293
2019-11-08,0.0784
2019-11-11,-0.1566
2019-11-12,-0.9412
2019-11-13,0.1584
2019-11-14,-0.2372
2019-11-15,0.0
2019-11-18,-0.317
2019-11-19,1.4308
2019-11-20,0.4702
2019-11-21,-0.546
2019-11-22,0.7843
2019-11-25,0.6226
2019-11-26,-1.3921000000000001
2019-11-27,0.7059
2019-11-29,-0.4673
2019-12-02,0.7042
2019-12-03,-0.5439
2019-12-04,-0.4688
2019-12-05,0.471
2019-12-06,0.8984
2019-12-09,-0.3484
2019-12-10,0.3885
2019-12-11,0.0
2019-12-12,1.0062
2019-12-13,0.3831
2019-12-16,0.3817
2019-12-17,0.3042
2019-12-18,0.5307
2019-12-19,1.9607999999999999
2019-12-20,1.3314
2019-12-23,0.8029
2019-12-24,0.2896
2019-12-26,-0.5054
2019-12-27,0.3628
2019-12-30,-0.3615
2019-12-31,0.0
2020-01-02,-1.3788
2020-01-03,-0.9566
2020-01-06,0.1486
2020-01-07,-0.7418
2020-01-08,-0.2242
2020-01-09,0.0
2020-01-10,-1.0487
2020-01-13,2.0439
2020-01-14,-2.4852
2020-01-15,-0.3423
2020-01-16,0.8397
2020-01-17,-0.3028
2020-01-21,-1.5945
2020-01-22,1.0802
2020-01-23,3.8167999999999997
2020-01-24,-2.4265
2020-01-27,-0.4521
2020-01-28,0.5299
2020-01-29,0.753
2020-01-30,0.2242
2020-01-31,-1.5659999999999998
2020-02-03,0.303
2020-02-04,1.435
2020-02-05,1.787
2020-02-06,0.6218
2020-02-07,-0.3272
2020-02-10,0.5835
2020-02-11,-0.3626
2020-02-12,-1.0189
2020-02-13,1.3235000000000001
2020-02-14,0.1451
2020-02-18,-1.7391
2020-02-19,0.1475
2020-02-20,0.9573
2020-02-21,-0.6565
2020-02-24,-2.79
2020-02-25,-0.6798
2020-02-26,-4.0304
2020-02-27,-0.9509
2020-02-28,0.0
2020-03-02,1.3599999999999999
2020-03-03,-1.5785
2020-03-04,-0.1604
2020-03-05,-2.1687
2020-03-06,-2.7094
2020-03-09,-9.789
2020-03-10,2.5257
2020-03-11,-5.292
2020-03-12,-4.2389
2020-03-13,4.6278
2020-03-16,-10.0
2020-03-17,10.3632
2020-03-18,-16.3601
2020-03-19,7.1759
2020-03-20,-2.5918
2020-03-23,-7.8713999999999995
2020-03-24,6.7389
2020-03-25,2.0293
2020-03-26,6.0773
2020-03-27,-5.625
2020-03-30,4.7461
2020-03-31,2.7397
2020-04-01,-10.1538
2020-04-02,-0.1142
2020-04-03,-2.5143
2020-04-06,5.51
2020-04-07,1.7778
2020-04-08,2.9476
2020-04-09,4.1357
2020-04-13,-2.9532
2020-04-14,-0.7345
2020-04-15,-6.3425
2020-04-16,-3.9503
2020-04-17,5.2879
2020-04-20,0.4464
2020-04-21,-0.7778
2020-04-22,0.5599
2020-04-23,-0.6682
2020-04-24,2.0179
2020-04-27,2.5275
2020-04-28,4.8232
2020-04-29,7.0552
2020-04-30,-3.2474
2020-05-01,-1.2833
2020-05-04,-1.8
2020-05-05,-3.055
2020-05-06,0.0
2020-05-07,-2.3109
2020-05-08,4.5161
2020-05-11,-6.07
2020-05-12,-3.2859
2020-05-13,-1.0193
2020-05-14,2.1739
2020-05-15,1.2318
2020-05-18,9.4027
2020-05-19,-7.0779
2020-05-20,5.6583
2020-05-21,1.1329
2020-05-22,0.2037
2020-05-26,2.0325
2020-05-27,7.0717
2020-05-28,-3.0698
2020-05-29,0.0
2020-06-01,-3.263
2020-06-02,-2.0833
2020-06-03,5.7751
2020-06-04,1.4368
2020-06-05,7.7432
2020-06-08,0.3506
2020-06-09,-1.2227000000000001
2020-06-10,-6.366
2020-06-11,-8.7819
2020-06-12,2.6915
2020-06-15,1.9153
2020-06-16,2.4728
2020-06-17,-4.4402
2020-06-18,0.7071
2020-06-19,-0.7021
2020-06-22,0.6061
2020-06-23,-3.3133
2020-06-24,-3.2191
2020-06-25,3.9699999999999998
2020-06-26,-3.612
2020-06-29,5.1392
2020-06-30,4.3788
2020-07-01,-6.0976
2020-07-02,-2.961
2020-07-06,0.9636
2020-07-07,-3.4995
2020-07-08,1.8681
2020-07-09,-2.8047
2020-07-10,1.9978
2020-07-13,-0.5441
2020-07-14,0.8753
2020-07-15,4.7722
2020-07-16,-1.5528
2020-07-17,-0.1052
2020-07-20,-3.7895
2020-07-21,5.3611
2020-07-22,-3.3229
2020-07-23,2.2556
2020-07-24,-1.4706000000000001
2020-07-27,-3.1983
2020-07-28,0.0
2020-07-29,3.4141
2020-07-30,-1.7039
2020-07-31,0.6501
