ticker,USX US Equity
2018-10-31,-0.2073
2018-11-01,5.296
2018-11-02,-29.9803
2018-11-05,-2.1127
2018-11-06,15.3957
2018-11-07,2.9925
2018-11-08,0.6053
2018-11-09,-7.7016
2018-11-12,-2.9987
2018-11-13,0.1344
2018-11-14,3.3557
2018-11-15,1.1688
2018-11-16,0.0
2018-11-19,1.5404
2018-11-20,-5.5626
2018-11-21,-1.6064
2018-11-23,1.0884
2018-11-26,0.2692
2018-11-27,-2.2819
2018-11-28,5.2198
2018-11-29,-0.2611
2018-11-30,7.7225
2018-12-03,-0.486
2018-12-04,-14.1636
2018-12-06,-2.4182
2018-12-07,-7.1429
2018-12-10,-5.8085
2018-12-11,5.5
2018-12-12,-3.9494
2018-12-13,-5.9211
2018-12-14,-3.8462
2018-12-17,-6.5455
2018-12-18,-0.7782
2018-12-19,-2.9412000000000003
2018-12-20,0.202
2018-12-21,1.8145
2018-12-24,-2.1782
2018-12-26,8.9069
2018-12-27,0.7435
2018-12-28,0.1845
2018-12-31,3.3149
2019-01-02,3.7433
2019-01-03,-1.5464
2019-01-04,2.9668
2019-01-07,-0.678
2019-01-08,11.7747
2019-01-09,4.1221
2019-01-10,4.1056
2019-01-11,-1.4085
2019-01-14,-0.7143
2019-01-15,-1.1511
2019-01-16,1.31
2019-01-17,2.7298999999999998
2019-01-18,3.4965
2019-01-22,-1.0811
2019-01-23,1.2295
2019-01-24,2.0243
2019-01-25,0.0
2019-01-28,-5.1587
2019-01-29,2.6499
2019-01-30,2.8533
2019-01-31,-2.5099
2019-02-01,-1.355
2019-02-04,5.6319
2019-02-05,1.5605
2019-02-06,2.5608
2019-02-07,-3.1211
2019-02-08,7.9897
2019-02-11,6.5632
2019-02-12,4.4793
2019-02-13,5.4662
2019-02-14,-2.9472
2019-02-15,-1.2565
2019-02-19,-0.3181
2019-02-20,-1.0638
2019-02-21,1.0753
2019-02-22,-1.5957
2019-02-25,-0.1081
2019-02-26,-1.2987
2019-02-27,-1.4254
2019-02-28,-2.6696
2019-03-01,3.7714
2019-03-04,-8.8106
2019-03-05,-3.9855
2019-03-06,-0.6289
2019-03-07,-0.3797
2019-03-08,2.5413
2019-03-11,5.5762
2019-03-12,1.0563
2019-03-13,-0.4646
2019-03-14,-0.5834
2019-03-15,0.1174
2019-03-18,-3.6342
2019-03-19,-6.691
2019-03-20,-5.2151
2019-03-21,-0.4127
2019-03-22,-8.7017
2019-03-25,-3.9334
2019-03-26,1.7323
2019-03-27,-1.548
2019-03-28,3.7736
2019-03-29,0.1515
2019-04-01,5.9002
2019-04-02,-0.8571
2019-04-03,-1.1527
2019-04-04,2.9154999999999998
2019-04-05,3.2578
2019-04-08,-2.7435
2019-04-09,-2.1157
2019-04-10,2.8818
2019-04-11,-1.4006
2019-04-12,0.2841
2019-04-15,0.9915
2019-04-16,-1.1219999999999999
2019-04-17,1.4184
2019-04-18,0.8392
2019-04-22,0.5548
2019-04-23,-0.2759
2019-04-24,1.7981
2019-04-25,-7.7446
2019-04-26,1.1782
2019-04-29,1.7467000000000001
2019-04-30,-3.5765000000000002
2019-05-01,0.2967
2019-05-02,-1.1834
2019-05-03,-10.0299
2019-05-06,0.9983
2019-05-07,-1.9769
2019-05-08,-0.1681
2019-05-09,-0.5051
2019-05-10,1.8613
2019-05-13,-3.8205999999999998
2019-05-14,3.6269
2019-05-15,0.3333
2019-05-16,1.8272
2019-05-17,4.4046
2019-05-20,-2.8125
2019-05-21,-3.8585000000000003
2019-05-22,-2.3411
2019-05-23,-0.3425
2019-05-24,1.7182
2019-05-28,-0.8446
2019-05-29,-8.3475
2019-05-30,2.974
2019-05-31,-2.1661
2019-06-03,-1.107
2019-06-04,6.5299
2019-06-05,-8.5814
2019-06-06,-1.7241
2019-06-07,0.1949
2019-06-10,5.642
2019-06-11,-0.7366
2019-06-12,0.3711
2019-06-13,3.1423
2019-06-14,-2.3297
2019-06-17,-2.7523
2019-06-18,3.2075
2019-06-19,-5.4845
2019-06-20,-0.7737
2019-06-21,0.1949
2019-06-24,-3.8911
2019-06-25,0.4049
2019-06-26,0.2016
2019-06-27,1.4085
2019-06-28,1.9841
2019-07-01,4.2802
2019-07-02,-1.1194
2019-07-03,-3.3962
2019-07-05,3.5156
2019-07-08,0.9434
2019-07-09,-3.5514
2019-07-10,-2.3256
2019-07-11,-3.7698
2019-07-12,-10.9278
2019-07-15,0.2315
2019-07-16,6.6975
2019-07-17,-3.6797
2019-07-18,0.2247
2019-07-19,2.2422
2019-07-22,0.2193
2019-07-23,2.8446
2019-07-24,8.0851
2019-07-25,-1.1811
2019-07-26,-4.3825
2019-07-29,4.1667
2019-07-30,2.6
2019-07-31,-0.7797
2019-08-01,-3.9293
2019-08-02,-4.908
2019-08-05,-4.5161
2019-08-06,-3.3784
2019-08-07,2.7972
2019-08-08,2.0408
2019-08-09,-5.5556
2019-08-12,-2.5882
2019-08-13,-1.6907999999999999
2019-08-14,-5.4054
2019-08-15,-5.974
2019-08-16,1.9337
2019-08-19,0.271
2019-08-20,2.1622
2019-08-21,-0.2646
2019-08-22,-4.244
2019-08-23,-3.6010999999999997
2019-08-26,2.2989
2019-08-27,4.4944
2019-08-28,1.8817
2019-08-29,5.8047
2019-08-30,4.7382
2019-09-03,-5.7143
2019-09-04,5.5556
2019-09-05,9.5694
2019-09-06,-1.31
2019-09-09,5.3097
2019-09-10,8.8235
2019-09-11,0.7722
2019-09-12,-1.341
2019-09-13,-1.7476
2019-09-16,-7.3123000000000005
2019-09-17,-1.7058
2019-09-18,2.6029999999999998
2019-09-19,1.9026999999999998
2019-09-20,0.8299
2019-09-23,-0.6173
2019-09-24,-3.5197000000000003
2019-09-25,2.7897
2019-09-26,2.5052
2019-09-27,-1.4257
2019-09-30,-0.4132
2019-10-01,-1.4523
2019-10-02,-5.4737
2019-10-03,-1.1136
2019-10-04,0.6757
2019-10-07,-0.8949
2019-10-08,-3.386
2019-10-09,0.2336
2019-10-10,1.6317
2019-10-11,8.2569
2019-10-14,0.8475
2019-10-15,0.6303
2019-10-16,2.5052
2019-10-17,0.4073
2019-10-18,1.0142
2019-10-21,-0.2008
2019-10-22,4.6278
2019-10-23,4.8077
2019-10-24,-0.367
2019-10-25,0.7366
2019-10-28,-1.8282
2019-10-29,-1.4898
2019-10-30,-3.4026
2019-10-31,1.5655999999999999
2019-11-01,-7.8998
2019-11-04,-6.9038
2019-11-05,5.3933
2019-11-06,-1.919
2019-11-07,1.7391
2019-11-08,4.4872
2019-11-11,3.681
2019-11-12,0.3945
2019-11-13,-2.1611
2019-11-14,2.4096
2019-11-15,-2.9412000000000003
2019-11-18,-7.0707
2019-11-19,0.8696
2019-11-20,-0.8621
2019-11-21,-1.3043
2019-11-22,2.6432
2019-11-25,-2.1459
2019-11-26,-0.8772
2019-11-27,-0.2212
2019-11-29,6.4302
2019-12-02,3.75
2019-12-03,-0.8032
2019-12-04,1.2146
2019-12-05,0.2
2019-12-06,-0.3992
2019-12-09,-0.4008
2019-12-10,1.2072
2019-12-11,-1.3917
2019-12-12,1.6129
2019-12-13,-1.7856999999999998
2019-12-16,-2.0202
2019-12-17,2.268
2019-12-18,1.8145
2019-12-19,-5.3465
2019-12-20,6.0669
2019-12-23,1.9724
2019-12-24,0.7737
2019-12-26,-1.7274
2019-12-27,-1.1719
2019-12-30,-5.1383
2019-12-31,4.7917
2020-01-02,2.3857
2020-01-03,-5.4369
2020-01-06,0.616
2020-01-07,0.6122
2020-01-08,2.4341
2020-01-09,3.9604
2020-01-10,3.8095
2020-01-13,-1.1009
2020-01-14,4.4527
2020-01-15,5.8615
2020-01-16,1.6779
2020-01-17,1.9802
2020-01-21,-4.0453
2020-01-22,-7.0826
2020-01-23,0.1815
2020-01-24,-3.2609
2020-01-27,2.2472
2020-01-28,8.0586
2020-01-29,3.3898
2020-01-30,2.1311
2020-01-31,-12.3596
2020-02-03,0.9158
2020-02-04,-2.7223
2020-02-05,4.1045
2020-02-06,12.3656
2020-02-07,1.7544
2020-02-10,-5.1724
2020-02-11,2.9752
2020-02-12,1.7657
2020-02-13,-0.6309
2020-02-14,-5.7143
2020-02-18,-4.0404
2020-02-19,0.0
2020-02-20,2.807
2020-02-21,-1.7065000000000001
2020-02-24,-4.6875
2020-02-25,-7.286
2020-02-26,-1.9646
2020-02-27,-10.02
2020-02-28,-4.0089
2020-03-02,-3.9443
2020-03-03,-3.3816
2020-03-04,5.0
2020-03-05,-3.5714
2020-03-06,-0.4938
2020-03-09,-17.6179
2020-03-10,3.9157
2020-03-11,-2.8986
2020-03-12,-4.4776
2020-03-13,11.25
2020-03-16,-7.3034
2020-03-17,5.4545
2020-03-18,-5.1724
2020-03-19,3.3333
2020-03-20,-11.7302
2020-03-23,-6.6445
2020-03-24,-1.0676
2020-03-25,20.1439
2020-03-26,8.6826
2020-03-27,-9.6419
2020-03-30,3.6585
2020-03-31,-1.7647
2020-04-01,-7.7844
2020-04-02,2.9221
2020-04-03,-5.9937000000000005
2020-04-06,14.4295
2020-04-07,0.8798
2020-04-08,6.3953
2020-04-09,4.918
2020-04-13,-5.4688
2020-04-14,-0.2755
2020-04-15,-4.4199
2020-04-16,3.1792
2020-04-17,8.9636
2020-04-20,-0.7712
2020-04-21,-5.1813
2020-04-22,2.459
2020-04-23,2.4
2020-04-24,1.0417
2020-04-27,11.3402
2020-04-28,0.0
2020-04-29,11.1111
2020-04-30,-9.1667
2020-05-01,-8.945
2020-05-04,-0.7557
2020-05-05,0.0
2020-05-06,-3.5533
2020-05-07,1.3158
2020-05-08,7.2727
2020-05-11,-4.1162
2020-05-12,-3.5354
2020-05-13,-6.5445
2020-05-14,-2.2409
2020-05-15,5.1576
2020-05-18,6.5395
2020-05-19,1.023
2020-05-20,5.0633
2020-05-21,4.8193
2020-05-22,7.1264
2020-05-26,3.8627000000000002
2020-05-27,1.0331
2020-05-28,0.0
2020-05-29,4.2945
2020-06-01,0.7843
2020-06-02,3.1128
2020-06-03,3.2075
2020-06-04,6.5814
2020-06-05,2.0583
2020-06-08,-0.1681
2020-06-09,-0.8418
2020-06-10,-1.528
2020-06-11,-3.6207000000000003
2020-06-12,-2.8623
2020-06-15,-0.9208
2020-06-16,4.8327
2020-06-17,3.3688000000000002
2020-06-18,1.3721999999999999
2020-06-19,-1.8613
2020-06-22,1.2069
2020-06-23,1.8739
2020-06-24,-3.01
2020-06-25,1.0345
2020-06-26,2.2184
2020-06-29,-2.6711
2020-06-30,2.916
2020-07-01,-3.1667
2020-07-02,5.6799
2020-07-06,3.0945
2020-07-07,1.2638
2020-07-08,-4.6802
2020-07-09,1.4729999999999999
2020-07-10,3.3871
2020-07-13,-4.0562
2020-07-14,2.9268
2020-07-15,1.7378
2020-07-16,2.3292
2020-07-17,0.1517
2020-07-20,0.4545
2020-07-21,8.5973
2020-07-22,1.8056
2020-07-23,-1.2278
2020-07-24,-2.2099
2020-07-27,-0.9887
2020-07-28,-2.8531
2020-07-29,28.928
2020-07-30,11.959
2020-07-31,-6.8159
