ticker,AURT US Equity
2014-08-28,-5.0
2014-08-29,-36.8421
2014-09-02,0.0
2014-09-03,45.8333
2014-09-10,-2.8571
2014-09-22,-23.5294
2014-09-23,-7.6923
2014-09-29,-12.5
2014-10-02,38.0952
2014-10-03,-34.4828
2014-10-07,-15.7895
2014-10-09,81.25
2014-10-17,-6.8966
2014-10-21,0.0
2014-10-22,0.0
2014-10-27,-18.5185
2014-10-28,0.0
2014-10-31,18.1818
2014-11-03,-7.6923
2014-11-18,-25.0
2014-11-20,-11.1111
2014-11-21,-6.25
2014-12-01,-6.6667
2014-12-02,50.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-09,-9.5238
2014-12-10,-31.5789
2014-12-12,0.0
2014-12-15,46.1538
2014-12-16,10.526299999999999
2014-12-19,-33.3333
2014-12-22,14.2857
2014-12-23,-37.5
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,30.0
2015-01-06,-15.3846
2015-01-07,27.2727
2015-01-08,-21.4286
2015-01-15,-9.0909
2015-01-22,30.0
2015-01-23,69.2308
2015-01-26,-54.5455
2015-01-27,0.0
2015-02-02,-10.0
2015-02-03,-11.1111
2015-02-09,0.0
2015-02-11,0.0
2015-02-24,-25.0
2015-03-02,33.3333
2015-03-05,-25.0
2015-03-06,0.0
2015-03-12,16.6667
2015-03-17,-28.5714
2015-03-19,100.0
2015-03-20,-40.0
2015-03-23,0.0
2015-03-26,-16.6667
2015-04-07,20.0
2015-04-13,-16.6667
2015-04-14,20.0
2015-04-15,83.3333
2015-04-16,27.2727
2015-04-17,0.0
2015-04-20,-28.5714
2015-04-21,0.0
2015-04-22,-20.0
2015-04-23,-25.0
2015-04-24,-16.6667
2015-04-27,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,-40.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,66.6667
2015-05-19,0.0
2015-05-28,0.0
2015-06-03,-40.0
2015-06-15,-33.3333
2015-06-16,50.0
2015-06-18,0.0
2015-06-22,0.0
2015-06-24,-33.3333
2015-06-25,0.0
2015-06-26,150.0
2015-06-29,-40.0
2015-07-07,0.0
2015-07-10,0.0
2015-07-20,0.0
2015-07-29,66.6667
2015-08-10,-40.0
2015-08-19,0.0
2015-08-31,0.0
2015-10-02,66.6667
2015-10-05,-40.0
2015-10-06,0.0
2015-10-12,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-18,-33.3333
2015-11-19,50.0
2015-12-04,0.0
2015-12-14,-33.3333
2015-12-21,0.0
2015-12-30,0.0
2016-01-20,0.0
2016-02-04,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-03-08,-20.0
2016-03-15,25.0
2016-03-23,0.0
2016-03-30,0.0
2016-04-01,50.0
2016-04-04,66.6667
2016-04-26,0.0
2016-04-27,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-13,0.0
2016-06-03,0.0
2016-06-09,0.0
2016-06-24,0.0
2016-06-30,-40.0
2016-07-06,66.6667
2016-08-01,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-10-14,0.0
2016-11-02,0.0
2016-12-09,-40.0
2016-12-15,-33.3333
2016-12-21,50.0
2016-12-22,66.6667
2016-12-30,-4.0
2017-01-03,0.0
2017-01-09,-37.5
2017-01-24,66.6667
2017-01-25,-40.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-08,66.6667
2017-03-01,-40.0
2017-03-08,66.6667
2017-03-13,60.0
2017-03-20,-37.5
2017-03-29,0.0
2017-04-03,0.0
2017-04-10,0.0
2017-04-11,-40.0
2017-04-21,66.6667
2017-05-23,20.0
2017-06-06,-46.6667
2017-06-20,100.0
2017-06-21,-50.0
2017-06-26,77.0
2017-07-05,41.2429
2017-07-06,-20.0
2017-07-07,0.0
2017-07-11,-25.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-24,0.0
2017-07-25,66.6667
2017-08-02,0.0
2017-08-03,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-14,0.0
2017-08-29,20.0
2017-08-30,16.6667
2017-09-26,28.5714
2017-09-28,0.0
2017-10-05,-44.4444
2017-10-06,0.0
2017-10-10,20.0
2017-10-12,16.6667
2017-10-13,0.0
2017-10-18,-42.8571
2017-10-20,75.0
2017-10-27,-28.5714
2017-10-30,60.0
2017-10-31,25.0
2017-11-01,20.0
2017-11-03,-8.3333
2017-11-07,-36.3636
2017-11-08,0.0
2017-11-09,28.5714
2017-11-10,11.1111
2017-11-14,-30.0
2017-11-16,42.8571
2017-11-21,0.0
2017-12-01,-40.0
2017-12-04,33.3333
2017-12-05,0.0
2017-12-11,-37.5
2017-12-15,0.0
2017-12-18,0.0
2017-12-20,40.0
2018-01-09,131.4286
2018-01-10,-50.6173
2018-01-11,-25.0
2018-01-12,8.3333
2018-01-16,-7.6923
2018-01-17,0.0
2018-01-19,0.0
2018-01-23,-16.6667
2018-01-24,0.0
2018-01-25,0.0
2018-02-01,20.0
2018-02-09,-33.3333
2018-02-12,0.0
2018-02-13,75.0
2018-02-14,0.0
2018-02-15,-14.2857
2018-02-16,16.6667
2018-02-20,0.0
2018-02-23,-14.2857
2018-02-26,0.0
2018-03-16,-16.6667
2018-03-19,0.0
2018-03-20,-40.0
2018-03-21,66.6667
2018-04-05,16.0
2018-04-11,-12.069
2018-04-12,-21.5686
2018-04-13,25.0
2018-05-11,-20.0
2018-05-17,0.0
2018-06-01,2.5
2018-07-05,95.122
2018-07-09,7.5
2018-07-10,-41.8605
2018-07-12,-20.0
2018-07-18,0.0
2018-07-26,0.0
2018-08-01,-25.0
2018-08-02,0.0
2018-08-06,66.6667
2018-08-15,0.0
2018-08-16,0.0
2018-08-30,-20.0
2018-08-31,0.0
2018-09-05,25.0
2018-09-06,0.0
2018-09-07,-20.0
2018-09-10,0.0
2018-09-24,25.0
2018-09-26,20.0
2018-09-27,-16.6667
2018-10-16,0.0
2018-11-05,0.0
2018-11-30,-20.0
2018-12-10,0.0
2018-12-18,0.0
2018-12-27,0.0
2019-01-07,25.0
2019-01-10,-10.0
2019-01-16,-11.1111
2019-02-08,50.0
2019-03-05,-33.3333
2019-03-15,150.0
2019-03-18,-20.0
2019-03-19,0.0
2019-03-20,-12.5
2019-03-21,28.5714
2019-03-22,-44.4444
2019-03-25,40.0
2019-03-26,-14.2857
2019-03-27,33.3333
2019-04-01,-50.0
2019-04-02,50.0
2019-04-03,-13.3333
2019-04-09,-3.8462
2019-04-10,0.0
2019-04-11,0.0
2019-04-15,0.0
2019-04-17,40.0
2019-04-30,-14.2857
2019-05-01,-33.3333
2019-05-02,25.0
2019-05-03,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,20.0
2019-05-14,-16.6667
2019-05-16,0.0
2019-05-21,20.0
2019-06-05,33.3333
2019-06-07,-25.0
2019-06-12,0.0
2019-06-18,-16.6667
2019-06-19,0.0
2019-06-24,0.0
2019-06-27,60.0
2019-07-12,0.0
2019-07-29,-37.5
2019-08-05,40.0
2019-08-12,-14.2857
2019-08-19,16.6667
2019-08-22,0.0
2019-09-03,-14.2857
2019-09-10,0.0
2019-09-23,0.0
2019-09-26,-16.6667
2019-09-30,60.0
2019-10-04,-37.5
2019-10-15,0.0
2019-10-23,0.0
2019-10-31,0.0
2019-11-11,0.0
2019-11-19,20.0
2019-12-04,0.0
2019-12-26,0.0
2020-01-21,16.6667
2020-01-23,-28.5714
2020-01-27,0.0
2020-01-28,40.0
2020-02-03,28.5714
2020-02-04,-33.3333
2020-02-12,0.0
2020-02-27,16.6667
2020-03-03,0.0
2020-03-10,42.8571
2020-03-18,-50.0
2020-03-19,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,20.0
2020-05-15,0.0
2020-05-21,0.0
2020-06-01,0.0
2020-06-05,0.0
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,-16.6667
2020-06-16,-20.0
2020-06-29,15.0
2020-07-02,8.6957
2020-07-20,20.0
2020-07-21,-16.6667
2020-07-29,20.0
