ticker,AURT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-17,0.0
2010-07-01,0.0
2010-07-26,-20.0
2010-07-30,0.0
2010-08-26,-50.0
2010-08-27,0.0
2010-08-30,-25.0
2010-10-01,-33.3333
2010-10-22,200.0
2010-11-05,33.3333
2010-11-10,27.5
2010-11-12,0.0
2010-12-06,0.0
2011-06-03,-98.0392
2011-06-16,2400.0
2011-06-17,8.0
2011-08-05,-25.9259
2011-11-21,50.0
2011-11-22,-66.6667
2011-12-02,0.0
2011-12-06,0.0
2011-12-07,-39.5
2011-12-14,23.9669
2011-12-15,-13.3333
2011-12-16,0.0
2011-12-20,0.0
2011-12-29,53.8462
2012-02-08,0.0
2012-02-21,0.0
2012-02-29,-15.0
2012-03-05,-11.7647
2012-03-09,33.3333
2012-03-16,20.0
2012-03-19,16.6667
2012-04-02,0.0
2012-05-07,0.0
2012-05-22,-46.4286
2012-05-25,33.3333
2012-08-06,-35.0
2012-09-06,53.8462
2012-09-28,0.0
2012-10-26,0.0
2013-04-26,-65.0
2013-04-29,-28.5714
2013-05-02,-20.0
2013-05-17,0.0
2013-06-18,0.0
2013-07-02,95.0
2013-07-09,0.0
2013-07-23,-1.6026
2013-07-24,-2.6059
2013-08-02,-19.7324
2013-08-28,0.0
2013-09-03,-3.9583
2013-10-10,-77.4403
2013-11-01,7.6923
2013-11-06,-4.4643
2013-11-13,-2.8037
2013-11-18,0.0
2013-11-19,0.0
2013-12-31,-12.5
2014-01-13,19.7802
2014-01-30,-1.8349
2014-03-04,19.6262
2014-03-05,0.0
2014-03-07,-14.0625
2014-04-08,74.5455
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-16,108.3333
2014-04-17,-28.0
2014-04-21,-16.6667
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,-33.3333
2014-04-29,50.0
2014-05-13,-16.6667
2014-05-22,-12.0
2014-05-23,9.0909
2014-05-28,8.3333
2014-06-09,-36.0577
2014-06-16,-18.0451
2014-06-17,30.2752
2014-06-20,0.0
2014-06-27,-8.4507
2014-07-07,-1.5385
2014-07-09,-22.6563
2014-07-15,11.1111
2014-07-18,-12.7273
2014-07-21,-5.2083
2014-07-22,-8.7912
2014-07-23,-7.2289
2014-07-24,3.8961
2014-07-30,0.0
2014-08-01,20.0
2014-08-04,-36.4583
2014-08-05,-4.918
2014-08-13,-20.6897
2014-08-15,4.3478
2014-08-25,12.5
2014-08-26,-22.2222
2014-08-27,-4.7619
