ticker,MSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-7.6172
2000-01-05,3.1712
2000-01-06,-3.2787
2000-01-10,-2.1186
2000-01-11,0.0
2000-01-12,3.6797
2000-01-13,-4.1754
2000-01-14,4.5752
2000-01-18,3.3333
2000-01-19,2.2177
2000-01-20,0.9862
2000-01-21,-1.1719
2000-01-24,-1.7787
2000-01-25,-0.3018
2000-01-26,-0.9082
2000-01-27,1.222
2000-01-31,-0.1006
2000-02-01,-0.9063
2000-02-02,-0.2033
2000-02-03,-1.0183
2000-02-07,0.0
2000-02-08,0.3086
2000-02-10,-0.4103
2000-02-11,-2.5747
2000-02-14,0.4228
2000-02-15,1.0526
2000-02-16,0.8333
2000-02-17,2.4793
2000-02-18,0.0
2000-02-22,2.0161
2000-02-23,-0.0553
2000-02-25,0.0
2000-02-28,0.1988
2000-02-29,0.7937
2000-03-01,0.3937
2000-03-03,-0.3922
2000-03-06,0.7874
2000-03-07,-0.3906
2000-03-08,-0.9804
2000-03-09,-1.1881
2000-03-10,-0.6012
2000-03-13,-0.4032
2000-03-14,0.0
2000-03-15,-0.1012
2000-03-16,0.0
2000-03-17,1.3171
2000-03-20,0.2
2000-03-21,3.5928
2000-03-22,1.7341
2000-03-23,0.1894
2000-03-24,0.9452
2000-03-27,1.1236
2000-03-28,0.7407
2000-03-29,-0.8272
2000-03-30,1.9462000000000002
2000-03-31,0.7273
2000-04-03,0.361
2000-04-04,-1.6187
2000-04-05,-0.7313
2000-04-06,-0.1842
2000-04-07,-0.738
2000-04-10,0.0929
2000-04-11,-0.4643
2000-04-12,-0.7463
2000-04-13,-1.5038
2000-04-14,-0.7634
2000-04-17,0.0
2000-04-18,0.1923
2000-04-20,0.0
2000-04-24,-0.1919
2000-04-25,-0.9615
2000-04-26,0.3883
2000-04-27,-0.7737
2000-04-28,1.3645
2000-05-01,0.0
2000-05-02,0.7692
2000-05-03,0.0
2000-05-04,0.7634
2000-05-05,1.5152
2000-05-09,-0.3731
2000-05-10,2.809
2000-05-11,-0.4554
2000-05-12,0.2745
2000-05-15,0.365
2000-05-16,2.1818
2000-05-17,0.0
2000-05-18,0.7117
2000-05-19,0.1767
2000-05-22,-0.1764
2000-05-23,-0.3534
2000-05-24,-0.3617
2000-05-25,1.0695000000000001
2000-05-26,-1.3228
2000-05-30,0.8043
2000-05-31,-1.0638
2000-06-01,1.0753
2000-06-02,1.5957
2000-06-05,-1.0471
2000-06-06,4.4974
2000-06-07,1.7722
