ticker,UI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-14,16.6667
2011-10-17,6.2857
2011-10-18,2.1505
2011-10-19,-7.1053
2011-10-20,1.2805
2011-10-21,9.4205
2011-10-24,3.4254
2011-10-25,-4.1522
2011-10-26,-1.8051
2011-10-27,0.4202
2011-10-28,6.6423
2011-10-31,2.9426
2011-11-01,-2.525
2011-11-02,1.393
2011-11-03,-2.7718
2011-11-04,-4.4621
2011-11-07,-2.1277
2011-11-08,-0.7953
2011-11-09,0.0534
2011-11-10,-0.641
2011-11-11,4.6237
2011-11-14,1.2847
2011-11-15,0.7103
2011-11-16,1.0076
2011-11-17,9.7756
2011-11-18,1.5901999999999998
2011-11-21,-8.4526
2011-11-22,0.342
2011-11-23,-4.2356
2011-11-25,-1.576
2011-11-28,0.0517
2011-11-29,-2.5297
2011-11-30,4.661
2011-12-01,1.164
2011-12-02,1.3007
2011-12-05,-1.5802
2011-12-06,-2.1576
2011-12-07,1.7436
2011-12-08,1.3609
2011-12-09,0.1492
2011-12-12,-1.3902999999999999
2011-12-13,4.8338
2011-12-14,1.0086
2011-12-15,-2.2824999999999998
2011-12-16,1.7032
2011-12-19,-1.7225000000000001
2011-12-20,-3.2132
2011-12-21,-2.6157
2011-12-22,-0.7748
2011-12-23,0.2603
2011-12-27,-2.1807
2011-12-28,-2.1762
2011-12-29,0.7054
2011-12-30,-1.778
2012-01-03,1.4262000000000001
2012-01-04,-1.298
2012-01-05,-4.4384
2012-01-06,4.9312000000000005
2012-01-09,5.5738
2012-01-10,3.1056
2012-01-11,6.2751
2012-01-12,3.0231
2012-01-13,2.6593
2012-01-17,-3.3497
2012-01-18,-2.3105
2012-01-19,-5.2507
2012-01-20,0.0499
2012-01-23,-0.2495
2012-01-24,-0.1501
2012-01-25,0.9018
2012-01-26,4.2701
2012-01-27,7.4286
2012-01-30,8.2447
2012-01-31,-0.5733
2012-02-01,-0.7414
2012-02-02,5.8921
2012-02-03,-2.0376
2012-02-06,-4.96
2012-02-07,-2.1465
2012-02-08,0.9032
2012-02-09,5.8397
2012-02-10,0.3222
2012-02-13,-0.9635
2012-02-14,-1.4998
2012-02-15,-4.1975
2012-02-16,3.6082
2012-02-17,3.6898999999999997
2012-02-21,-0.04
2012-02-22,1.4
2012-02-23,5.641
2012-02-24,2.0911
2012-02-27,4.6452
2012-02-28,-2.8312
2012-02-29,-5.4676
2012-03-01,-4.7945
2012-03-02,3.8769
2012-03-05,-3.1166
2012-03-06,-6.394
