ticker,VULC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7937
2000-01-04,-0.4
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,1.2048
2000-01-11,1.5873
2000-01-12,-0.3906
2000-01-13,-0.3922
2000-01-18,0.1969
2000-01-20,0.0
2000-01-21,0.0
2000-01-27,-0.3929
2000-01-28,-0.1972
2000-02-01,0.0
2000-02-08,-0.3953
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,0.7937
2000-02-15,-0.3937
2000-02-16,0.3953
2000-02-18,0.0
2000-02-23,-0.3937
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,0.7905
2000-03-01,0.7843
2000-03-03,0.7782
2000-03-06,-0.3861
2000-03-07,-0.7752
2000-03-09,-0.1572
2000-03-13,0.0
2000-03-14,0.0
2000-03-15,0.7874
2000-03-16,0.0
2000-03-17,0.7813
2000-03-20,-0.7752
2000-03-22,-0.3906
2000-03-23,0.0
2000-03-24,2.3529
2000-03-27,0.7663
2000-03-28,-0.3802
2000-03-29,1.145
2000-04-03,-0.1887
2000-04-10,1.3233
2000-04-12,0.1866
2000-04-13,1.3035
2000-04-14,-0.3676
2000-04-17,0.0
2000-04-18,0.0
2000-04-25,0.369
2000-04-28,-0.3676
2000-05-01,1.107
2000-05-02,-0.365
2000-05-10,-1.4652
2000-05-15,-0.1859
2000-05-17,-0.5587
2000-05-22,-0.3745
2000-05-23,0.0
2000-05-24,-0.3759
2000-05-25,0.0
2000-05-31,0.4151
2000-06-05,0.3781
2000-06-06,0.1883
2000-06-08,0.0
2000-06-12,0.7519
2000-06-13,-0.7463
2000-06-15,0.0
2000-06-20,-0.7519
2000-06-21,0.0
2000-06-23,0.0
2000-06-28,0.0
2000-07-06,0.0
2000-07-07,0.3788
2000-07-10,-0.1887
2000-07-11,-0.189
2000-07-12,1.5152
2000-07-13,1.1194
2000-07-14,0.369
2000-07-18,-0.7353
2000-07-19,-0.7407
2000-07-20,-0.7463
2000-07-31,0.7519
2000-08-03,0.7463
2000-08-04,-0.7407
2000-08-08,0.7463
2000-08-09,-0.7407
2000-08-11,1.4925
2000-08-18,0.0
2000-08-21,0.7353
2000-08-23,0.7299
2000-08-24,-0.3623
2000-08-25,-0.3636
2000-08-29,-0.7299
2000-08-31,1.3314
2000-09-06,-0.7299
2000-09-11,-0.7353
2000-09-13,1.4815
2000-09-14,-0.7299
2000-09-19,-0.5515
2000-09-20,0.5545
2000-09-25,0.7353
2000-09-27,-1.2774
