ticker,EVBG US Equity
2017-02-07,-0.2155
2017-02-08,-1.4039
2017-02-09,0.9858
2017-02-10,2.4946
2017-02-13,3.1746
2017-02-14,-1.0256
2017-02-15,1.5544
2017-02-16,-2.1429
2017-02-17,-1.1992
2017-02-21,-0.8971
2017-02-22,0.5325
2017-02-23,0.6886
2017-02-24,0.7365
2017-02-27,1.2533
2017-02-28,-1.8051
2017-03-01,-2.2059
2017-03-02,0.8593
2017-03-03,-1.7572
2017-03-06,-2.2222
2017-03-07,-0.388
2017-03-08,-5.1196
2017-03-09,0.4106
2017-03-10,2.5117000000000003
2017-03-13,2.1652
2017-03-14,-2.6212999999999997
2017-03-15,2.8064
2017-03-16,5.6267
2017-03-17,4.0084
2017-03-20,3.854
2017-03-21,-4.8828
2017-03-22,-0.77
2017-03-23,0.3621
2017-03-24,3.3505
2017-03-27,-0.2494
2017-03-28,1.65
2017-03-29,1.5248
2017-03-30,-2.5194
2017-03-31,2.0378
2017-04-03,-5.1632
2017-04-04,3.4412
2017-04-05,1.0427
2017-04-06,2.5553
2017-04-07,-2.3479
2017-04-10,-0.1472
2017-04-11,0.9828
2017-04-12,0.9732
2017-04-13,-0.0482
2017-04-17,2.8447
2017-04-18,4.0319
2017-04-19,2.7941000000000003
2017-04-20,0.0
2017-04-21,-0.6138
2017-04-24,0.7499
2017-04-25,1.7513
2017-04-26,0.1291
2017-04-27,0.6016
2017-04-28,-0.8543
2017-05-01,1.4649
2017-05-02,-2.0382
2017-05-03,-0.5202
2017-05-04,-1.3508
2017-05-05,0.2208
2017-05-08,1.234
2017-05-09,7.7928
2017-05-10,0.2827
2017-05-11,-1.0068
2017-05-12,-0.1221
2017-05-15,3.3809
2017-05-16,-2.0095
2017-05-17,-2.4528
2017-05-18,1.6076000000000001
2017-05-19,1.4604
2017-05-22,0.4798
2017-05-23,-0.3979
2017-05-24,1.3584
2017-05-25,1.0642
2017-05-26,3.2371
2017-05-30,-1.1711
2017-05-31,-1.1468
2017-06-01,1.3534
2017-06-02,0.1526
2017-06-05,0.2667
2017-06-06,-1.5577999999999999
2017-06-07,-0.6175
2017-06-08,-0.7767
2017-06-09,-5.4795
2017-06-12,-1.7391
2017-06-13,0.8007
2017-06-14,1.296
2017-06-15,-2.3112
2017-06-16,2.2814
2017-06-19,3.7588
2017-06-20,-1.1943
2017-06-21,-0.2015
2017-06-22,-0.8074
2017-06-23,1.5873
2017-06-26,-1.2019
2017-06-27,1.9059
2017-06-28,4.9343
2017-06-29,-5.1195
2017-06-30,-2.6379
2017-07-03,-3.243
2017-07-05,-0.8061
2017-07-06,-1.7536
2017-07-07,2.0026
2017-07-10,-0.5548
2017-07-11,0.515
2017-07-12,1.2810000000000001
2017-07-13,-2.2766
2017-07-14,-1.8982
2017-07-17,0.7036
2017-07-18,0.2183
2017-07-19,2.1351
2017-07-20,-1.4078
2017-07-21,0.3894
2017-07-24,0.7328
2017-07-25,1.2409
2017-07-26,-0.0423
2017-07-27,-0.7188
2017-07-28,0.0
2017-07-31,0.724
2017-08-01,-0.2114
2017-08-02,-2.7965999999999998
2017-08-03,2.0488
2017-08-04,-6.4502
2017-08-07,1.2328999999999999
2017-08-08,0.6315
2017-08-09,0.6723
2017-08-10,-3.2502
2017-08-11,4.5329
2017-08-14,0.6824
2017-08-15,0.3061
2017-08-16,-0.8282
2017-08-17,-0.7912
2017-08-18,1.4621
2017-08-21,-0.262
2017-08-22,1.1821
2017-08-23,-2.6828
2017-08-24,0.6225
2017-08-25,-0.3535
2017-08-28,-0.0443
2017-08-29,0.0444
2017-08-30,3.5033
2017-08-31,-0.7284
2017-09-01,-0.2158
2017-09-05,-1.1246
2017-09-06,-3.0621
2017-09-07,0.8123
2017-09-08,-0.3581
2017-09-11,4.9416
2017-09-12,0.1712
2017-09-13,0.5556
2017-09-14,-0.6375
2017-09-15,0.5133
2017-09-18,7.4468
2017-09-19,-1.7029999999999998
2017-09-20,1.7325
2017-09-21,-0.6337
2017-09-22,1.0363
2017-09-25,-1.7357
2017-09-26,1.3649
2017-09-27,4.0396
2017-09-28,-0.1523
2017-09-29,0.7244
2017-10-02,3.3308
2017-10-03,-2.0513
2017-10-04,0.9723
2017-10-05,-1.2963
2017-10-06,1.5009000000000001
2017-10-09,0.0739
2017-10-10,-0.4433
2017-10-11,-0.5195
2017-10-12,0.2238
2017-10-13,0.0372
2017-10-16,-0.372
2017-10-17,-0.0373
2017-10-18,0.2615
2017-10-19,-0.6706
2017-10-20,0.3751
2017-10-23,0.0747
2017-10-24,-1.0082
2017-10-25,-0.7544
2017-10-26,0.0
2017-10-27,1.3683
2017-10-30,-0.15
2017-10-31,0.0376
2017-11-01,0.6006
2017-11-02,0.4478
2017-11-03,1.1516
2017-11-06,-3.1216
2017-11-07,4.3594
2017-11-08,0.9081
2017-11-09,-1.3319
2017-11-10,2.2984
2017-11-13,2.2824999999999998
2017-11-14,3.1381
2017-11-15,-8.8235
2017-11-16,-1.7427000000000001
2017-11-17,-1.6226
2017-11-20,2.2248
2017-11-21,1.7261
2017-11-22,2.8772
2017-11-24,0.0359
2017-11-27,-0.6093
2017-11-28,-0.4327
2017-11-29,-1.7747000000000002
2017-11-30,-2.2861000000000002
2017-12-01,-0.8679
2017-12-04,-5.8241
2017-12-05,-1.1722
2017-12-06,0.9816
2017-12-07,8.1409
2017-12-08,1.6854
2017-12-11,-0.8103
2017-12-12,-0.5199
2017-12-13,-0.4853
2017-12-14,0.8252
2017-12-15,6.7708
2017-12-18,0.5226
2017-12-19,0.6239
2017-12-20,-0.0344
2017-12-21,0.0345
2017-12-22,0.6889
2017-12-26,0.2395
2017-12-27,0.5461
2017-12-28,0.4413
2017-12-29,0.4393
2018-01-02,-0.4038
2018-01-03,-0.4392
2018-01-04,1.018
2018-01-05,1.0413000000000001
2018-01-08,-0.8311
2018-01-09,2.883
2018-01-10,0.6517
2018-01-11,2.8164
2018-01-12,1.5112999999999999
2018-01-16,-2.3883
2018-01-17,0.5084
2018-01-18,3.4777
2018-01-19,0.0917
2018-01-22,0.58
2018-01-23,0.9105
2018-01-24,-0.5414
2018-01-25,-0.3629
2018-01-26,1.6995
2018-01-29,-1.9099
2018-01-30,-0.3347
2018-01-31,-1.4652
2018-02-01,-0.1239
2018-02-02,0.1861
2018-02-05,-2.7864
2018-02-06,0.3185
2018-02-07,0.4444
2018-02-08,-4.8357
2018-02-09,2.3912
2018-02-12,0.8109
2018-02-13,1.287
2018-02-14,2.2236
2018-02-15,2.7346
2018-02-16,1.4217
2018-02-20,0.1491
2018-02-21,-1.221
2018-02-22,-3.4971
2018-02-23,-0.656
2018-02-26,2.1384
2018-02-27,-0.4618
2018-02-28,-1.2991
2018-03-01,1.2535
2018-03-02,4.1472999999999995
2018-03-05,-0.9807
2018-03-06,5.5822
2018-03-07,2.5867
2018-03-08,2.2721
2018-03-09,4.3349
2018-03-12,-3.2719
2018-03-13,-1.8792
2018-03-14,1.8878
2018-03-15,-0.2954
2018-03-16,-0.6464
2018-03-19,-1.4909
2018-03-20,3.88
2018-03-21,1.7483
2018-03-22,-1.3277999999999999
2018-03-23,-0.7124
2018-03-26,2.312
2018-03-27,-4.4156
2018-03-28,-4.2391
2018-03-29,3.8593
2018-04-02,-4.3169
2018-04-03,0.9138
2018-04-04,1.1319
2018-04-05,0.2518
2018-04-06,-0.8652
2018-04-09,-0.0845
2018-04-10,3.8602
2018-04-11,0.624
2018-04-12,1.5907
2018-04-13,-0.7431
2018-04-16,0.2139
2018-04-17,2.0811
2018-04-18,0.3659
2018-04-19,-0.2604
2018-04-20,-2.5587
2018-04-23,0.268
2018-04-24,1.5767
2018-04-25,-1.2102
2018-04-26,-0.0799
2018-04-27,-1.3859
2018-04-30,0.9459
2018-05-01,1.178
2018-05-02,0.0265
2018-05-03,1.1376
2018-05-04,4.8391
2018-05-07,-1.0729
2018-05-08,4.1614
2018-05-09,2.6877
2018-05-10,0.7545
2018-05-11,1.9658
2018-05-14,-3.8329
2018-05-15,0.9308
2018-05-16,2.3883
2018-05-17,1.2933
2018-05-18,1.9607999999999999
2018-05-21,-0.7603
2018-05-22,-3.2672
2018-05-23,2.5856
2018-05-24,0.0454
2018-05-25,-0.6128
2018-05-29,3.2656
2018-05-30,1.7248999999999999
2018-05-31,0.1522
2018-06-01,1.1721
2018-06-04,-0.0429
2018-06-05,0.2361
2018-06-06,0.4069
2018-06-07,0.2559
2018-06-08,0.9147
2018-06-11,1.6231
2018-06-12,4.107
2018-06-13,2.8093
2018-06-14,1.3953
2018-06-15,-0.6307
2018-06-18,-1.1348
2018-06-19,-2.4514
2018-06-20,-0.3789
2018-06-21,-2.7227
2018-06-22,-2.552
2018-06-25,-4.604
2018-06-26,-1.3062
2018-06-27,-0.987
2018-06-28,5.4826
2018-06-29,1.8471
2018-07-02,-0.6959
2018-07-03,0.2973
2018-07-05,1.8209
2018-07-06,2.7656
2018-07-09,-1.0522
2018-07-10,-2.1881
2018-07-11,0.9408
2018-07-12,2.2577
2018-07-13,1.7419
2018-07-16,-0.9357
2018-07-17,0.0402
2018-07-18,-0.2009
2018-07-19,0.9662
2018-07-20,-1.0167
2018-07-23,3.1219
2018-07-24,-3.0469
2018-07-25,2.6591
2018-07-26,-0.471
2018-07-27,-5.1065
2018-07-30,-5.589
2018-07-31,-1.0123
2018-08-01,4.3575
2018-08-02,2.7269
2018-08-03,-1.6383
2018-08-06,0.1054
2018-08-07,4.2755
2018-08-08,-1.0301
2018-08-09,2.7551
2018-08-10,2.3833
2018-08-13,0.3104
2018-08-14,5.3955
2018-08-15,-0.4587
2018-08-16,1.4562
2018-08-17,-0.327
2018-08-20,1.0208
2018-08-21,3.3021
2018-08-22,2.6201
2018-08-23,2.2128
2018-08-24,0.05
2018-08-27,-3.0959
2018-08-28,-0.3779
2018-08-29,0.4483
2018-08-30,2.2314
2018-08-31,1.0913
2018-09-04,2.1591
2018-09-05,-2.5037000000000003
2018-09-06,0.3002
2018-09-07,-0.8479
2018-09-10,0.2683
2018-09-11,3.2441
2018-09-12,-0.8422
2018-09-13,-0.0817
2018-09-14,1.7819
2018-09-17,-5.1719
2018-09-18,0.8299
2018-09-19,-3.3932
2018-09-20,0.6434
2018-09-21,-3.1963
2018-09-24,1.6063
2018-09-25,3.0915
2018-09-26,-2.658
2018-09-27,0.0875
2018-09-28,0.8045
2018-10-01,-1.6655
2018-10-02,-2.7699
2018-10-03,2.5948
2018-10-04,-2.7945
2018-10-05,1.8923
2018-10-08,-5.1607
2018-10-09,-0.659
2018-10-10,-9.9697
2018-10-11,-2.7157999999999998
2018-10-12,6.2973
2018-10-15,-1.6897
2018-10-16,7.662
2018-10-17,1.2887
2018-10-18,-2.6776
2018-10-19,-4.8976
2018-10-22,5.5601
2018-10-23,-0.0777
2018-10-24,-4.7656
2018-10-25,4.1871
2018-10-26,-0.941
2018-10-29,-3.305
2018-10-30,1.7397
2018-10-31,2.2531
2018-11-01,3.1871
2018-11-02,-1.163
2018-11-05,-1.2153
2018-11-06,1.445
2018-11-07,9.7016
2018-11-08,3.2111
2018-11-09,-4.0122
2018-11-12,-8.5547
2018-11-13,-5.3457
2018-11-14,-2.7215
2018-11-15,7.7408
2018-11-16,3.1238
2018-11-19,-12.571
2018-11-20,-5.6735
2018-11-21,4.6143
2018-11-23,3.1819
2018-11-26,6.3165
2018-11-27,-2.0404
2018-11-28,5.0235
2018-11-29,3.7916
2018-11-30,2.604
2018-12-03,2.4466
2018-12-04,-6.2199
2018-12-06,1.4062999999999999
2018-12-07,-3.1672
2018-12-10,3.4062
2018-12-11,0.2995
2018-12-12,2.8364000000000003
2018-12-13,0.4899
2018-12-14,-3.3044000000000002
2018-12-17,-5.6769
2018-12-18,6.7907
2018-12-19,4.0044
2018-12-20,-5.3119
2018-12-21,-7.1913
2018-12-24,-3.57
2018-12-26,11.9058
2018-12-27,1.6917
2018-12-28,1.1275
2018-12-31,3.747
2019-01-02,-3.4003
2019-01-03,-3.4835
2019-01-04,3.9305
2019-01-07,2.9273
2019-01-08,2.1904
2019-01-09,-1.6595
2019-01-10,0.1758
2019-01-11,-0.0175
2019-01-14,-3.0713
2019-01-15,2.0641
2019-01-16,-3.7609
2019-01-17,1.3456000000000001
2019-01-18,3.9651
2019-01-22,-1.2246
2019-01-23,1.0804
2019-01-24,1.1915
2019-01-25,5.8528
2019-01-28,-2.2084
2019-01-29,-1.0037
2019-01-30,2.6022
2019-01-31,1.8775
2019-02-01,0.9053
2019-02-04,2.339
2019-02-05,-1.4089
2019-02-06,-1.3179
2019-02-07,-0.2092
2019-02-08,2.8378
2019-02-11,0.1098
2019-02-12,1.6758
2019-02-13,0.077
2019-02-14,-0.1693
2019-02-15,0.3084
2019-02-19,-1.2296
2019-02-20,5.7423
2019-02-21,2.2222
2019-02-22,0.7774
2019-02-25,0.4
2019-02-26,-1.3944
2019-02-27,0.9235
2019-02-28,1.1009
2019-03-01,1.6971
2019-03-04,-4.3805
2019-03-05,1.9343
2019-03-06,-1.4267
2019-03-07,1.679
2019-03-08,0.0854
2019-03-11,4.6651
2019-03-12,-0.2718
2019-03-13,-0.218
2019-03-14,1.5567
2019-03-15,-0.5379
2019-03-18,0.7976
2019-03-19,0.8584
2019-03-20,-1.4229
2019-03-21,2.5631
2019-03-22,-3.5249
2019-03-25,-0.3408
2019-03-26,1.0534
2019-03-27,-1.1236
2019-03-28,0.534
2019-03-29,2.1517
2019-04-01,1.1598
2019-04-02,-0.9752
2019-04-03,1.1179000000000001
2019-04-04,-4.3827
2019-04-05,0.1376
2019-04-08,-0.5223
2019-04-09,-0.8429
2019-04-10,0.432
2019-04-11,1.6928
2019-04-12,-0.232
2019-04-15,-1.1898
2019-04-16,-2.3806
2019-04-17,-2.4245
2019-04-18,-2.0924
2019-04-22,1.4544000000000001
2019-04-23,2.2967
2019-04-24,1.7017
2019-04-25,0.5202
2019-04-26,1.8744
2019-04-29,0.8513
2019-04-30,0.599
2019-05-01,-1.3263
2019-05-02,-0.0137
2019-05-03,1.7421
2019-05-06,-0.2157
2019-05-07,5.9181
2019-05-08,-2.1304
2019-05-09,0.9254
2019-05-10,3.035
2019-05-13,-2.908
2019-05-14,3.0596
2019-05-15,2.3926
2019-05-16,2.4835
2019-05-17,-0.8476
2019-05-20,-4.1536
2019-05-21,2.3113
2019-05-22,1.3505
2019-05-23,-3.089
2019-05-24,-0.0125
2019-05-28,2.8379
2019-05-29,-2.4192
2019-05-30,0.1869
2019-05-31,-2.2134
2019-06-03,-5.1373
2019-06-04,2.9223
2019-06-05,4.7278
2019-06-06,3.6936
2019-06-07,1.6431
2019-06-10,-0.472
2019-06-11,-1.2092
2019-06-12,0.876
2019-06-13,1.5346
2019-06-14,0.8553
2019-06-17,3.9497999999999998
2019-06-18,-1.0282
2019-06-19,3.1165
2019-06-20,6.2418
2019-06-21,-4.3393
2019-06-24,-3.3617
2019-06-25,-2.4194
2019-06-26,-2.1595
2019-06-27,1.8685
2019-06-28,2.5106
2019-07-01,0.7493
2019-07-02,0.9768
2019-07-03,2.6602
2019-07-05,0.3962
2019-07-08,0.5119
2019-07-09,1.8782
2019-07-10,1.3644
2019-07-11,1.0686
2019-07-12,0.8743
2019-07-15,-0.4636
2019-07-16,-2.6225
2019-07-17,1.9029
2019-07-18,-0.0306
2019-07-19,0.1225
2019-07-22,1.1826
2019-07-23,-2.1562
2019-07-24,2.5126
2019-07-25,-0.6328
2019-07-26,3.6292
2019-07-29,-0.9658
2019-07-30,1.6844000000000001
2019-07-31,-0.9009
2019-08-01,-1.8866
2019-08-02,-0.8768
2019-08-05,-4.6838999999999995
2019-08-06,-11.8001
2019-08-07,-2.2119
2019-08-08,5.8442
2019-08-09,-3.038
2019-08-12,-2.0253
2019-08-13,0.2067
2019-08-14,-3.2278000000000002
2019-08-15,0.2884
2019-08-16,0.5751
2019-08-19,2.6479
2019-08-20,0.5329
2019-08-21,1.6503999999999999
2019-08-22,0.9599
2019-08-23,-1.479
2019-08-26,3.5387
2019-08-27,-0.794
2019-08-28,-2.8883
2019-08-29,2.795
2019-08-30,0.1627
2019-09-03,-1.7401
2019-09-04,-2.0661
2019-09-05,0.0362
2019-09-06,-10.6411
2019-09-09,-5.7047
2019-09-10,0.8152
2019-09-11,-1.5889
2019-09-12,0.5622
2019-09-13,-2.3653
2019-09-16,-4.434
2019-09-17,4.5475
2019-09-18,-1.8516
2019-09-19,3.6083
2019-09-20,1.185
2019-09-23,-3.6132999999999997
2019-09-24,-2.0596
2019-09-25,-1.8608
2019-09-26,-0.9403
2019-09-27,-4.6530000000000005
2019-09-30,0.7181
2019-10-01,3.5651
2019-10-02,3.0199
2019-10-03,3.2351
2019-10-04,-0.1765
2019-10-07,0.3095
2019-10-08,-1.6602999999999999
2019-10-09,1.763
2019-10-10,-1.0718
2019-10-11,4.8085
2019-10-14,0.9204
2019-10-15,0.9681
2019-10-16,-1.1812
2019-10-17,0.5063
2019-10-18,-1.791
2019-10-21,1.6812
2019-10-22,-0.3363
2019-10-23,-3.824
2019-10-24,3.1574
2019-10-25,0.4251
2019-10-28,0.2399
2019-10-29,-0.9291
2019-10-30,-0.3268
2019-10-31,-0.9123
2019-11-01,2.158
2019-11-04,-5.0838
2019-11-05,19.095
2019-11-06,-3.4758
2019-11-07,-0.5163
2019-11-08,1.2584
2019-11-11,2.0115
2019-11-12,4.2326
2019-11-13,1.94
2019-11-14,-0.922
2019-11-15,1.3839000000000001
2019-11-18,-1.1885
2019-11-19,1.4647999999999999
2019-11-20,0.0822
2019-11-21,-0.516
2019-11-22,0.9784
2019-11-25,0.1051
2019-11-26,0.5714
2019-11-27,1.6582
2019-11-29,0.308
2019-12-02,-2.6268000000000002
2019-12-03,-0.2803
2019-12-04,-1.5224
2019-12-05,0.5589
2019-12-06,1.017
2019-12-09,-1.2175
2019-12-10,-1.3629
2019-12-11,-4.0971
2019-12-12,1.1651
2019-12-13,-0.6068
2019-12-16,-1.9312
2019-12-17,-0.5336
2019-12-18,0.6003
2019-12-19,0.6983
2019-12-20,1.7526000000000002
2019-12-23,-1.0657
2019-12-24,0.3632
2019-12-26,0.0874
2019-12-27,-1.2344
2019-12-30,-0.0126
2019-12-31,-1.4141
2020-01-02,2.4462
2020-01-03,0.5376
2020-01-06,2.2507
2020-01-07,0.9242
2020-01-08,-0.0482
2020-01-09,0.7113
2020-01-10,0.1556
2020-01-13,1.5417999999999998
2020-01-14,0.8357
2020-01-15,2.4162
2020-01-16,1.4361
2020-01-17,-0.8989
2020-01-21,-0.5102
2020-01-22,1.094
2020-01-23,-1.7867
2020-01-24,3.0703
2020-01-27,-0.5679
2020-01-28,1.3551
2020-01-29,0.6961
2020-01-30,0.5267
2020-01-31,-1.0588
2020-02-03,1.1804999999999999
2020-02-04,2.4098
2020-02-05,-2.2147
2020-02-06,1.3828
2020-02-07,-0.6122
2020-02-10,0.2918
2020-02-11,-0.7004
2020-02-12,-1.1068
2020-02-13,-0.1317
2020-02-14,0.9448
2020-02-18,-0.0435
2020-02-19,13.4691
2020-02-20,-3.0419
2020-02-21,3.8895
2020-02-24,-3.0294
2020-02-25,2.5641
2020-02-26,2.1743
2020-02-27,-1.0593
2020-02-28,0.1137
2020-03-02,5.8679
2020-03-03,-3.1736
2020-03-04,0.914
2020-03-05,-2.2598
2020-03-06,2.2934
2020-03-09,-0.8419
2020-03-10,1.4581
2020-03-11,1.0005
2020-03-12,-7.1956
2020-03-13,4.7065
2020-03-16,-0.3985
2020-03-17,8.4582
2020-03-18,-1.6042999999999998
2020-03-19,-9.748
2020-03-20,-3.1301
2020-03-23,15.6577
2020-03-24,5.7084
2020-03-25,-9.7235
2020-03-26,1.8343
2020-03-27,-3.3274
2020-03-30,3.4328
2020-03-31,-5.6172
2020-04-01,-3.1497
2020-04-02,0.2621
2020-04-03,1.1619
2020-04-06,1.7802
2020-04-07,-7.9838000000000005
2020-04-08,2.9024
2020-04-09,-2.612
2020-04-13,5.4049
2020-04-14,3.3669000000000002
2020-04-15,4.3242
2020-04-16,6.047
2020-04-17,1.4298
2020-04-20,4.0204
2020-04-21,-5.9338
2020-04-22,4.0406
2020-04-23,-1.4502
2020-04-24,-0.848
2020-04-27,0.872
2020-04-28,-3.3416
2020-04-29,-3.225
2020-04-30,-1.0219
2020-05-01,-2.3164
2020-05-04,1.2591999999999999
2020-05-05,2.4417
2020-05-06,23.7462
2020-05-07,6.1936
2020-05-08,3.7489
2020-05-11,0.7994
2020-05-12,3.6622
2020-05-13,-1.1381999999999999
2020-05-14,-0.8997
2020-05-15,0.8126
2020-05-18,-2.4937
2020-05-19,-1.7114
2020-05-20,-3.2197
2020-05-21,-2.0911
2020-05-22,0.1942
2020-05-26,-6.2011
2020-05-27,2.0733
2020-05-28,-1.1638
2020-05-29,6.9699
2020-06-01,3.1382
2020-06-02,-1.9026
2020-06-03,-3.041
2020-06-04,-9.2208
2020-06-05,-4.8829
2020-06-08,5.4645
2020-06-09,0.9949
2020-06-10,2.8493
2020-06-11,-4.3767
2020-06-12,-1.0633
2020-06-15,5.9813
2020-06-16,-1.5726
2020-06-17,0.2464
2020-06-18,1.1842
2020-06-19,-4.2249
2020-06-22,3.2047
2020-06-23,4.6243
2020-06-24,-4.3915
2020-06-25,2.4194
2020-06-26,2.4277
2020-06-29,-4.0661
2020-06-30,2.3448
2020-07-01,6.9456
2020-07-02,-1.0002
2020-07-06,0.6007
2020-07-07,-0.665
2020-07-08,3.4634
2020-07-09,0.3367
2020-07-10,-3.1519
2020-07-13,-8.7036
2020-07-14,0.5135
2020-07-15,0.037
2020-07-16,-2.9013
2020-07-17,0.282
2020-07-20,7.9507
2020-07-21,-0.9928
2020-07-22,-0.2631
2020-07-23,-3.8148999999999997
2020-07-24,-1.2455
2020-07-27,4.5492
2020-07-28,-0.1077
2020-07-29,2.5877
2020-07-30,-0.7918
2020-07-31,0.8546
