ticker,WRFX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-13,-50.0
2013-03-14,-50.0
2014-06-10,-99.8
2015-05-27,8900.0
2015-06-02,-11.1111
2015-06-05,11.25
2015-06-16,0.0
2015-06-17,17.9775
2015-06-23,-14.2857
2015-06-24,0.0
2015-06-26,0.0
2015-06-29,-11.1111
2015-07-16,-25.0
2015-07-17,-25.0
2015-07-20,-33.3333
2015-07-21,-30.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,-28.5714
2015-07-27,0.0
2015-07-28,66.6667
2015-07-29,0.0
2015-07-30,-60.0
2015-08-03,0.0
2015-08-05,-10.0
2015-08-06,-33.3333
2015-08-21,8.3333
2015-08-26,-23.0769
2015-08-27,0.0
2015-08-28,-47.5
2015-08-31,14.2857
2015-09-01,66.6667
2015-09-02,-20.0
2015-09-03,37.5
2015-09-04,42.0455
2015-09-08,-10.4
2015-09-09,57.1429
2015-09-10,-9.0909
2015-09-11,10.0
2015-09-14,-36.3636
2015-09-15,26.7857
2015-09-16,2.1127
2015-09-17,10.3448
2015-09-18,-1.875
2015-09-21,-49.0446
2015-09-22,30.0
2015-09-23,-15.3846
2015-09-25,-32.9545
2015-09-28,35.5932
2015-09-29,0.0
2015-09-30,-23.75
2015-10-01,-16.3934
2015-10-02,131.3725
2015-10-05,-7.6271
2015-10-06,-11.9266
2015-10-07,0.0
2015-10-08,3.125
2015-10-09,-25.2525
2015-10-12,0.0
2015-10-13,40.5405
2015-10-14,-25.9615
2015-10-15,3.8961
2015-10-16,10.0
2015-10-19,-23.8636
2015-10-20,19.403
2015-10-21,-16.25
2015-10-22,-8.9552
2015-10-23,13.1148
2015-10-26,-4.3478
2015-10-27,1.5152
2015-10-28,-7.4627
2015-10-29,3.2258
2015-10-30,-12.5
2015-11-02,-25.0
2015-11-03,9.5238
2015-11-04,10.8696
2015-11-06,-1.9607999999999999
2015-11-09,-20.0
2015-11-10,0.0
2015-11-11,-12.5
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,28.5714
2015-11-17,60.0
2015-11-18,8.3333
2015-11-19,-15.3846
2015-11-20,33.3333
2015-11-23,-42.0455
2015-11-24,0.0
2015-11-25,25.4902
2015-11-27,-12.5
2015-11-30,14.2857
2015-12-01,-9.375
2015-12-02,-17.2414
2015-12-03,27.0833
2015-12-04,-21.3115
2015-12-07,-6.25
2015-12-08,6.6667
2015-12-11,33.3333
2015-12-14,-28.125
2015-12-15,-19.5652
2015-12-16,-13.5135
