ticker,NUVG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-25,-50.0
2006-03-08,0.0
2006-03-22,102.0
2006-03-31,-30.6931
2006-04-06,0.0
2006-04-18,14.2857
2006-05-04,25.0
2006-05-08,-20.0
2006-06-23,12.5
2006-07-12,5.5556
2006-07-19,5.2632
2006-07-24,0.0
2006-08-07,-50.0
2006-08-16,80.0
2006-09-26,-55.5556
2007-05-24,0.0
2007-06-18,-50.0
2007-07-10,0.0
2007-07-16,0.0
2007-08-13,0.0
2007-08-14,0.0
2007-08-15,75.0
2007-08-27,71.4286
2007-10-15,-20.0
2007-10-17,14.5833
2007-12-04,-61.8182
2008-01-22,138.0952
2008-01-30,-58.0
2008-05-07,0.0
2008-07-25,-4.7619
2008-10-01,-57.5
2009-04-23,-74.2647
2009-12-07,0.0
2010-03-08,1728.5714
2010-06-10,-94.0625
2010-08-02,321.0526
2011-05-31,2900.0
2011-06-02,-3.3333
2011-06-07,-17.2414
2011-06-10,0.0
2011-06-13,-95.8333
2011-06-14,1400.0
2011-06-15,86.6667
2011-06-17,-3.5714
2011-06-20,3.7037
2011-06-22,-3.5714
2011-06-24,0.0
2011-06-28,0.0
2011-06-30,11.1111
2011-07-01,-3.3333
2011-07-05,-48.2759
2011-07-06,93.3333
2011-07-11,-3.4483
2011-07-19,3.5714
2011-07-27,0.0
2011-08-24,-13.7931
2011-08-26,-4.0
2011-08-31,0.0
2011-09-07,-4.1667
2011-09-23,-34.7826
2011-09-26,-33.3333
2011-09-29,100.0
2011-11-02,-50.0
2011-11-25,50.0
2011-11-28,-33.3333
2011-11-29,0.0
2011-12-07,50.0
2011-12-12,0.0
2011-12-19,-13.3333
2011-12-21,-23.0769
2012-01-04,0.0
2012-01-18,5.0
2012-01-19,52.381
2012-01-20,-25.0
2012-01-23,16.6667
2012-01-24,-14.2857
2012-01-25,16.6667
2012-01-26,-1.4285999999999999
2012-01-27,-2.1739
2012-01-30,-18.5185
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,-4.5455
2012-02-06,-3.8095
2012-02-07,8.9109
2012-02-08,8.1818
2012-02-09,-0.8403
2012-02-10,-31.3559
2012-02-13,11.1111
2012-02-14,9.5833
2012-02-15,2.4081
2012-02-16,-5.9406
2012-02-17,5.2632
2012-02-21,-5.0
2012-02-22,11.5789
2012-02-23,0.5896
2012-02-24,-7.1512
2012-02-27,-9.0909
2012-02-28,0.0
2012-02-29,-2.2222
2012-03-01,4.5455
